"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","5,078 ","suppressed","suppressed","7,097 ","5,160 ","4,625 ","6,590 ","4,820 ","344.38 ","suppressed","suppressed","871.79 ","610.19 ","477.48 ","919.11 ","370.66 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,788 ","suppressed","suppressed","7,162 ","5,372 ","4,576 ","6,522 ","5,247 ","496.82 ","suppressed","suppressed","976.25 ","795.85 ","479.68 ","985.43 ","492.69 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,747 ","suppressed","suppressed","suppressed","5,074 ","4,630 ","suppressed","4,704 ","446.10 ","suppressed","suppressed","suppressed","802.76 ","520.67 ","suppressed","450.37 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","28.8% ","suppressed","suppressed","46.5% ","28.6% ","25.0% ","40.7% ","26.9% ","1.93% ","suppressed","suppressed","4.13% ","2.76% ","2.61% ","3.63% ","2.10% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","36.7% ","suppressed","suppressed","46.7% ","suppressed","26.1% ","40.7% ","33.8% ","2.73% ","suppressed","suppressed","4.57% ","suppressed","2.29% ","3.95% ","3.67% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","25.6% ","suppressed","suppressed","suppressed","27.1% ","24.9% ","suppressed","25.4% ","2.38% ","suppressed","suppressed","suppressed","3.00% ","2.84% ","suppressed","2.40% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","17.6% ","suppressed","9.9%*","16.4% ","16.6% ","18.7% ","14.7% ","18.2% ","1.63% ","suppressed","3.00%*","2.06% ","2.08% ","2.76% ","3.49% ","1.91% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","suppressed","suppressed","0% ","suppressed","0.6%*","5.2%*","suppressed","suppressed","suppressed","suppressed","0% ","suppressed","0.60%*","4.73%*","suppressed","suppressed"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","68.2% ","0% ","0% ","10.6%*","71.3% ","91.4% ","7.4%*","78.6% ","5.21% ","0% ","0% ","8.25%*","10.60% ","3.65% ","7.15%*","4.94% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","16.7% ","suppressed","9.9%*","18.1% ","14.3% ","20.3% ","14.8% ","18.4% ","2.10% ","suppressed","3.00%*","1.96% ","3.61% ","3.38% ","3.79% ","1.83% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","18.1% ","suppressed","suppressed","suppressed","17.7% ","18.6% ","suppressed","18.2% ","2.31% ","suppressed","suppressed","suppressed","2.49% ","2.97% ","suppressed","2.38% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","96.7% ","97.5% ","91.0% ","97.3% ","91.0% ","98.9% ","95.0% ","97.1% ","1.18% ","2.70% ","5.86% ","1.43% ","5.46% ","0.50% ","2.48% ","1.31% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,258 ","3,705 ","2,956 ","2,773 ","2,349 ","1,879 ","2,877 ","2,125 ","120.35 ","424.56 ","299.70 ","298.08 ","239.17 ","140.34 ","263.53 ","122.45 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","3,753 ","suppressed","suppressed","5,155 ","3,898 ","3,154 ","4,930 ","3,493 ","265.39 ","suppressed","suppressed","581.58 ","554.07 ","301.21 ","715.15 ","267.81 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","64.8% ","suppressed","66.6% ","65.4% ","61.0% ","65.0% ","64.0% ","65.0% ","5.86% ","suppressed","12.84% ","9.93% ","7.82% ","9.45% ","8.43% ","6.84% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","29 ","32 ","27 ","32 ","27 ","29 ","30 ","29 ","0.90 ","3.43 ","3.09 ","2.27 ","2.41 ","1.17 ","2.05 ","1.00 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","20.9% ","suppressed","suppressed","23.9% ","20.1% ","19.5% ","26.3% ","20.1% ","0.80% ","suppressed","suppressed","2.31% ","1.97% ","0.81% ","2.91% ","0.81% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","30.7% ","suppressed","18.6%*","22.5%*","46.4% ","29.8% ","22.9%*","32.4% ","5.06% ","suppressed","9.09%*","8.73%*","8.19% ","8.00% ","7.70%*","6.15% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","97.3% ","83.3% ","97.6% ","94.7% ","99.7% ","98.5% ","90.3% ","98.9% ","1.20% ","13.18% ","2.51% ","4.79% ","0.20% ","0.78% ","5.56% ","0.49% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","95.2% ","suppressed","suppressed","95.5% ","98.7% ","99.4% ","79.2% ","98.8% ","2.23% ","suppressed","suppressed","3.77% ","1.11% ","0.65% ","10.95% ","0.71% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,314 ","6,152 ","5,767 ","5,751 ","5,248 ","5,098 ","5,510 ","5,275 ","305.76 ","651.60 ","467.87 ","479.94 ","365.99 ","578.25 ","384.74 ","365.51 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,323 ","suppressed","suppressed","9,233 ","9,295 ","8,929 ","10,199 ","9,166 ","508.77 ","suppressed","suppressed","1377.35 ","625.24 ","752.19 ","1281.04 ","557.10 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","70.7% ","85.7% ","75.7% ","78.3% ","63.2% ","69.0% ","73.6% ","70.1% ","6.74% ","8.73% ","9.84% ","8.04% ","8.90% ","12.10% ","7.20% ","8.17% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","57.7% ","suppressed","suppressed","43.7% ","34.0% ","80.7% ","24.3%*","65.4% ","11.82% ","suppressed","suppressed","8.70% ","10.13% ","10.37% ","8.72%*","12.01% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","10.4%*","suppressed","13.3%*","10.0%*","3.0%*","13.2%*","14.8%*","9.4%*","4.06%*","suppressed","7.18%*","6.18%*","2.42%*","7.50%*","5.78%*","4.69%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","2.2%*","0% ","0% ","suppressed","suppressed","1.5%*","suppressed","1.8%*","1.23%*","0% ","0% ","suppressed","suppressed","1.47%*","suppressed","1.15%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","14.6% ","suppressed","9.7%*","5.5%*","25.0%*","15.2%*","suppressed","16.7% ","3.81% ","suppressed","7.98%*","3.57%*","8.52%*","6.41%*","suppressed","4.95% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","2.1%*","suppressed","1.3%*","1.4%*","5.3%*","1.1%*","2.5%*","2.0%*","0.95%*","suppressed","1.17%*","0.85%*","3.84%*","0.87%*","1.50%*","1.10%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","40.8% ","2.2%*","14.0%*","34.2% ","21.5%*","55.7% ","17.9%*","45.8% ","11.62% ","2.25%*","10.34%*","7.58% ","6.48%*","16.16% ","6.71%*","13.02% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","29.9% ","83.5% ","61.7% ","44.0% ","41.7% ","13.3%*","55.7% ","24.3% ","6.43% ","9.18% ","13.64% ","8.28% ","9.55% ","5.41%*","8.28% ","6.46% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","51.7% ","suppressed","suppressed","72.1% ","50.6% ","46.9% ","60.0% ","49.9% ","5.90% ","suppressed","suppressed","10.11% ","9.55% ","8.34% ","13.10% ","6.52% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","63.2% ","suppressed","suppressed","64.1% ","50.8% ","77.1% ","suppressed","68.7% ","6.43% ","suppressed","suppressed","13.15% ","13.44% ","6.53% ","suppressed","6.01% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","14.0%*","0% ","suppressed","7.0%*","7.0%*","17.0%*","15.1%*","13.7%*","4.78%*","0% ","suppressed","4.11%*","5.62%*","7.46%*","8.13%*","5.57%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","5.9%*","suppressed","0% ","0.8%*","6.7%*","7.5%*","1.6%*","6.9%*","4.21%*","suppressed","0% ","0.84%*","5.16%*","6.96%*","1.33%*","5.11%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","24.2% ","suppressed","suppressed","5.9%*","24.5%*","27.4% ","17.3%*","25.8% ","5.21% ","suppressed","suppressed","5.00%*","8.59%*","7.71% ","11.23%*","5.86% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","4.1%*","0% ","0% ","14.2%*","11.2%*","1.2%*","6.0%*","3.7%*","1.92%*","0% ","0% ","10.24%*","8.14%*","0.68%*","5.78%*","1.96%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","32.7% ","suppressed","suppressed","46.2% ","25.7%*","36.1% ","25.5%*","34.3% ","5.37% ","suppressed","suppressed","12.33% ","8.81%*","7.92% ","11.09%*","6.07% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","19.0% ","suppressed","suppressed","25.9%*","24.9%*","10.7% ","34.5%*","15.6% ","3.67% ","suppressed","suppressed","9.59%*","7.81%*","3.07% ","12.97%*","3.10% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","64.9% ","75.1% ","65.7% ","67.5% ","56.4% ","65.9% ","65.8% ","64.7% ","5.79% ","14.54% ","12.94% ","9.66% ","8.68% ","9.09% ","8.40% ","6.81% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","44 ","51 ","44 ","48 ","42 ","42 ","46 ","43 ","1.48 ","6.49 ","6.15 ","5.33 ","3.87 ","1.79 ","3.61 ","1.64 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","23.2% ","suppressed","suppressed","26.2% ","24.9% ","21.2% ","24.5% ","23.0% ","1.08% ","suppressed","suppressed","3.23% ","3.01% ","1.00% ","2.43% ","1.19% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","35.1% ","suppressed","18.6%*","26.3%*","53.9% ","33.3% ","25.0%*","37.2% ","5.71% ","suppressed","9.09%*","9.06%*","8.77% ","8.94% ","7.78%*","7.04% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","3.7%*","suppressed","6.0%*","1.9%*","6.8%*","1.6%*","7.7%*","2.8%*","1.44%*","suppressed","4.99%*","1.49%*","4.64%*","1.32%*","4.53%*","1.40%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","9.6% ","suppressed","34.7%*","7.2%*","15.4%*","6.2%*","16.3%*","8.2% ","2.34% ","suppressed","12.74%*","3.80%*","7.18%*","2.00%*","5.61%*","2.39% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","225 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","21.63 ","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","1,301 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","1,662 ","308.65 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","428.56 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","21.7% ","24.5% ","31.1% ","25.9% ","22.2% ","19.7% ","25.9% ","21.0% ","0.64% ","1.91% ","3.23% ","1.67% ","1.55% ","0.64% ","1.71% ","0.64% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","89.7% ","88.2% ","56.5% ","90.8% ","86.3% ","94.3% ","74.7% ","92.8% ","2.62% ","6.15% ","13.24% ","3.91% ","5.83% ","3.13% ","6.19% ","2.59% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","5.1%*","suppressed","0% ","9.5%*","8.3%*","2.5%*","5.2%*","5.1%*","1.57%*","suppressed","0% ","5.70%*","4.23%*","1.34%*","2.90%*","1.79%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","288 ","suppressed","suppressed","514 ","suppressed","145 ","suppressed","286 ","44.46 ","suppressed","suppressed","17.35 ","suppressed","13.50 ","suppressed","53.24 "
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","64.8% ","78.0% ","70.8% ","74.6% ","59.1% ","62.2% ","69.1% ","63.9% ","6.29% ","10.52% ","11.89% ","7.75% ","8.57% ","10.87% ","7.30% ","7.54% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","79.8% ","80.7% ","81.2% ","84.8% ","87.6% ","75.9% ","84.3% ","78.8% ","5.16% ","13.46% ","10.43% ","6.34% ","5.37% ","8.95% ","6.05% ","6.18% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","90.7% ","88.2% ","suppressed","93.9% ","72.9% ","99.6% ","83.6% ","92.3% ","2.82% ","8.23% ","suppressed","3.89% ","9.12% ","0.35% ","6.95% ","2.86% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","5,154 ","suppressed","7,291 ","6,827 ","4,635 ","4,356 ","6,293 ","4,905 ","441.66 ","suppressed","715.86 ","1206.90 ","713.76 ","303.67 ","815.76 ","462.60 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","10,307 ","suppressed","suppressed","11,034 ","7,677 ","10,369 ","10,688 ","10,260 ","940.10 ","suppressed","suppressed","1401.31 ","1573.56 ","1319.50 ","1766.08 ","1027.51 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","8,189 ","suppressed","suppressed","10,079 ","8,384 ","7,265 ","9,490 ","7,881 ","530.99 ","suppressed","suppressed","1548.73 ","1235.85 ","587.62 ","1295.90 ","569.21 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","300 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","0.00 ","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","294 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","7.45 ","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","47.5% ","54.0% ","58.2% ","53.6% ","43.1% ","45.7% ","52.8% ","46.4% ","1.53% ","7.74% ","6.63% ","5.53% ","2.57% ","2.08% ","4.13% ","1.75% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","9,337 ","suppressed","9,252 ","11,836 ","9,169 ","8,432 ","9,706 ","9,266 ","890.89 ","suppressed","1281.33 ","2081.81 ","1539.42 ","946.59 ","1045.74 ","1024.91 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","18,773 ","suppressed","suppressed","20,671 ","14,161 ","19,840 ","15,054 ","19,164 ","1969.73 ","suppressed","suppressed","5313.90 ","2042.30 ","2833.94 ","2213.05 ","2156.29 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","18,221 ","suppressed","suppressed","15,320 ","15,531 ","20,370 ","13,969 ","19,188 ","1625.83 ","suppressed","suppressed","3145.75 ","2325.77 ","2520.66 ","1942.35 ","1888.71 "

