"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","22.6% ","suppressed","suppressed","30.6% ","25.3% ","25.3% ","14.1% ","27.1% ","2.28% ","suppressed","suppressed","3.14% ","3.19% ","3.93% ","3.51% ","2.35% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","22.4% ","0% ","suppressed","30.1% ","26.9% ","20.6% ","suppressed","23.7% ","1.94% ","0% ","suppressed","1.72% ","4.65% ","1.13% ","suppressed","1.94% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","24.5% ","suppressed","suppressed","19.7% ","26.9% ","23.5% ","25.6% ","24.3% ","1.37% ","suppressed","suppressed","2.52% ","2.09% ","2.23% ","3.30% ","1.50% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","9.4% ","suppressed","suppressed","suppressed","0.5%*","2.2%*","46.5% ","1.8%*","2.59% ","suppressed","suppressed","suppressed","0.46%*","2.15%*","10.42% ","1.17%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","61.7% ","suppressed","suppressed","33.3%*","60.1% ","80.8% ","28.8%*","68.4% ","4.91% ","suppressed","suppressed","12.48%*","9.14% ","7.04% ","10.76%*","5.45% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","22.5% ","suppressed","suppressed","20.4% ","26.5% ","16.2% ","26.5% ","21.1% ","2.56% ","suppressed","suppressed","3.42% ","4.42% ","3.64% ","3.77% ","3.06% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","25.9% ","suppressed","suppressed","18.4% ","27.3% ","26.3% ","suppressed","26.1% ","1.29% ","suppressed","suppressed","3.17% ","1.75% ","1.63% ","suppressed","1.27% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","19,321 ","suppressed","20,597 ","17,629 ","20,500 ","18,876 ","19,165 ","19,345 ","524.53 ","suppressed","2103.66 ","1030.82 ","922.33 ","836.20 ","1200.30 ","578.36 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","18,108 ","suppressed","21,368 ","16,672 ","19,724 ","16,824 ","19,123 ","17,777 ","722.44 ","suppressed","2453.24 ","860.20 ","1807.49 ","356.77 ","1385.05 ","805.18 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","20,094 ","suppressed","suppressed","18,827 ","20,912 ","19,791 ","19,276 ","20,145 ","649.34 ","suppressed","suppressed","1538.83 ","1037.31 ","1033.57 ","2439.57 ","672.11 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","4,724 ","suppressed","suppressed","5,704 ","5,435 ","3,798 ","5,010 ","4,680 ","502.34 ","suppressed","suppressed","613.62 ","1146.78 ","480.64 ","1396.98 ","536.17 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","3,720 ","suppressed","suppressed","5,219 ","4,413 ","2,438 ","4,079 ","3,603 ","468.16 ","suppressed","suppressed","559.18 ","541.52 ","303.36 ","958.10 ","516.62 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,363 ","suppressed","suppressed","6,312 ","5,977 ","4,405 ","suppressed","5,230 ","686.09 ","suppressed","suppressed","889.87 ","1718.25 ","479.50 ","suppressed","681.40 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","24.4% ","suppressed","suppressed","32.4% ","26.5% ","20.1% ","26.1% ","24.2% ","2.36% ","suppressed","suppressed","2.61% ","5.21% ","2.20% ","7.20% ","2.49% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","20.5% ","suppressed","suppressed","31.3% ","22.4% ","14.5% ","21.3% ","20.3% ","2.47% ","suppressed","suppressed","4.01% ","2.70% ","1.72% ","5.88% ","2.61% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","26.7% ","suppressed","suppressed","33.5% ","28.6% ","22.3% ","suppressed","26.0% ","3.16% ","suppressed","suppressed","2.55% ","7.55% ","2.35% ","suppressed","3.16% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.2% ","suppressed","suppressed","18.2% ","17.7% ","19.8% ","14.8% ","18.9% ","1.19% ","suppressed","suppressed","2.69% ","1.52% ","2.10% ","2.20% ","1.32% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","7.6%*","suppressed","suppressed","2.1%*","3.1%*","6.2%*","26.3%*","suppressed","2.82%*","suppressed","suppressed","2.19%*","1.95%*","4.72%*","10.78%*","suppressed"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","61.1% ","suppressed","suppressed","44.4%*","65.3% ","69.2% ","27.4%*","66.2% ","7.20% ","suppressed","suppressed","16.09%*","8.48% ","14.84% ","8.79%*","8.38% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","17.0% ","suppressed","suppressed","15.7% ","15.1% ","22.0% ","15.6% ","17.5% ","2.40% ","suppressed","suppressed","3.34% ","2.36% ","5.61% ","2.56% ","3.08% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","19.1% ","suppressed","suppressed","22.6% ","19.4% ","19.0% ","suppressed","19.7% ","1.20% ","suppressed","suppressed","2.71% ","1.82% ","1.68% ","suppressed","1.20% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","93.6% ","69.6% ","94.2% ","91.4% ","94.8% ","95.5% ","87.6% ","94.8% ","1.45% ","11.56% ","5.83% ","4.72% ","2.28% ","1.70% ","4.40% ","1.48% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,631 ","suppressed","3,373 ","3,240 ","2,425 ","2,378 ","3,058 ","2,548 ","127.16 ","suppressed","586.13 ","381.80 ","211.27 ","116.19 ","339.41 ","137.92 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,914 ","suppressed","suppressed","5,821 ","4,664 ","4,518 ","6,242 ","4,686 ","313.68 ","suppressed","suppressed","912.37 ","635.74 ","283.17 ","971.44 ","330.00 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","45.5% ","suppressed","suppressed","69.0% ","42.0% ","36.2% ","49.4% ","44.7% ","3.89% ","suppressed","suppressed","9.16% ","7.20% ","4.87% ","8.60% ","4.36% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","31 ","suppressed","22 ","36 ","30 ","29 ","26 ","32 ","1.32 ","suppressed","2.43 ","3.23 ","1.88 ","1.71 ","1.59 ","1.50 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","19.3% ","suppressed","20% ","20.9% ","18.9% ","19.3% ","20.1% ","19.2% ","0.85% ","suppressed","0.00% ","1.40% ","2.03% ","1.12% ","1.61% ","0.95% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","37.3% ","suppressed","suppressed","24.2%*","31.8% ","50.6% ","27.4% ","39.2% ","3.86% ","suppressed","suppressed","8.62%*","7.17% ","5.41% ","6.98% ","4.39% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","93.0% ","69.9% ","93.5% ","91.8% ","90.9% ","96.8% ","87.4% ","94.1% ","1.76% ","13.31% ","5.00% ","4.58% ","3.84% ","1.87% ","4.35% ","1.92% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","92.1% ","suppressed","82.6% ","90.0% ","93.1% ","96.9% ","74.7% ","95.7% ","2.13% ","suppressed","15.69% ","5.65% ","2.85% ","1.54% ","9.50% ","1.36% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,061 ","suppressed","5,907 ","5,571 ","4,164 ","5,301 ","5,655 ","4,948 ","207.38 ","suppressed","661.03 ","345.86 ","291.92 ","346.78 ","371.48 ","239.39 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,423 ","10,661 ","9,266 ","11,537 ","8,078 ","9,784 ","9,630 ","9,390 ","404.64 ","826.49 ","1791.53 ","758.58 ","705.72 ","590.67 ","1098.60 ","435.26 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","71.8% ","suppressed","82.9% ","80.6% ","62.2% ","74.5% ","70.6% ","72.0% ","3.64% ","suppressed","10.04% ","6.59% ","6.80% ","5.60% ","7.78% ","4.08% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","49.3% ","suppressed","0% ","39.2%*","70.7% ","51.9% ","15.2%*","56.1% ","5.07% ","suppressed","0% ","14.79%*","6.36% ","6.69% ","6.02%*","5.34% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","7.4% ","suppressed","suppressed","2.7%*","12.0%*","suppressed","10.%*","6.9%*","2.11% ","suppressed","suppressed","1.35%*","5.07%*","suppressed","4.23%*","2.39%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","5.5%*","suppressed","2.3%*","7.6%*","9.2%*","1.3%*","10.1%*","4.6%*","1.77%*","suppressed","2.41%*","4.29%*","4.43%*","1.05%*","5.04%*","1.85%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","10.1% ","suppressed","suppressed","suppressed","12.2%*","12.7% ","suppressed","11.1% ","1.89% ","suppressed","suppressed","suppressed","4.04%*","3.20% ","suppressed","2.23% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","5.2%*","0% ","1.1%*","5.4%*","suppressed","6.8%*","suppressed","5.3%*","1.62%*","0% ","1.15%*","3.87%*","suppressed","2.96%*","suppressed","1.76%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","35.4% ","suppressed","0% ","31.6%*","44.0% ","38.6% ","10.7%*","40.4% ","4.37% ","suppressed","0% ","12.79%*","6.90% ","6.35% ","4.17%*","4.83% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","36.4% ","suppressed","82.9% ","48.9% ","18.3% ","35.9% ","59.8% ","31.6% ","3.73% ","suppressed","10.04% ","11.61% ","4.00% ","5.06% ","8.55% ","3.93% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","64.9% ","suppressed","suppressed","54.8% ","64.1% ","73.2% ","54.9% ","66.9% ","4.48% ","suppressed","suppressed","11.54% ","7.72% ","6.31% ","10.86% ","4.84% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","55.0% ","suppressed","0% ","54.3% ","74.0% ","48.4% ","28.1%*","59.5% ","5.65% ","suppressed","0% ","15.40% ","7.04% ","9.04% ","11.01%*","5.99% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","6.2%*","suppressed","suppressed","2.4%*","5.3%*","suppressed","14.5%*","4.4%*","2.07%*","suppressed","suppressed","1.49%*","2.66%*","suppressed","8.31%*","1.72%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","5.4%*","suppressed","0% ","19.5%*","suppressed","1.2%*","9.8%*","4.5%*","1.91%*","suppressed","0% ","8.94%*","suppressed","0.98%*","5.18%*","2.04%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","17.7% ","suppressed","suppressed","22.8%*","21.1%*","12.4% ","17.0%*","17.9% ","3.61% ","suppressed","suppressed","10.27%*","7.03%*","3.52% ","9.37%*","3.91% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","5.8%*","suppressed","2.2%*","0.5%*","suppressed","9.0%*","suppressed","6.3%*","2.26%*","suppressed","2.30%*","0.50%*","suppressed","5.01%*","suppressed","2.65%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","35.7% ","suppressed","0% ","29.8%*","47.5% ","35.4% ","15.4%*","39.8% ","4.67% ","suppressed","0% ","11.70%*","8.28% ","7.39% ","6.54%*","5.24% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","29.2% ","suppressed","suppressed","25.1%*","16.7% ","37.8% ","39.5% ","27.1% ","3.95% ","suppressed","suppressed","8.78%*","4.35% ","7.28% ","10.26% ","4.22% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","44.8% ","suppressed","suppressed","66.9% ","37.4% ","39.5% ","50.5% ","43.7% ","3.71% ","suppressed","suppressed","9.21% ","6.99% ","4.35% ","8.25% ","4.16% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","58 ","suppressed","65 ","66 ","52 ","55 ","62 ","57 ","2.45 ","suppressed","4.96 ","3.60 ","4.69 ","4.42 ","4.07 ","2.88 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","20.1% ","suppressed","suppressed","21.7% ","18.3% ","20.8% ","20.8% ","20.0% ","0.81% ","suppressed","suppressed","1.68% ","1.93% ","0.86% ","1.87% ","0.88% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","38.0% ","suppressed","suppressed","18.8%*","34.6% ","52.6% ","25.6% ","40.3% ","3.55% ","suppressed","suppressed","7.23%*","7.40% ","4.69% ","6.86% ","4.03% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","1.0%*","suppressed","suppressed","0.9%*","0.8%*","0% ","suppressed","0.4%*","0.54%*","suppressed","suppressed","0.69%*","0.61%*","0% ","suppressed","0.25%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","16.7% ","suppressed","suppressed","39.6%*","11.1%*","10.1%*","22.8% ","15.6% ","3.52% ","suppressed","suppressed","12.04%*","3.86%*","3.33%*","6.23% ","4.01% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","671 ","suppressed","suppressed","suppressed","suppressed","1,145 ","389 ","751 ","141.39 ","suppressed","suppressed","suppressed","suppressed","198.28 ","62.44 ","192.26 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","19.3% ","suppressed","18.9% ","19.8% ","17.5% ","20.6% ","19.0% ","19.3% ","0.66% ","suppressed","1.60% ","0.69% ","1.05% ","1.04% ","1.05% ","0.75% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","76.1% ","suppressed","69.9% ","57.2% ","79.8% ","84.8% ","64.4% ","78.4% ","3.83% ","suppressed","11.85% ","12.34% ","5.18% ","4.17% ","7.30% ","4.35% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","4.8%*","suppressed","suppressed","suppressed","7.1%*","suppressed","6.1%*","4.5%*","1.96%*","suppressed","suppressed","suppressed","4.78%*","suppressed","3.38%*","2.24%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","69.3% ","suppressed","68.6% ","72.8% ","63.6% ","73.5% ","64.3% ","70.2% ","3.66% ","suppressed","11.97% ","7.70% ","6.63% ","5.68% ","7.40% ","4.10% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","79.0% ","suppressed","64.5% ","69.3% ","75.1% ","90.4% ","57.4% ","83.2% ","3.08% ","suppressed","11.31% ","8.52% ","6.04% ","3.19% ","7.46% ","3.22% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","94.7% ","100% ","73.4% ","96.3% ","93.7% ","97.0% ","87.7% ","95.6% ","1.43% ","0% ","13.66% ","2.28% ","2.98% ","1.41% ","6.35% ","1.34% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","5,574 ","suppressed","suppressed","6,394 ","5,458 ","5,093 ","6,180 ","5,486 ","305.56 ","suppressed","suppressed","1055.87 ","566.85 ","210.59 ","955.52 ","322.64 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","10,487 ","suppressed","suppressed","12,542 ","10,238 ","9,710 ","suppressed","10,327 ","763.12 ","suppressed","suppressed","3097.62 ","1411.74 ","502.39 ","suppressed","807.22 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","10,145 ","suppressed","suppressed","9,189 ","9,719 ","10,347 ","10,896 ","10,065 ","606.18 ","suppressed","suppressed","2563.72 ","1148.06 ","597.02 ","2370.16 ","621.90 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","489 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","500 ","12.14 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","0.00 "
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","1,090 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","293.08 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","41.4% ","suppressed","35.7% ","37.4% ","41.7% ","43.1% ","38.0% ","41.7% ","1.89% ","suppressed","6.29% ","2.33% ","4.76% ","2.05% ","3.60% ","2.05% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","10,684 ","suppressed","suppressed","13,125 ","9,508 ","10,468 ","10,413 ","10,727 ","661.24 ","suppressed","suppressed","2232.43 ","714.91 ","772.18 ","1333.09 ","731.43 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","22,125 ","suppressed","suppressed","28,815 ","19,081 ","21,558 ","21,386 ","22,193 ","1592.73 ","suppressed","suppressed","4897.18 ","1652.01 ","1551.07 ","2947.81 ","1710.13 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","20,453 ","suppressed","suppressed","26,784 ","17,826 ","20,414 ","suppressed","20,560 ","1288.34 ","suppressed","suppressed","4570.31 ","1932.49 ","1369.51 ","suppressed","1309.61 "

