"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","4,584 ","7,520 ","suppressed","5,195 ","5,051 ","4,376 ","suppressed","4,583 ","274.70 ","505.27 ","suppressed","1034.55 ","543.32 ","324.06 ","suppressed","270.00 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,265 ","7,520 ","suppressed","6,320 ","suppressed","4,998 ","suppressed","5,379 ","503.36 ","505.27 ","suppressed","1257.93 ","suppressed","387.14 ","suppressed","453.86 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,233 ","suppressed","suppressed","suppressed","4,694 ","4,189 ","suppressed","4,270 ","306.38 ","suppressed","suppressed","suppressed","436.60 ","386.25 ","suppressed","308.26 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","22.1% ","37.0% ","suppressed","23.5% ","18.4% ","23.3% ","suppressed","22.0% ","1.45% ","1.98% ","suppressed","4.53% ","2.59% ","1.73% ","suppressed","1.43% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","28.2% ","37.0% ","suppressed","28.5% ","suppressed","32.1% ","suppressed","29.2% ","3.16% ","1.98% ","suppressed","4.77% ","suppressed","4.13% ","suppressed","3.19% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","19.4% ","suppressed","suppressed","suppressed","16.0% ","21.2% ","suppressed","19.6% ","1.39% ","suppressed","suppressed","suppressed","2.14% ","1.65% ","suppressed","1.40% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","19.8% ","22.1% ","suppressed","13.8% ","17.5% ","22.4% ","14.2%*","20.6% ","1.11% ","0.82% ","suppressed","2.57% ","2.31% ","1.25% ","4.41%*","1.08% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","4.4%*","0% ","suppressed","suppressed","suppressed","2.0%*","suppressed","2.2%*","2.00%*","0% ","suppressed","suppressed","suppressed","1.23%*","suppressed","1.05%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","66.0% ","0% ","0% ","suppressed","71.9% ","76.9% ","suppressed","71.8% ","5.67% ","0% ","0% ","suppressed","8.48% ","6.93% ","suppressed","5.58% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","16.9% ","22.1% ","suppressed","13.7% ","10.7% ","23.4% ","14.6%*","17.9% ","1.99% ","0.82% ","suppressed","3.08% ","2.46% ","2.69% ","4.75%*","2.01% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","21.6% ","suppressed","suppressed","suppressed","23.2% ","22.2% ","suppressed","21.9% ","1.26% ","suppressed","suppressed","suppressed","2.86% ","1.41% ","suppressed","1.24% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","95.0% ","100% ","100% ","96.9% ","92.1% ","94.9% ","100% ","94.3% ","1.59% ","0% ","0% ","3.09% ","4.60% ","2.03% ","0% ","1.80% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","1,905 ","suppressed","suppressed","2,589 ","2,369 ","1,519 ","2,077 ","1,867 ","118.46 ","suppressed","suppressed","435.87 ","314.76 ","101.00 ","330.47 ","123.92 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","3,357 ","suppressed","suppressed","3,160 ","4,495 ","3,012 ","suppressed","3,376 ","243.55 ","suppressed","suppressed","724.93 ","816.04 ","200.49 ","suppressed","254.59 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","49.2% ","suppressed","suppressed","42.0% ","54.8% ","48.6% ","50.0% ","49.1% ","4.03% ","suppressed","suppressed","9.91% ","7.03% ","5.72% ","10.98% ","4.33% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","27 ","31 ","30 ","24 ","32 ","25 ","28 ","26 ","0.92 ","2.22 ","2.50 ","2.35 ","2.17 ","1.15 ","1.75 ","1.02 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","20.5% ","suppressed","20% ","18.9% ","20.8% ","21.0% ","19.8% ","20.6% ","1.07% ","suppressed","0.00% ","1.06% ","0.88% ","1.86% ","0.80% ","1.19% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","42.1% ","suppressed","suppressed","62.7% ","39.5% ","41.1% ","35.0% ","43.1% ","3.50% ","suppressed","suppressed","8.21% ","6.27% ","4.85% ","10.06% ","3.76% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","88.7% ","96.6% ","suppressed","94.6% ","79.3% ","100% ","65.4% ","93.6% ","3.76% ","4.34% ","suppressed","4.07% ","11.12% ","0% ","12.87% ","3.47% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","96.4% ","suppressed","suppressed","94.3% ","90.3% ","99.4% ","suppressed","96.9% ","2.19% ","suppressed","suppressed","3.63% ","8.81% ","0.42% ","suppressed","2.27% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,050 ","6,218 ","suppressed","4,482 ","5,914 ","4,662 ","5,863 ","4,932 ","172.43 ","181.88 ","suppressed","432.05 ","339.17 ","206.62 ","518.49 ","176.62 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,686 ","suppressed","8,463 ","7,485 ","9,643 ","10,138 ","suppressed","9,795 ","376.33 ","suppressed","742.64 ","1007.70 ","1083.86 ","377.26 ","suppressed","391.72 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","53.1% ","suppressed","suppressed","67.9% ","60.2% ","45.8% ","57.2% ","52.2% ","4.36% ","suppressed","suppressed","9.32% ","10.24% ","5.56% ","12.90% ","4.51% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","69.0% ","41.1% ","suppressed","46.7%*","72.5% ","83.9% ","suppressed","76.2% ","5.45% ","2.33% ","suppressed","14.58%*","8.42% ","7.34% ","suppressed","5.38% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","11.1%*","0% ","suppressed","7.3%*","12.4%*","10.4%*","11.8%*","11.0%*","3.87%*","0% ","suppressed","6.70%*","9.43%*","4.84%*","11.00%*","4.08%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.7%*","suppressed","suppressed","suppressed","1.1%*","0.5%*","7.2%*","0.6%*","0.81%*","suppressed","suppressed","suppressed","1.07%*","0.47%*","4.55%*","0.41%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","31.8% ","0% ","suppressed","17.3%*","26.4%*","41.6% ","18.4%*","34.6% ","4.21% ","0% ","suppressed","6.71%*","9.01%*","6.19% ","9.74%*","4.58% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","2.3%*","0% ","suppressed","suppressed","0% ","1.7%*","5.5%*","1.7%*","1.26%*","0% ","suppressed","suppressed","0% ","1.33%*","5.41%*","1.02%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","36.6% ","suppressed","suppressed","31.7%*","43.6% ","38.4% ","21.2%*","39.8% ","4.16% ","suppressed","suppressed","10.70%*","9.72% ","5.67% ","9.78%*","4.65% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","16.5% ","suppressed","suppressed","36.2%*","16.6%*","7.4%*","35.9%*","12.4% ","3.20% ","suppressed","suppressed","11.20%*","5.32%*","3.50%*","11.13%*","2.91% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","48.1% ","suppressed","suppressed","42.0%*","57.4% ","46.3% ","suppressed","48.3% ","5.76% ","suppressed","suppressed","12.94%*","10.57% ","7.93% ","suppressed","5.97% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","80.8% ","suppressed","suppressed","suppressed","81.4% ","87.5% ","suppressed","82.1% ","5.65% ","suppressed","suppressed","suppressed","13.94% ","5.40% ","suppressed","5.86% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","7.2%*","suppressed","0% ","5.6%*","7.0%*","8.1%*","0% ","7.7%*","2.55%*","suppressed","0% ","3.78%*","5.10%*","3.60%*","0% ","2.71%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","2.9%*","suppressed","0% ","0% ","1.0%*","suppressed","0% ","3.0%*","1.80%*","suppressed","0% ","0% ","1.03%*","suppressed","0% ","1.90%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","38.1% ","suppressed","suppressed","52.4% ","34.6%*","38.4% ","suppressed","39.0% ","5.36% ","suppressed","suppressed","14.84% ","10.52%*","6.98% ","suppressed","5.57% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","3.7%*","suppressed","suppressed","0% ","0% ","3.0%*","suppressed","2.0%*","2.06%*","suppressed","suppressed","0% ","0% ","1.62%*","suppressed","1.08%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","38.9% ","suppressed","suppressed","14.9%*","46.7% ","40.5% ","suppressed","39.7% ","5.74% ","suppressed","suppressed","7.24%*","9.84% ","8.16% ","suppressed","6.00% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","9.2% ","suppressed","suppressed","27.1%*","10.7%*","5.8%*","suppressed","8.6%*","2.77% ","suppressed","suppressed","10.21%*","8.80%*","2.34%*","suppressed","2.89%*"
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","50.2% ","suppressed","suppressed","46.3% ","48.0% ","51.7% ","54.4% ","49.6% ","4.20% ","suppressed","suppressed","9.89% ","8.88% ","5.81% ","10.90% ","4.56% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","44 ","suppressed","suppressed","41 ","50 ","41 ","52 ","43 ","1.91 ","suppressed","suppressed","4.95 ","4.16 ","2.32 ","5.98 ","1.97 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","20.2% ","suppressed","22.1% ","18.7% ","21.2% ","20.0% ","21.1% ","20.1% ","0.80% ","suppressed","1.97% ","1.23% ","0.93% ","1.38% ","1.51% ","0.87% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","41.7% ","suppressed","suppressed","54.0% ","47.2% ","38.3% ","34.7% ","42.8% ","3.64% ","suppressed","suppressed","8.99% ","8.57% ","4.61% ","10.20% ","3.92% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","2.6%*","0% ","suppressed","suppressed","7.2%*","0% ","suppressed","2.3%*","1.45%*","0% ","suppressed","suppressed","5.77%*","0% ","suppressed","1.52%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","11.3% ","0% ","0% ","9.5%*","16.3%*","11.6%*","0% ","12.9% ","2.57% ","0% ","0% ","4.75%*","6.65%*","3.55%*","0% ","2.95% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","350 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","0.00 ","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","567 ","suppressed","suppressed","suppressed","suppressed","771*","suppressed","567 ","149.90 ","suppressed","suppressed","suppressed","suppressed","247.98*","suppressed","149.90 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","21.0% ","19.1% ","23.7% ","20.0% ","20.9% ","21.1% ","21.6% ","21.0% ","0.76% ","0.23% ","2.08% ","0.70% ","0.60% ","1.20% ","1.18% ","0.84% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","85.2% ","100% ","suppressed","91.0% ","71.7% ","92.0% ","75.8% ","86.6% ","3.13% ","0% ","suppressed","4.77% ","8.63% ","3.15% ","10.84% ","3.21% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","7.1%*","0% ","suppressed","14.4%*","1.5%*","6.7%*","9.8%*","6.7%*","2.25%*","0% ","suppressed","7.06%*","1.12%*","3.11%*","8.38%*","2.27%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","51.8% ","suppressed","suppressed","59.1% ","61.1% ","46.4% ","55.1% ","51.4% ","4.28% ","suppressed","suppressed","9.02% ","8.29% ","6.05% ","12.58% ","4.54% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","85.3% ","100% ","80.1% ","83.2% ","93.6% ","82.7% ","82.3% ","85.7% ","3.00% ","0% ","13.03% ","8.08% ","2.77% ","4.56% ","9.51% ","3.16% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","73.8% ","suppressed","82.7% ","73.3% ","63.2% ","78.3% ","70.8% ","74.2% ","4.69% ","suppressed","15.87% ","10.14% ","7.48% ","7.33% ","10.70% ","5.13% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","4,795 ","2,466 ","suppressed","4,456 ","5,413 ","4,496 ","suppressed","4,802 ","484.32 ","44.82 ","suppressed","635.30 ","1022.39 ","745.16 ","suppressed","541.95 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","8,909 ","suppressed","suppressed","7,401 ","suppressed","9,133 ","suppressed","8,804 ","1138.59 ","suppressed","suppressed","1410.73 ","suppressed","1624.62 ","suppressed","1250.23 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","9,557 ","suppressed","12,004 ","suppressed","suppressed","9,152 ","11,300 ","9,452 ","1434.86 ","suppressed","3.45 ","suppressed","suppressed","1629.72 ","643.53 ","1514.12 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","480 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","17.09 ","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","43.0% ","44.1% ","53.8% ","43.6% ","39.3% ","43.4% ","47.9% ","42.5% ","1.67% ","1.26% ","3.72% ","3.18% ","2.84% ","2.42% ","3.20% ","1.80% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","8,334 ","6,218 ","suppressed","7,105 ","9,840 ","7,734 ","suppressed","8,148 ","566.11 ","181.88 ","suppressed","790.81 ","1297.11 ","674.70 ","suppressed","568.77 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","14,654 ","14,772 ","suppressed","12,883 ","13,013 ","15,420 ","suppressed","14,915 ","947.59 ","204.08 ","suppressed","1281.85 ","2265.57 ","1205.05 ","suppressed","1016.34 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","15,376 ","suppressed","suppressed","suppressed","10,158 ","17,231 ","suppressed","15,487 ","1271.37 ","suppressed","suppressed","suppressed","2628.86 ","1455.55 ","suppressed","1323.31 "

