"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","7,437 ","suppressed","suppressed","suppressed","6,796 ","7,981 ","suppressed","7,768 ","645.81 ","suppressed","suppressed","suppressed","1092.29 ","693.29 ","suppressed","618.29 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","34.1% ","suppressed","suppressed","suppressed","43.8% ","31.6% ","30.6% ","34.5% ","2.27% ","suppressed","suppressed","suppressed","7.22% ","1.86% ","8.46% ","2.31% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","46.5% ","suppressed","45.9% ","suppressed","suppressed","38.6% ","46.1% ","46.6% ","5.95% ","suppressed","4.08% ","suppressed","suppressed","7.40% ","3.98% ","6.87% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","34.2% ","suppressed","suppressed","suppressed","41.2% ","31.2% ","suppressed","33.3% ","2.45% ","suppressed","suppressed","suppressed","8.60% ","1.86% ","suppressed","2.52% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","suppressed","suppressed","suppressed","suppressed","48.7% ","22.9% ","suppressed","31.6% ","suppressed","suppressed","suppressed","suppressed","1.15% ","1.96% ","suppressed","6.08% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","44.1% ","suppressed","suppressed","47.5% ","58.7% ","36.9% ","suppressed","45.9% ","4.99% ","suppressed","suppressed","8.73% ","10.37% ","4.22% ","suppressed","5.80% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","29.8% ","suppressed","suppressed","suppressed","31.1% ","30.6% ","suppressed","30.7% ","1.96% ","suppressed","suppressed","suppressed","4.84% ","1.96% ","suppressed","1.82% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","20.1% ","suppressed","suppressed","20.0% ","15.9% ","22.4% ","19.5% ","20.2% ","1.82% ","suppressed","suppressed","5.68% ","3.12% ","2.63% ","3.84% ","2.02% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","3.1%*","suppressed","0% ","suppressed","0.3%*","0.6%*","15.2%*","1.1%*","1.65%*","suppressed","0% ","suppressed","0.33%*","0.61%*","9.97%*","0.72%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","64.3% ","suppressed","suppressed","suppressed","49.1% ","83.8% ","26.8%*","70.4% ","6.33% ","suppressed","suppressed","suppressed","13.04% ","6.65% ","13.37%*","6.84% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","18.6% ","suppressed","suppressed","19.0%*","18.3%*","19.5% ","17.2% ","19.2% ","2.71% ","suppressed","suppressed","5.99%*","5.70%*","4.52% ","3.95% ","3.49% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","21.0% ","suppressed","suppressed","suppressed","14.0% ","23.1% ","suppressed","20.6% ","2.36% ","suppressed","suppressed","suppressed","2.98% ","3.03% ","suppressed","2.41% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","15,632 ","13,813 ","suppressed","13,955 ","14,445 ","16,699 ","14,031 ","15,948 ","750.86 ","1118.94 ","suppressed","1305.35 ","661.62 ","1187.33 ","1193.83 ","854.46 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","13,967 ","13,813 ","suppressed","13,282 ","12,304 ","16,117 ","13,750 ","14,143 ","750.40 ","1118.94 ","suppressed","1266.79 ","666.44 ","1144.40 ","1314.09 ","832.10 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","16,341 ","suppressed","suppressed","suppressed","15,313 ","16,764 ","suppressed","16,392 ","972.34 ","suppressed","suppressed","suppressed","752.13 ","1307.57 ","suppressed","1011.98 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","4,874 ","suppressed","suppressed","suppressed","4,628 ","5,181 ","3,252 ","5,194 ","383.82 ","suppressed","suppressed","suppressed","826.52 ","454.26 ","693.10 ","425.90 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,125 ","suppressed","suppressed","suppressed","suppressed","5,467 ","3,632 ","6,335 ","735.86 ","suppressed","suppressed","suppressed","suppressed","1089.66 ","764.16 ","1130.87 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,766 ","suppressed","suppressed","suppressed","4,226 ","5,149 ","suppressed","4,912 ","450.96 ","suppressed","suppressed","suppressed","928.08 ","491.58 ","suppressed","455.80 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","31.2% ","suppressed","suppressed","suppressed","32.0% ","31.0% ","23.2% ","32.6% ","2.13% ","suppressed","suppressed","suppressed","5.15% ","1.94% ","6.42% ","2.16% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","36.7% ","suppressed","suppressed","55.8% ","suppressed","33.9% ","26.4% ","44.8% ","5.28% ","suppressed","suppressed","6.89% ","suppressed","5.47% ","7.31% ","6.37% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","29.2% ","suppressed","suppressed","suppressed","27.6% ","30.7% ","suppressed","30.0% ","2.11% ","suppressed","suppressed","suppressed","5.38% ","2.07% ","suppressed","2.06% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","17.0% ","suppressed","suppressed","17.2% ","14.7% ","17.8% ","19.4% ","16.6% ","1.38% ","suppressed","suppressed","3.17% ","2.26% ","2.04% ","3.44% ","1.52% "
