"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.1.b","Average total single premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","7,843 ","suppressed","8,850 ","7,319 ","8,894 ","7,553 ","8,701 ","7,746 ","713.23 ","suppressed","934.71 ","673.45 ","656.64 ","984.29 ","689.97 ","777.47 "
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","8,636 ","suppressed","7,746 ","7,050 ","8,415 ","9,915 ","7,291 ","9,127 ","396.80 ","suppressed","644.69 ","204.28 ","328.57 ","485.21 ","950.10 ","348.96 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","8,048 ","8,246 ","8,571 ","6,881 ","8,498 ","8,217 ","8,027 ","8,059 ","330.43 ","1564.64 ","538.73 ","531.35 ","641.32 ","743.70 ","471.70 ","444.86 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","8,103 ","suppressed","suppressed","10,524 ","9,136 ","7,904 ","11,543 ","8,032 ","852.41 ","suppressed","suppressed","1571.92 ","347.20 ","946.22 ","1505.76 ","859.11 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","1,649 ","suppressed","1,559*","1,265 ","1,736 ","1,652 ","1,671 ","1,645 ","104.17 ","suppressed","527.41*","289.40 ","269.97 ","118.72 ","346.95 ","107.40 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,846 ","suppressed","suppressed","1,923 ","suppressed","2,014 ","suppressed","1,790 ","384.90 ","suppressed","suppressed","174.74 ","suppressed","545.59 ","suppressed","428.31 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,547 ","suppressed","suppressed","1,343 ","1,683 ","1,555 ","1,394 ","1,564 ","108.28 ","suppressed","suppressed","336.93 ","358.74 ","110.37 ","416.34 ","111.92 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","2,064 ","suppressed","suppressed","suppressed","suppressed","2,153 ","suppressed","2,083 ","262.24 ","suppressed","suppressed","suppressed","suppressed","111.18 ","suppressed","224.58 "
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,676 ","suppressed","1,579*","1,081 ","1,748 ","2,049 ","1,700 ","1,662 ","207.00 ","suppressed","533.51*","310.27 ","394.53 ","146.61 ","380.00 ","244.96 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,635 ","suppressed","suppressed","suppressed","1,714 ","1,614 ","suppressed","1,640 ","111.55 ","suppressed","suppressed","suppressed","244.04 ","121.40 ","suppressed","113.81 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","20.4% ","suppressed","18.1%*","17.0% ","19.9% ","20.8% ","20.0% ","20.5% ","1.62% ","suppressed","5.83%*","4.05% ","3.71% ","2.11% ","3.75% ","1.78% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","20.5% ","suppressed","suppressed","suppressed","suppressed","21.6% ","suppressed","19.8% ","4.06% ","suppressed","suppressed","suppressed","suppressed","5.53% ","suppressed","4.54% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","19.7% ","suppressed","suppressed","18.3% ","18.9% ","20.6% ","16.0% ","20.2% ","2.00% ","suppressed","suppressed","4.87% ","5.02% ","2.53% ","4.42% ","2.18% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","23.9% ","suppressed","suppressed","suppressed","suppressed","21.7% ","suppressed","22.8% ","2.89% ","suppressed","suppressed","suppressed","suppressed","1.60% ","suppressed","2.62% "
