"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","25,087 ","suppressed","suppressed","suppressed","24,853 ","25,546 ","20,160 ","25,552 ","1716.16 ","suppressed","suppressed","suppressed","1444.49 ","2356.61 ","1885.87 ","1921.71 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","24,189 ","suppressed","suppressed","suppressed","23,213 ","25,352 ","21,403 ","24,356 ","1095.64 ","suppressed","suppressed","suppressed","1320.79 ","1251.35 ","2395.75 ","1147.17 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","27,443 ","suppressed","suppressed","suppressed","27,948 ","29,840 ","suppressed","28,533 ","1349.17 ","suppressed","suppressed","suppressed","1769.00 ","1620.13 ","suppressed","1187.59 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","21,708 ","24,186 ","suppressed","21,087 ","22,385 ","21,717 ","21,210 ","21,870 ","1326.21 ","869.00 ","suppressed","2522.86 ","1233.67 ","2282.48 ","1675.75 ","1676.40 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","25,481 ","suppressed","suppressed","suppressed","24,313 ","26,477 ","suppressed","25,527 ","1024.90 ","suppressed","suppressed","suppressed","1374.36 ","1064.25 ","suppressed","1026.26 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","5,982 ","suppressed","suppressed","6,926*","6,920 ","5,628 ","7,769 ","5,858 ","430.50 ","suppressed","suppressed","2406.20*","855.41 ","489.15 ","1582.57 ","437.35 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","4,321 ","suppressed","suppressed","suppressed","suppressed","3,381*","suppressed","4,106 ","1129.33 ","suppressed","suppressed","suppressed","suppressed","1157.02*","suppressed","1155.14 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,293 ","suppressed","suppressed","suppressed","6,924 ","6,148 ","suppressed","6,189 ","407.40 ","suppressed","suppressed","suppressed","1046.12 ","385.53 ","suppressed","402.10 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","7,913 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","7,726 ","1496.62 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","1611.04 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","7,572 ","suppressed","suppressed","suppressed","8,893 ","6,974 ","7,875 ","7,474 ","577.11 ","suppressed","suppressed","suppressed","751.70 ","606.23 ","1637.39 ","537.60 "
