"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","23.3% ","suppressed","suppressed","26.6% ","25.4% ","22.7% ","22.9% ","23.3% ","1.31% ","suppressed","suppressed","4.31% ","1.73% ","1.51% ","6.25% ","1.27% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","40.0% ","suppressed","suppressed","suppressed","suppressed","27.3% ","55.2% ","35.4% ","6.02% ","suppressed","suppressed","suppressed","suppressed","4.24% ","7.53% ","7.31% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","25.4% ","suppressed","suppressed","27.5% ","29.0% ","21.2% ","29.6% ","24.2% ","2.63% ","suppressed","suppressed","4.30% ","2.18% ","1.30% ","6.59% ","2.26% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","24.8% ","suppressed","suppressed","suppressed","27.7% ","23.8% ","suppressed","24.5% ","2.12% ","suppressed","suppressed","suppressed","7.12% ","1.80% ","suppressed","2.13% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","55.6% ","suppressed","76.1% ","56.1% ","60.5% ","53.4% ","57.0% ","55.4% ","2.70% ","suppressed","6.12% ","8.08% ","2.82% ","3.21% ","4.99% ","2.97% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","5.2%*","suppressed","suppressed","19.9%*","1.0%*","0.2%*","35.0% ","0.8%*","1.59%*","suppressed","suppressed","8.09%*","0.65%*","0.12%*","9.26% ","0.31%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","53.1% ","suppressed","suppressed","19.6%*","58.7% ","61.7% ","23.3%*","57.6% ","9.99% ","suppressed","suppressed","8.38%*","9.72% ","18.23% ","8.19%*","12.19% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","53.1% ","suppressed","77.6% ","62.2% ","63.6% ","46.0% ","55.3% ","52.6% ","3.82% ","suppressed","6.61% ","5.81% ","4.10% ","1.02% ","5.29% ","4.34% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","58.0% ","suppressed","suppressed","suppressed","58.6% ","59.3% ","suppressed","57.7% ","2.56% ","suppressed","suppressed","suppressed","3.70% ","2.61% ","suppressed","2.60% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","23,554 ","suppressed","suppressed","23,642 ","24,878 ","23,961 ","19,467 ","24,093 ","543.15 ","suppressed","suppressed","708.44 ","1247.15 ","652.37 ","1989.91 ","534.27 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","25,919 ","suppressed","suppressed","suppressed","25,423 ","27,771 ","suppressed","26,319 ","1453.11 ","suppressed","suppressed","suppressed","2998.35 ","1200.39 ","suppressed","1571.69 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","23,355 ","suppressed","22,650 ","23,659 ","24,883 ","23,675 ","18,921 ","23,890 ","602.23 ","suppressed","2161.52 ","523.53 ","1508.73 ","673.82 ","2357.61 ","560.99 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","22,462 ","suppressed","suppressed","suppressed","22,905 ","23,052 ","suppressed","23,074 ","2135.19 ","suppressed","suppressed","suppressed","894.42 ","3057.44 ","suppressed","2354.45 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","22,736 ","suppressed","suppressed","24,658 ","22,718 ","23,009 ","21,729 ","22,958 ","795.94 ","suppressed","suppressed","875.49 ","1912.67 ","969.08 ","1419.13 ","844.07 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","24,310 ","6,386 ","suppressed","22,695 ","26,366 ","24,858 ","suppressed","25,004 ","861.35 ","17.95 ","suppressed","1324.75 ","1589.86 ","1007.82 ","suppressed","765.08 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","7,540 ","suppressed","suppressed","6,806 ","9,781 ","7,528 ","5,592 ","7,797 ","452.91 ","suppressed","suppressed","1932.26 ","1163.31 ","391.40 ","1632.04 ","448.04 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","8,550 ","suppressed","suppressed","suppressed","12,518 ","5,262 ","suppressed","8,425 ","1283.03 ","suppressed","suppressed","suppressed","1464.07 ","1021.75 ","suppressed","1378.15 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","7,269 ","suppressed","suppressed","5,458 ","8,370 ","7,832 ","3,690 ","7,701 ","509.10 ","suppressed","suppressed","1500.44 ","1278.62 ","372.56 ","1056.72 ","497.29 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","8,886 ","suppressed","suppressed","suppressed","suppressed","6,648 ","suppressed","7,942 ","1729.62 ","suppressed","suppressed","suppressed","suppressed","856.34 ","suppressed","1612.84 "
