"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","3,074 ","suppressed","suppressed","suppressed","5,811 ","2,810 ","suppressed","3,459 ","589.85 ","suppressed","suppressed","suppressed","939.19 ","442.76 ","suppressed","576.50 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","23.2% ","suppressed","suppressed","35.8% ","30.2% ","16.5% ","25.3% ","22.4% ","2.58% ","suppressed","suppressed","7.65% ","2.78% ","2.00% ","6.62% ","2.45% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","28.2% ","suppressed","suppressed","32.6% ","28.1% ","17.8% ","30.4% ","26.3% ","3.18% ","suppressed","suppressed","8.68% ","2.83% ","3.30% ","5.94% ","3.03% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","18.8% ","suppressed","suppressed","suppressed","34.9% ","16.4% ","suppressed","20.2% ","3.10% ","suppressed","suppressed","suppressed","6.77% ","2.13% ","suppressed","2.91% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","16.8% ","22.3%*","15.5%*","11.4% ","18.3% ","18.2% ","14.5% ","18.0% ","1.88% ","10.71%*","5.85%*","2.60% ","2.13% ","3.28% ","3.96% ","1.94% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","16.8%*","suppressed","suppressed","30.0%*","5.5%*","0.8%*","43.5%*","6.5%*","7.20%*","suppressed","suppressed","15.96%*","5.06%*","0.81%*","17.13%*","4.41%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","51.4% ","suppressed","0% ","16.2%*","26.8%*","92.5% ","32.0%*","58.9% ","8.62% ","suppressed","0% ","8.79%*","10.83%*","4.14% ","18.71%*","9.47% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","15.1% ","13.8%*","20.1% ","10.7% ","19.6% ","13.2%*","12.3% ","17.7% ","1.97% ","6.81%*","5.97% ","2.68% ","2.94% ","4.19%*","2.95% ","2.33% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","18.8% ","suppressed","suppressed","suppressed","15.5% ","18.8% ","suppressed","18.1% ","3.21% ","suppressed","suppressed","suppressed","2.94% ","3.52% ","suppressed","2.91% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","97.1% ","80.7% ","98.9% ","100% ","98.5% ","98.3% ","94.1% ","98.6% ","1.70% ","14.66% ","1.18% ","0% ","1.42% ","1.53% ","4.79% ","0.94% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,851 ","2,868 ","suppressed","3,134 ","3,437 ","1,899 ","3,114 ","2,720 ","151.83 ","459.58 ","suppressed","297.85 ","215.85 ","222.62 ","293.08 ","172.82 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,825 ","suppressed","5,583 ","5,348 ","5,782 ","3,784 ","5,473 ","4,500 ","412.22 ","suppressed","828.03 ","800.27 ","580.19 ","562.42 ","708.32 ","444.48 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","46.1% ","18.9%*","82.3% ","46.4% ","29.3%*","57.2% ","50.8% ","43.8% ","5.32% ","8.62%*","10.80% ","11.89% ","9.68%*","8.81% ","8.49% ","6.75% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","31 ","31 ","35 ","33 ","39 ","26 ","35 ","29 ","1.60 ","2.41 ","3.51 ","1.84 ","4.64 ","1.55 ","1.47 ","2.25 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","21.8% ","22.2% ","20% ","24.1% ","22.8% ","20.2% ","24.2% ","21.1% ","0.65% ","1.29% ","0.00% ","1.97% ","1.38% ","0.80% ","1.44% ","0.67% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","36.3% ","43.5% ","7.3%*","26.5%*","39.0% ","45.5% ","25.4% ","41.5% ","4.46% ","12.58% ","4.85%*","9.03%*","9.57% ","8.74% ","6.86% ","5.80% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","94.4% ","78.3% ","100% ","94.7% ","94.8% ","96.8% ","92.9% ","95.2% ","2.13% ","14.52% ","0% ","2.97% ","4.38% ","1.76% ","4.61% ","2.21% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","87.9% ","suppressed","92.6% ","82.8% ","91.0% ","93.8% ","89.7% ","86.9% ","4.83% ","suppressed","7.25% ","14.36% ","7.97% ","2.11% ","6.28% ","6.43% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,019 ","4,974 ","5,643 ","5,609 ","5,419 ","4,020 ","5,552 ","4,765 ","219.78 ","577.88 ","677.31 ","453.55 ","429.27 ","278.46 ","391.39 ","260.36 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","8,473 ","suppressed","8,319 ","9,270 ","8,364 ","7,508 ","9,555 ","7,888 ","536.00 ","suppressed","1662.51 ","1634.77 ","724.84 ","472.96 ","1441.19 ","415.50 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","71.4% ","73.8% ","suppressed","83.0% ","81.8% ","54.6% ","74.9% ","69.7% ","4.19% ","11.79% ","suppressed","5.17% ","5.60% ","8.66% ","6.77% ","5.29% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","37.5% ","suppressed","0% ","23.1%*","49.9% ","58.7% ","14.5%*","49.6% ","5.51% ","suppressed","0% ","9.70%*","12.27% ","10.15% ","6.45%*","7.46% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","4.3%*","0% ","0.6%*","1.6%*","3.1%*","10.0%*","1.0%*","6.0%*","1.43%*","0% ","0.61%*","1.19%*","2.00%*","4.34%*","0.78%*","2.10%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","6.5%*","suppressed","suppressed","10.1%*","1.9%*","1.1%*","16.1%*","1.9%*","2.23%*","suppressed","suppressed","4.50%*","1.16%*","0.88%*","6.16%*","0.80%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","15.7% ","suppressed","suppressed","1.6%*","11.6%*","33.9% ","5.5%*","20.7% ","3.75% ","suppressed","suppressed","1.46%*","4.91%*","9.12% ","3.27%*","5.22% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","2.0%*","suppressed","0% ","3.7%*","1.5%*","0.5%*","2.5%*","1.8%*","0.74%*","suppressed","0% ","2.25%*","1.13%*","0.48%*","1.50%*","0.83%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","26.8% ","suppressed","0% ","19.2%*","40.8% ","32.0% ","10.8%*","34.5% ","4.13% ","suppressed","0% ","8.28%*","10.28% ","6.06% ","4.96%*","5.54% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","44.6% ","suppressed","suppressed","63.9% ","41.0% ","22.5%*","64.0% ","35.1% ","4.87% ","suppressed","suppressed","8.55% ","10.57% ","7.58%*","7.44% ","6.12% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","65.8% ","suppressed","suppressed","77.2% ","75.9% ","55.2% ","67.2% ","65.0% ","7.64% ","suppressed","suppressed","14.91% ","11.44% ","10.49% ","15.09% ","8.32% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","59.6% ","0% ","0% ","78.9% ","30.6%*","74.4% ","52.5%*","63.4% ","9.85% ","0% ","0% ","13.27% ","11.66%*","9.57% ","25.49%*","9.00% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","5.8%*","0% ","0% ","0.8%*","7.8%*","10.5%*","0.4%*","8.7%*","2.82%*","0% ","0% ","0.60%*","7.15%*","6.03%*","0.32%*","4.22%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","7.9%*","0% ","suppressed","19.8%*","1.2%*","1.4%*","20.1%*","1.6%*","4.22%*","0% ","suppressed","14.27%*","1.20%*","1.19%*","12.42%*","0.92%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","18.9%*","suppressed","suppressed","0% ","13.7%*","33.0%*","8.4%*","24.4%*","6.59%*","suppressed","suppressed","0% ","8.84%*","11.98%*","5.52%*","8.79%*"
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","1.5%*","suppressed","0% ","2.1%*","1.4%*","0% ","suppressed","0.3%*","0.89%*","suppressed","0% ","1.88%*","1.39%*","0% ","suppressed","0.30%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","39.2% ","0% ","0% ","60.9%*","23.2%*","41.1% ","35.3%*","41.3% ","9.34% ","0% ","0% ","19.32%*","7.84%*","10.02% ","23.30%*","8.11% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","26.6% ","suppressed","suppressed","16.3%*","52.7% ","14.1%*","31.9%*","23.8% ","5.91% ","suppressed","suppressed","8.95%*","14.40% ","5.58%*","13.28%*","6.44% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","37.6% ","20.3%*","51.6% ","44.4% ","28.0%*","41.5% ","46.7% ","33.2% ","4.97% ","8.31%*","14.91% ","12.11% ","9.36%*","8.78% ","8.92% ","5.51% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","55 ","suppressed","65 ","47 ","72 ","48 ","55 ","55 ","3.84 ","suppressed","7.10 ","5.69 ","6.67 ","4.83 ","6.21 ","4.86 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","23.6% ","26.0% ","suppressed","27.8% ","22.9% ","20.4% ","28.4% ","21.6% ","1.00% ","3.84% ","suppressed","2.22% ","1.21% ","0.63% ","1.72% ","0.85% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","49.6% ","41.8% ","31.3%*","52.4% ","40.0% ","61.0% ","43.4% ","52.6% ","5.26% ","12.30% ","13.71%*","11.77% ","9.52% ","8.01% ","9.75% ","6.23% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","suppressed","7.1%*","suppressed","0% ","14.4%*","0% ","3.0%*","5.4%*","suppressed","7.03%*","suppressed","0% ","9.54%*","0% ","2.29%*","3.81%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","14.0%*","0% ","12.5%*","32.4%*","7.5%*","10.6%*","20.8%*","10.8%*","4.36%*","0% ","8.98%*","13.91%*","3.36%*","4.71%*","10.69%*","3.40%*"
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","1,867 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","1,589*","548.14 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","644.91*"
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","22.2% ","19.1% ","26.1% ","22.8% ","24.9% ","20.4% ","23.0% ","21.9% ","0.74% ","2.30% ","3.86% ","1.06% ","2.08% ","0.83% ","1.58% ","0.83% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","77.2% ","72.8% ","70.0% ","67.8% ","68.6% ","92.5% ","64.6% ","83.2% ","4.96% ","10.44% ","13.77% ","13.42% ","10.92% ","3.71% ","10.01% ","4.92% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","4.4%*","10.9%*","0% ","0% ","7.5%*","4.2%*","3.2%*","4.9%*","1.34%*","6.42%*","0% ","0% ","3.76%*","2.03%*","1.93%*","1.76%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","67.8% ","63.3% ","60.7% ","79.8% ","81.5% ","52.7% ","68.8% ","67.3% ","5.30% ","14.27% ","15.91% ","6.69% ","5.91% ","10.12% ","7.97% ","6.81% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","82.0% ","82.7% ","88.9% ","85.3% ","78.9% ","80.3% ","89.1% ","78.6% ","3.16% ","8.61% ","6.87% ","5.97% ","6.89% ","6.08% ","3.83% ","4.28% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","73.0% ","60.9% ","89.4% ","72.5% ","70.1% ","74.7% ","73.8% ","72.6% ","6.93% ","16.66% ","10.15% ","10.38% ","12.02% ","16.35% ","8.19% ","9.68% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","6,225 ","suppressed","suppressed","7,008 ","5,829 ","4,560 ","7,527 ","5,484 ","496.56 ","suppressed","suppressed","878.67 ","667.28 ","387.05 ","1198.87 ","372.44 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","10,979 ","suppressed","suppressed","13,535 ","10,808 ","9,540 ","suppressed","10,897 ","990.05 ","suppressed","suppressed","2221.76 ","1155.31 ","856.95 ","suppressed","963.95 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","10,529 ","suppressed","suppressed","suppressed","11,864 ","9,406 ","10,514 ","10,538 ","1040.36 ","suppressed","suppressed","suppressed","2089.91 ","971.76 ","2346.72 ","874.96 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","44.2% ","42.0% ","53.9% ","43.4% ","40.7% ","45.3% ","45.0% ","43.8% ","1.43% ","3.44% ","7.56% ","3.24% ","1.96% ","2.32% ","3.16% ","1.51% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","9,438 ","11,617 ","13,128 ","11,912 ","7,927 ","7,423 ","11,483 ","8,469 ","591.49 ","2048.97 ","2537.97 ","1528.67 ","607.56 ","561.33 ","1308.72 ","560.34 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","16,231 ","suppressed","suppressed","suppressed","16,838 ","13,828 ","14,364 ","16,703 ","1683.02 ","suppressed","suppressed","suppressed","1940.12 ","1248.84 ","2766.07 ","2021.91 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","14,705 ","suppressed","suppressed","suppressed","13,396 ","15,405 ","suppressed","15,808 ","1612.02 ","suppressed","suppressed","suppressed","1278.20 ","956.43 ","suppressed","1051.59 "

