"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.B.2.j","Percent of private-sector employees that are enrolled in a plan that covers telemedicine","92.9% ","80.9% ","83.3% ","76.8% ","91.9% ","98.0% ","82.8% ","94.7% ","1.36% ","6.61% ","5.87% ","5.14% ","3.16% ","1.51% ","3.54% ","1.45% "
"II.B.2.l","Percent of private-sector employees working in establishments that are able to do their jobs by teleworking","28.6% ","23.0% ","20.7% ","18.9% ","25.7% ","35.0% ","20.4% ","31.5% ","2.59% ","2.74% ","3.43% ","3.28% ","5.47% ","4.65% ","1.97% ","3.42% "
"II.B.2.m","Percent of private-sector employees working in establishments that telework on a regular basis","21.1% ","15.2% ","14.6% ","10.% ","16.2% ","28.5% ","12.9% ","24.1% ","2.48% ","2.27% ","3.18% ","2.39% ","4.65% ","4.51% ","1.60% ","3.28% "
"II.B.3","Number of full-time employees","12,446,873 ","1,054,063 ","1,158,487 ","1,406,747 ","2,560,068 ","6,267,508 ","2,967,950 ","9,478,923 ","697,625 ","73,399 ","105,590 ","116,566 ","261,450 ","637,786 ","138,891 ","687,266 "
"II.B.3.a","Percent of number of full-time employees","12,446,873 ","8.5% ","9.3% ","11.3% ","20.6% ","50.4% ","23.8% ","76.2% ","697,625 ","0.73% ","0.95% ","1.08% ","2.02% ","2.82% ","1.59% ","1.59% "
"II.B.3.b","Percent of full-time employees at establishments that offer health insurance","86.3% ","41.5% ","66.5% ","87.5% ","97.5% ","92.6% ","60.6% ","94.3% ","2.26% ","4.79% ","4.89% ","2.53% ","1.33% ","4.36% ","2.89% ","2.94% "
"II.B.3.b.(1)","Percent of full-time employees eligible for health insurance at establishments that offer health insurance","92.9% ","92.4% ","95.4% ","89.8% ","93.3% ","93.0% ","91.4% ","93.2% ","1.56% ","3.57% ","1.70% ","2.83% ","2.87% ","2.52% ","2.11% ","1.83% "
"II.B.3.b.(1).(a)","Percent of full-time employees eligible for health insurance that are enrolled in health insurance at establishments that offer health insurance","73.6% ","78.6% ","65.5% ","64.7% ","70.6% ","77.5% ","68.8% ","74.6% ","1.80% ","4.40% ","4.54% ","3.77% ","2.82% ","2.84% ","2.89% ","2.06% "
"II.B.3.b.(2)","Percent of full-time employees that are enrolled in health insurance at establishments that offer health insurance","68.4% ","72.6% ","62.4% ","58.1% ","65.9% ","72.1% ","62.9% ","69.5% ","2.11% ","4.78% ","4.16% ","3.93% ","3.53% ","3.38% ","2.92% ","2.45% "
"II.B.4","Number of part-time employees","3,856,930 ","670,898 ","404,822 ","653,923 ","572,706 ","1,554,581 ","1,406,188 ","2,450,743 ","295,799 ","60,533 ","52,032 ","94,912 ","80,909 ","260,684 ","96,301 ","281,313 "
"II.B.4.a","Percent of number of part-time employees","3,856,930 ","17.4% ","10.5% ","17.0% ","14.8% ","40.3% ","36.5% ","63.5% ","295,799 ","1.87% ","1.47% ","2.42% ","2.12% ","4.30% ","3.12% ","3.12% "
"II.B.4.b","Percent of part-time employees at establishments that offer health insurance","75.0% ","18.7% ","42.2% ","75.8% ","98.8% ","98.7% ","34.8% ","98.0% ","2.47% ","4.06% ","7.09% ","5.39% ","1.24% ","0.92% ","4.09% ","0.86% "
"II.B.4.b.(1)","Percent of part-time employees eligible for health insurance at establishments that offer health insurance","21.2% ","39.1% ","17.4%*","12.9%*","24.1% ","21.8% ","19.2% ","21.6% ","3.49% ","10.88% ","5.37%*","4.92%*","6.59% ","5.80% ","4.27% ","4.12% "
"II.B.4.b.(1).(a)","Percent of part-time employees eligible for health insurance that are enrolled in health insurance at establishments that offer health insurance","46.3% ","suppressed","suppressed","53.0% ","30.1% ","53.3% ","44.2% ","46.7% ","5.26% ","suppressed","suppressed","9.35% ","7.86% ","7.19% ","10.95% ","5.87% "
