"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","19,455 ","suppressed","16,931 ","18,692 ","20,157 ","19,514 ","17,599 ","19,736 ","603.64 ","suppressed","1768.49 ","1678.80 ","1484.90 ","704.36 ","1575.89 ","637.80 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","18,030 ","suppressed","16,272 ","16,495 ","15,929 ","19,622 ","15,974 ","18,858 ","1094.80 ","suppressed","1738.99 ","1782.59 ","1431.31 ","1344.77 ","1452.18 ","1196.79 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","20,376 ","suppressed","suppressed","24,695 ","21,280 ","19,455 ","27,370 ","20,153 ","738.04 ","suppressed","suppressed","1836.21 ","1638.67 ","775.67 ","1600.68 ","751.39 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","3,855 ","suppressed","suppressed","5,014 ","4,063 ","3,531 ","3,916 ","3,846 ","340.58 ","suppressed","suppressed","1019.23 ","785.71 ","379.89 ","745.67 ","374.65 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","3,248 ","suppressed","suppressed","4,460 ","2,651*","2,789 ","3,863 ","3,001 ","494.30 ","suppressed","suppressed","851.37 ","851.13*","609.63 ","837.41 ","540.85 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,247 ","suppressed","suppressed","suppressed","4,438 ","3,940 ","suppressed","4,247 ","411.14 ","suppressed","suppressed","suppressed","981.75 ","324.64 ","suppressed","422.10 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","19.8% ","suppressed","suppressed","26.8% ","20.2% ","18.1% ","22.3% ","19.5% ","1.92% ","suppressed","suppressed","5.05% ","3.71% ","2.38% ","4.09% ","2.07% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","18.0% ","suppressed","suppressed","27.0% ","16.6% ","14.2% ","24.2% ","15.9% ","3.45% ","suppressed","suppressed","4.74% ","4.78% ","3.88% ","5.05% ","3.60% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","20.8% ","suppressed","suppressed","suppressed","20.9% ","20.3% ","suppressed","21.1% ","2.11% ","suppressed","suppressed","suppressed","4.42% ","2.10% ","suppressed","2.21% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.9% ","5.3%*","14.9% ","14.6% ","17.9% ","22.1% ","14.5% ","19.8% ","1.18% ","2.46%*","4.36% ","1.75% ","1.68% ","1.78% ","1.94% ","1.30% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","5.8%*","suppressed","suppressed","19.6%*","5.3%*","1.1%*","26.5%*","2.6%*","1.90%*","suppressed","suppressed","7.95%*","4.38%*","0.85%*","8.82%*","1.45%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","60.7% ","0% ","suppressed","26.8%*","79.0% ","64.5% ","14.3%*","67.8% ","7.60% ","0% ","suppressed","8.82%*","8.01% ","12.45% ","7.17%*","9.07% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","18.4% ","5.4%*","15.7%*","15.2% ","14.2% ","26.4% ","14.5% ","20.5% ","2.54% ","2.50%*","4.84%*","2.25% ","3.07% ","3.88% ","2.20% ","3.38% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","19.3% ","suppressed","suppressed","13.4% ","19.2% ","20.3% ","suppressed","19.5% ","1.01% ","suppressed","suppressed","2.50% ","1.78% ","1.28% ","suppressed","1.03% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","87.9% ","77.0% ","74.7% ","80.8% ","89.5% ","91.3% ","76.2% ","90.3% ","2.78% ","10.36% ","9.26% ","6.25% ","5.63% ","4.15% ","5.99% ","3.10% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,139 ","suppressed","2,470 ","2,390 ","2,388 ","1,876 ","2,267 ","2,113 ","110.72 ","suppressed","307.09 ","168.57 ","285.63 ","145.07 ","166.99 ","128.84 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,153 ","suppressed","suppressed","4,120 ","4,744 ","3,604 ","4,704 ","4,066 ","237.72 ","suppressed","suppressed","399.67 ","567.71 ","257.13 ","896.74 ","230.77 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","66.4% ","62.6% ","82.0% ","68.8% ","71.5% ","61.4% ","73.9% ","64.8% ","4.38% ","11.11% ","8.20% ","8.08% ","11.19% ","6.28% ","6.47% ","5.15% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","25 ","27 ","31 ","27 ","23 ","25 ","28 ","25 ","1.22 ","2.70 ","3.33 ","1.23 ","2.56 ","1.92 ","1.42 ","1.47 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","23.2% ","suppressed","suppressed","22.5% ","16.5% ","24.5% ","21.8% ","23.4% ","1.36% ","suppressed","suppressed","3.33% ","2.53% ","1.68% ","3.21% ","1.50% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","25.2% ","21.7%*","8.8%*","23.2%*","8.0%*","37.3% ","19.7%*","26.3% ","3.28% ","8.15%*","5.96%*","7.21%*","4.12%*","6.14% ","6.12%*","3.81% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","91.6% ","65.5% ","93.2% ","84.2% ","93.8% ","95.0% ","81.9% ","93.8% ","1.78% ","12.47% ","4.77% ","6.31% ","3.21% ","1.66% ","5.63% ","1.70% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","88.5% ","85.0% ","suppressed","70.8% ","97.7% ","91.3% ","72.8% ","91.7% ","2.95% ","10.64% ","suppressed","11.42% ","1.34% ","3.35% ","8.69% ","2.90% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,433 ","5,577 ","5,789 ","6,597 ","5,640 ","4,860 ","6,375 ","5,246 ","204.75 ","899.39 ","591.47 ","386.69 ","420.59 ","313.13 ","415.75 ","229.04 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","10,096 ","10,731 ","12,347 ","12,191 ","11,564 ","8,645 ","12,057 ","9,779 ","429.41 ","1025.70 ","1900.13 ","938.43 ","994.56 ","340.50 ","976.48 ","472.92 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","56.8% ","33.0%*","55.7% ","59.8% ","59.1% ","56.3% ","49.6% ","58.4% ","4.38% ","12.16%*","11.61% ","8.27% ","10.07% ","6.40% ","7.67% ","5.07% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","44.2% ","suppressed","suppressed","41.8% ","34.9%*","55.9% ","27.1% ","47.5% ","6.41% ","suppressed","suppressed","10.26% ","13.48%*","12.22% ","7.68% ","7.58% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","14.3% ","17.3%*","16.2%*","20.0%*","15.3%*","11.1%*","22.1% ","12.5%*","3.50% ","10.66%*","10.38%*","6.47%*","8.84%*","4.67%*","6.50% ","4.04%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.8%*","14.0%*","5.5%*","4.5%*","0.3%*","0.2%*","8.2%*","0.3%*","0.62%*","8.41%*","5.40%*","2.35%*","0.29%*","0.15%*","3.17%*","0.16%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","23.8% ","28.1%*","11.3%*","12.3%*","20.9%*","31.1% ","14.2%*","25.9% ","3.40% ","13.46%*","6.83%*","4.34%*","7.61%*","5.77% ","4.54%*","4.09% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","3.3%*","7.7%*","11.4%*","3.3%*","suppressed","1.4%*","5.8%*","2.8%*","1.05%*","5.53%*","5.77%*","1.98%*","suppressed","0.73%*","2.25%*","1.17%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","25.1% ","11.8%*","5.1%*","25.0% ","20.6%*","31.4% ","13.5% ","27.8% ","3.70% ","9.02%*","5.10%*","6.91% ","9.37%*","5.45% ","3.85% ","4.48% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","31.7% ","21.2%*","50.6% ","34.8% ","38.5% ","24.8%*","36.2% ","30.7% ","4.84% ","8.64%*","11.68% ","7.96% ","9.16% ","8.90%*","7.52% ","5.71% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","53.4% ","suppressed","suppressed","49.3% ","56.6% ","54.7% ","31.4% ","57.9% ","4.82% ","suppressed","suppressed","10.61% ","13.90% ","5.36% ","8.25% ","5.52% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","64.1% ","0% ","suppressed","22.4%*","62.5% ","81.8% ","20.4%*","68.9% ","5.68% ","0% ","suppressed","9.90%*","14.54% ","4.69% ","11.86%*","5.75% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","13.6%*","suppressed","suppressed","14.4%*","21.6%*","9.7%*","17.3%*","12.8%*","4.58%*","suppressed","suppressed","5.68%*","14.71%*","4.41%*","6.01%*","5.40%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","2.2%*","suppressed","suppressed","5.0%*","0.8%*","0.4%*","9.7%*","0.6%*","0.84%*","suppressed","suppressed","3.33%*","0.58%*","0.28%*","4.58%*","0.27%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","23.4% ","suppressed","suppressed","20.7%*","9.1%*","33.5% ","21.2%*","23.9% ","3.45% ","suppressed","suppressed","8.48%*","4.02%*","5.02% ","7.89%*","3.83% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","7.4%*","suppressed","suppressed","10.6%*","11.8%*","1.7%*","20.4%*","4.8%*","2.37%*","suppressed","suppressed","7.38%*","6.55%*","1.10%*","8.05%*","2.23%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","34.2% ","0% ","suppressed","11.1%*","35.4%*","44.7% ","6.4%*","39.9% ","4.72% ","0% ","suppressed","4.92%*","14.07%*","5.54% ","3.78%*","5.53% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","19.2% ","suppressed","suppressed","38.2% ","21.2%*","10.% ","25.0%*","18.0% ","3.19% ","suppressed","suppressed","10.48% ","7.87%*","2.54% ","8.14%*","3.43% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","66.0% ","71.7% ","82.0% ","69.5% ","70.3% ","60.5% ","76.2% ","63.9% ","4.40% ","10.69% ","8.20% ","8.08% ","11.16% ","6.38% ","6.44% ","5.19% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","49 ","46 ","60 ","52 ","42 ","52 ","53 ","49 ","2.52 ","5.49 ","6.05 ","2.05 ","3.47 ","4.38 ","2.55 ","3.13 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","24.0% ","suppressed","suppressed","27.6% ","16.3% ","24.7% ","21.9% ","24.3% ","1.43% ","suppressed","suppressed","3.99% ","2.46% ","1.69% ","3.40% ","1.58% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","25.1% ","25.2%*","7.9%*","22.3%*","8.1%*","37.2% ","19.3%*","26.3% ","3.29% ","10.59%*","5.89%*","7.21%*","4.14%*","6.12% ","6.23%*","3.81% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","9.3% ","24.6%*","12.5%*","18.2%*","15.8%*","1.5%*","17.3%*","7.7%*","2.34% ","8.90%*","6.95%*","6.41%*","7.00%*","1.22%*","5.57%*","2.51%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","22.3% ","27.3%*","53.7% ","32.9% ","20.6% ","16.2%*","41.5% ","18.3% ","3.31% ","9.74%*","11.60% ","6.46% ","5.39% ","5.63%*","6.39% ","3.75% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","263 ","suppressed","suppressed","350 ","suppressed","151 ","436 ","182 ","38.36 ","suppressed","suppressed","60.09 ","suppressed","1.17 ","50.18 ","27.63 "
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","490 ","suppressed","suppressed","579 ","478*","526 ","381 ","541 ","90.29 ","suppressed","suppressed","108.38 ","283.34*","140.17 ","58.81 ","131.96 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","21.0% ","14.8% ","18.4% ","21.1% ","18.7% ","22.0% ","20.8% ","21.0% ","0.90% ","2.50% ","2.34% ","2.06% ","2.41% ","0.95% ","2.63% ","0.95% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","70.0% ","34.8%*","23.0%*","61.3% ","57.4% ","86.9% ","40.2% ","76.2% ","3.95% ","11.92%*","7.95%*","7.59% ","10.68% ","4.49% ","6.46% ","4.37% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","5.9% ","suppressed","suppressed","suppressed","4.3%*","7.8%*","suppressed","6.2% ","1.45% ","suppressed","suppressed","suppressed","2.29%*","2.55%*","suppressed","1.67% "
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","274*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","253*","85.85*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","99.22*"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","54.7% ","35.3%*","44.8% ","56.2% ","57.1% ","55.2% ","43.0% ","57.2% ","4.47% ","11.76%*","10.31% ","7.81% ","10.98% ","6.15% ","6.84% ","5.17% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","77.2% ","68.1% ","84.7% ","64.3% ","80.7% ","79.3% ","70.4% ","78.6% ","3.46% ","9.59% ","7.55% ","8.49% ","5.77% ","5.32% ","7.27% ","3.85% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","95.1% ","77.0% ","97.1% ","96.5% ","92.2% ","97.2% ","95.0% ","95.2% ","1.67% ","12.98% ","2.96% ","2.13% ","4.60% ","1.89% ","2.67% ","1.92% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","5,029 ","6,773 ","5,042 ","6,090 ","6,127 ","3,991 ","6,375 ","4,771 ","341.68 ","964.58 ","942.64 ","659.51 ","968.68 ","378.95 ","587.16 ","382.52 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","8,818 ","suppressed","suppressed","10,942 ","10,160 ","7,488 ","12,049 ","8,346 ","672.22 ","suppressed","suppressed","1516.86 ","1327.31 ","986.77 ","2143.31 ","692.12 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","9,278 ","suppressed","suppressed","8,285 ","11,319 ","7,846 ","10,126 ","9,103 ","671.52 ","suppressed","suppressed","1162.88 ","1684.66 ","803.42 ","1888.54 ","702.76 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","216 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","16.36 ","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","42.2% ","34.5% ","33.4% ","42.6% ","42.2% ","43.1% ","42.0% ","42.2% ","1.39% ","5.64% ","4.79% ","3.49% ","3.40% ","1.57% ","3.14% ","1.52% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","9,707 ","suppressed","12,677 ","11,542 ","11,384 ","8,107 ","12,253 ","9,281 ","490.84 ","suppressed","1448.66 ","1212.63 ","1254.59 ","567.94 ","1036.88 ","531.72 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","17,454 ","suppressed","suppressed","22,907 ","21,187 ","14,830 ","22,543 ","16,816 ","990.84 ","suppressed","suppressed","3424.49 ","1516.64 ","1140.17 ","3248.98 ","1015.99 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","19,126 ","suppressed","suppressed","22,378 ","22,289 ","15,268 ","28,765 ","17,405 ","1098.75 ","suppressed","suppressed","3274.13 ","1895.97 ","805.34 ","4795.12 ","881.66 "

