"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","22.9% ","suppressed","suppressed","32.6% ","25.6% ","20.6% ","24.5%*","22.7% ","2.37% ","suppressed","suppressed","9.52% ","3.88% ","2.54% ","9.90%*","2.16% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","23.0% ","suppressed","suppressed","suppressed","28.4% ","suppressed","suppressed","22.9% ","5.33% ","suppressed","suppressed","suppressed","3.59% ","suppressed","suppressed","5.49% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","22.9% ","suppressed","suppressed","suppressed","24.2% ","21.6% ","suppressed","22.5% ","2.04% ","suppressed","suppressed","suppressed","5.13% ","1.45% ","suppressed","2.07% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.3% ","suppressed","suppressed","15.5% ","19.6% ","19.1% ","17.1% ","18.5% ","1.43% ","suppressed","suppressed","3.34% ","3.46% ","1.48% ","4.40% ","1.48% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","6.6%*","suppressed","suppressed","13.8%*","2.9%*","1.6%*","34.1%*","2.2%*","3.06%*","suppressed","suppressed","10.97%*","2.02%*","1.52%*","16.35%*","1.14%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","62.9% ","0% ","suppressed","49.5%*","66.0% ","72.7% ","16.6%*","70.4% ","6.80% ","0% ","suppressed","16.90%*","11.09% ","11.05% ","13.21%*","7.50% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","18.5% ","suppressed","suppressed","12.3% ","19.4% ","20.1% ","21.7% ","17.4% ","1.97% ","suppressed","suppressed","3.36% ","4.18% ","1.47% ","4.78% ","2.09% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","18.1% ","0% ","suppressed","suppressed","19.7% ","18.8% ","suppressed","19.0% ","1.90% ","0% ","suppressed","suppressed","4.59% ","1.91% ","suppressed","1.88% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","86.2% ","suppressed","100% ","96.0% ","88.0% ","83.9% ","83.4% ","86.7% ","3.71% ","suppressed","0% ","2.65% ","7.31% ","5.56% ","10.40% ","3.94% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,005 ","suppressed","suppressed","1,809 ","2,273 ","2,177 ","1,157 ","2,169 ","125.05 ","suppressed","suppressed","292.67 ","220.41 ","123.89 ","300.73 ","112.14 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,245 ","suppressed","suppressed","suppressed","3,821 ","4,693 ","suppressed","4,314 ","276.56 ","suppressed","suppressed","suppressed","439.03 ","345.81 ","suppressed","270.92 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","63.0% ","suppressed","100% ","90.9% ","62.2% ","52.0% ","86.1% ","59.0% ","4.93% ","suppressed","0% ","3.84% ","10.28% ","7.96% ","6.24% ","5.64% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","27 ","suppressed","30 ","25 ","26 ","27 ","28 ","27 ","1.37 ","suppressed","2.82 ","0.82 ","3.32 ","2.14 ","2.51 ","1.60 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","21.7% ","suppressed","suppressed","suppressed","20.9% ","20.8% ","30.7% ","20.9% ","0.49% ","suppressed","suppressed","suppressed","0.79% ","0.29% ","2.86% ","0.29% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","32.5% ","suppressed","suppressed","8.0%*","26.4% ","44.2% ","19.4%*","34.8% ","4.69% ","suppressed","suppressed","3.61%*","7.72% ","8.10% ","8.11%*","5.33% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","98.0% ","93.5% ","96.7% ","97.6% ","97.0% ","99.5% ","94.2% ","98.8% ","0.67% ","5.80% ","3.76% ","1.86% ","1.65% ","0.28% ","3.19% ","0.52% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","90.7% ","suppressed","suppressed","74.9% ","87.9% ","99.7% ","suppressed","93.5% ","3.21% ","suppressed","suppressed","15.85% ","5.92% ","0.33% ","suppressed","2.88% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","4,615 ","suppressed","suppressed","5,182 ","3,798 ","5,042 ","4,185 ","4,701 ","198.03 ","suppressed","suppressed","488.53 ","252.73 ","218.97 ","627.19 ","197.81 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,400 ","suppressed","suppressed","8,375 ","7,166 ","10,566 ","8,366 ","9,460 ","548.17 ","suppressed","suppressed","1565.49 ","889.57 ","581.34 ","924.61 ","571.97 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","48.4% ","suppressed","suppressed","31.8%*","62.6% ","56.2% ","15.0%*","55.5% ","5.02% ","suppressed","suppressed","10.39%*","9.71% ","5.94% ","5.87%*","5.22% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","54.6% ","suppressed","suppressed","suppressed","68.5% ","55.0% ","0% ","57.8% ","7.80% ","suppressed","suppressed","suppressed","12.44% ","10.48% ","0% ","8.22% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","14.6% ","suppressed","0% ","13.9%*","12.7%*","18.9%*","11.2%*","15.3% ","3.39% ","suppressed","0% ","6.90%*","6.06%*","5.93%*","6.36%*","3.87% "
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","5.8%*","suppressed","suppressed","10.3%*","5.4%*","1.1%*","13.6%*","4.2%*","2.47%*","suppressed","suppressed","9.06%*","4.24%*","0.78%*","9.23%*","2.24%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","19.0% ","suppressed","suppressed","29.0%*","16.5%*","12.8% ","28.1%*","17.0% ","4.13% ","suppressed","suppressed","12.45%*","6.56%*","3.53% ","14.01%*","3.84% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","12.2% ","suppressed","suppressed","15.0%*","suppressed","11.0%*","32.0%*","8.0%*","3.58% ","suppressed","suppressed","9.02%*","suppressed","4.45%*","14.04%*","2.89%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","26.5% ","0% ","0% ","suppressed","42.9% ","30.9% ","0% ","32.1% ","4.65% ","0% ","0% ","suppressed","12.08% ","5.13% ","0% ","5.40% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","22.0% ","suppressed","suppressed","27.3%*","19.7%*","25.3% ","15.0%*","23.4% ","4.43% ","suppressed","suppressed","8.66%*","7.15%*","7.58% ","5.87%*","5.12% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","58.0% ","suppressed","suppressed","41.0%*","53.6% ","64.5% ","suppressed","60.2% ","6.51% ","suppressed","suppressed","16.91%*","12.39% ","8.13% ","suppressed","6.71% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","61.0% ","suppressed","suppressed","suppressed","56.6%*","63.5% ","suppressed","62.1% ","11.56% ","suppressed","suppressed","suppressed","17.13%*","17.45% ","suppressed","12.19% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","13.2% ","0% ","0% ","9.9%*","8.4%*","17.4%*","suppressed","13.9%*","3.86% ","0% ","0% ","3.90%*","5.91%*","6.46%*","suppressed","4.22%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","4.7%*","suppressed","0% ","7.3%*","6.4%*","suppressed","suppressed","4.6%*","2.15%*","suppressed","0% ","7.21%*","4.11%*","suppressed","suppressed","2.28%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","17.0% ","0% ","suppressed","21.9%*","31.5%*","8.9%*","suppressed","15.6% ","4.35% ","0% ","suppressed","15.55%*","11.14%*","3.52%*","suppressed","4.28% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","7.1%*","0% ","suppressed","19.9%*","0.1%*","6.4%*","suppressed","5.8%*","2.52%*","0% ","suppressed","14.08%*","0.12%*","2.31%*","suppressed","2.30%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","35.4% ","suppressed","0% ","25.1%*","30.3%*","41.0% ","suppressed","37.4% ","6.23% ","suppressed","0% ","16.08%*","12.06%*","9.17% ","suppressed","6.69% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","22.6%*","suppressed","suppressed","15.9%*","23.3%*","23.5%*","suppressed","22.8%*","8.09%*","suppressed","suppressed","8.91%*","10.20%*","13.24%*","suppressed","8.75%*"
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","64.8% ","suppressed","100% ","93.3% ","63.4% ","55.4% ","82.6% ","61.7% ","4.77% ","suppressed","0% ","3.07% ","10.28% ","7.53% ","6.97% ","5.47% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","48 ","suppressed","63 ","51 ","40 ","50 ","51 ","48 ","3.04 ","suppressed","5.79 ","5.18 ","3.75 ","5.64 ","3.79 ","3.69 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","22.4% ","30% ","suppressed","suppressed","23.2% ","21.4% ","28.4% ","21.9% ","0.71% ","0.00% ","suppressed","suppressed","2.10% ","0.43% ","2.05% ","0.68% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","30.3% ","suppressed","suppressed","5.7%*","27.2% ","40.4% ","17.3%*","32.5% ","4.44% ","suppressed","suppressed","2.73%*","7.27% ","7.71% ","7.88%*","5.04% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","2.6%*","0% ","0% ","2.8%*","suppressed","2.0%*","0% ","3.1%*","1.49%*","0% ","0% ","2.45%*","suppressed","1.57%*","0% ","1.75%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","23.5% ","suppressed","2.1%*","16.9%*","14.1%*","31.8% ","17.4%*","24.6% ","3.73% ","suppressed","2.32%*","9.88%*","6.59%*","6.04% ","8.12%*","4.18% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","943 ","suppressed","suppressed","suppressed","suppressed","748 ","suppressed","878 ","246.31 ","suppressed","suppressed","suppressed","suppressed","162.32 ","suppressed","263.01 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","20.9% ","suppressed","25.2% ","18.8% ","20.5% ","21.6% ","20.8% ","21.0% ","0.57% ","suppressed","2.46% ","1.35% ","0.90% ","0.59% ","2.38% ","0.52% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","78.8% ","72.9% ","97.9% ","90.6% ","66.6% ","81.6% ","82.6% ","78.1% ","4.81% ","12.94% ","2.32% ","6.72% ","11.11% ","6.32% ","8.12% ","5.49% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","5.0%*","0% ","suppressed","10.7%*","suppressed","2.6%*","7.3%*","4.7%*","2.09%*","0% ","suppressed","9.10%*","suppressed","1.55%*","6.55%*","2.17%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","suppressed","suppressed","suppressed","suppressed","1,500 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","0.00 ","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","49.7% ","suppressed","suppressed","32.4% ","54.1% ","59.0% ","17.2%*","55.4% ","4.85% ","suppressed","suppressed","9.20% ","9.09% ","6.39% ","6.34%*","5.12% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","77.4% ","suppressed","suppressed","61.1% ","87.4% ","77.8% ","67.8% ","79.1% ","4.08% ","suppressed","suppressed","11.12% ","5.79% ","6.35% ","9.75% ","4.43% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","90.0% ","suppressed","100% ","77.8% ","88.7% ","94.0% ","88.9% ","90.2% ","2.74% ","suppressed","0% ","13.71% ","4.79% ","2.56% ","8.34% ","2.87% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","5,463 ","suppressed","suppressed","suppressed","4,337 ","4,653 ","11,342*","4,463 ","756.43 ","suppressed","suppressed","suppressed","435.61 ","201.53 ","5124.90*","205.81 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","9,096 ","suppressed","suppressed","suppressed","7,757 ","9,273 ","11,955 ","8,685 ","503.31 ","suppressed","suppressed","suppressed","1183.07 ","467.67 ","1260.21 ","544.93 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","9,924 ","suppressed","suppressed","8,905 ","10,837 ","9,560 ","9,925 ","9,923 ","718.04 ","suppressed","suppressed","1546.32 ","2005.76 ","526.32 ","1674.76 ","768.89 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","41.5% ","suppressed","suppressed","36.7% ","38.6% ","44.0% ","39.4% ","41.8% ","1.37% ","suppressed","suppressed","4.11% ","2.42% ","1.55% ","4.33% ","1.42% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","9,363 ","suppressed","suppressed","11,634 ","7,404 ","9,530 ","12,978 ","8,659 ","717.22 ","suppressed","suppressed","1861.71 ","788.30 ","580.81 ","2791.56 ","516.36 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","16,974 ","suppressed","suppressed","suppressed","16,764 ","17,513 ","suppressed","16,591 ","2012.26 ","suppressed","suppressed","suppressed","4662.47 ","1623.84 ","suppressed","2096.60 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","17,445 ","suppressed","suppressed","suppressed","14,321 ","19,454 ","25,018 ","16,686 ","1411.80 ","suppressed","suppressed","suppressed","2553.16 ","1293.72 ","3804.33 ","1500.18 "

