"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","7,954 ","8,559 ","suppressed","6,656 ","suppressed","8,395 ","8,659 ","7,850 ","343.21 ","289.21 ","suppressed","446.05 ","suppressed","296.16 ","295.41 ","389.98 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","7,921 ","suppressed","8,772 ","7,071 ","6,625 ","9,093 ","8,259 ","7,730 ","356.23 ","suppressed","294.80 ","526.31 ","697.08 ","439.75 ","460.34 ","489.13 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","8,956 ","suppressed","7,261 ","suppressed","9,561 ","8,885 ","suppressed","8,965 ","370.65 ","suppressed","521.76 ","suppressed","655.51 ","444.62 ","suppressed","380.93 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","1,645 ","suppressed","suppressed","1,169 ","1,596 ","1,823 ","986 ","1,743 ","83.48 ","suppressed","suppressed","305.34 ","270.58 ","92.56 ","241.11 ","89.82 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,517 ","suppressed","suppressed","suppressed","suppressed","1,492 ","suppressed","1,497 ","74.93 ","suppressed","suppressed","suppressed","suppressed","51.32 ","suppressed","61.19 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,795 ","suppressed","suppressed","1,183 ","1,664 ","2,123 ","860 ","1,961 ","123.46 ","suppressed","suppressed","283.20 ","325.02 ","121.39 ","241.95 ","129.48 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,171 ","suppressed","suppressed","suppressed","suppressed","1,371 ","suppressed","1,244 ","187.17 ","suppressed","suppressed","suppressed","suppressed","113.95 ","suppressed","179.56 "
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,452 ","suppressed","suppressed","1,160 ","1,625 ","2,219 ","1,009 ","1,703 ","195.26 ","suppressed","suppressed","337.42 ","331.19 ","404.07 ","294.62 ","256.71 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,719 ","suppressed","suppressed","suppressed","1,572 ","1,779 ","suppressed","1,754 ","87.95 ","suppressed","suppressed","suppressed","392.32 ","84.88 ","suppressed","90.78 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","19.0% ","suppressed","suppressed","15.5% ","19.3% ","20.5% ","11.8% ","20.0% ","1.17% ","suppressed","suppressed","4.58% ","2.70% ","1.72% ","3.12% ","1.38% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","15.8% ","suppressed","suppressed","suppressed","suppressed","15.1% ","suppressed","15.5% ","1.15% ","suppressed","suppressed","suppressed","suppressed","0.71% ","suppressed","0.94% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","21.3% ","suppressed","suppressed","15.2%*","19.3% ","25.4% ","10.4%*","23.2% ","1.44% ","suppressed","suppressed","4.63%*","3.08% ","1.36% ","3.34%*","1.47% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","14.7% ","suppressed","suppressed","suppressed","suppressed","16.3% ","suppressed","15.9% ","2.30% ","suppressed","suppressed","suppressed","suppressed","1.40% ","suppressed","2.17% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","18.3% ","suppressed","suppressed","16.4% ","24.5% ","24.4% ","12.2%*","22.0% ","2.33% ","suppressed","suppressed","4.84% ","3.72% ","4.13% ","3.74%*","2.81% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","19.2% ","suppressed","suppressed","suppressed","16.4% ","20.0% ","suppressed","19.6% ","1.40% ","suppressed","suppressed","suppressed","3.37% ","1.74% ","suppressed","1.49% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","58.8% ","89.3% ","60.9% ","57.8% ","52.9% ","59.6% ","65.4% ","57.9% ","1.47% ","5.84% ","9.19% ","3.94% ","4.11% ","1.31% ","4.63% ","1.58% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","12.2% ","91.2% ","suppressed","42.3%*","15.2%*","1.3%*","53.9% ","6.0%*","3.09% ","5.86% ","suppressed","12.98%*","7.38%*","0.69%*","10.24% ","2.35%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","72.1% ","suppressed","suppressed","18.3%*","56.1% ","90.0% ","22.6%*","79.5% ","5.51% ","suppressed","suppressed","9.36%*","12.70% ","3.60% ","9.50%*","4.94% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","61.5% ","87.8% ","suppressed","59.2% ","58.2% ","62.6% ","64.4% ","60.0% ","3.10% ","6.18% ","suppressed","4.80% ","6.63% ","2.51% ","5.75% ","3.59% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","57.8% ","suppressed","71.4% ","52.4% ","49.4% ","59.3% ","69.0% ","57.4% ","1.71% ","suppressed","1.97% ","6.57% ","4.79% ","1.45% ","5.05% ","1.79% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","25,123 ","suppressed","26,474 ","22,696 ","25,421 ","25,221 ","24,654 ","25,166 ","967.36 ","suppressed","2365.47 ","1661.05 ","1885.23 ","1276.30 ","1246.31 ","1046.07 "
