"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","19,840 ","15,936 ","18,983 ","20,823 ","21,680 ","18,357 ","18,760 ","20,184 ","507.18 ","1038.59 ","1804.83 ","1105.00 ","750.96 ","705.68 ","1171.75 ","550.29 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","19,126 ","suppressed","suppressed","suppressed","23,695 ","17,864 ","suppressed","19,000 ","959.35 ","suppressed","suppressed","suppressed","2288.40 ","948.87 ","suppressed","972.26 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","5,001 ","suppressed","4,450 ","4,034 ","5,338 ","5,322 ","3,685 ","5,224 ","335.62 ","suppressed","953.06 ","616.21 ","832.27 ","380.68 ","686.55 ","366.74 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,978 ","suppressed","suppressed","4,034 ","5,212 ","6,112 ","3,713 ","5,382 ","518.64 ","suppressed","suppressed","616.21 ","889.70 ","960.51 ","748.98 ","615.81 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,028 ","suppressed","suppressed","suppressed","suppressed","4,940 ","suppressed","5,075 ","387.71 ","suppressed","suppressed","suppressed","suppressed","305.75 ","suppressed","396.80 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","25.6% ","suppressed","22.5% ","19.4% ","24.0% ","29.5% ","19.2% ","26.7% ","1.64% ","suppressed","4.92% ","2.80% ","3.33% ","1.96% ","3.36% ","1.79% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","25.1% ","suppressed","suppressed","19.4% ","24.0% ","33.3% ","19.8% ","26.7% ","2.53% ","suppressed","suppressed","2.80% ","3.99% ","4.36% ","3.66% ","3.01% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","26.3% ","suppressed","suppressed","suppressed","suppressed","27.7% ","suppressed","26.7% ","1.83% ","suppressed","suppressed","suppressed","suppressed","1.73% ","suppressed","1.85% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","20.1% ","13.7%*","20.1% ","14.3% ","20.4% ","22.0% ","16.0% ","21.0% ","1.22% ","6.63%*","3.52% ","2.18% ","1.09% ","2.21% ","2.58% ","1.36% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","12.2% ","suppressed","25.3%*","11.9%*","22.3%*","1.5%*","32.4% ","8.8%*","3.25% ","suppressed","12.27%*","6.59%*","8.72%*","1.00%*","9.68% ","3.30%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","45.1% ","0% ","16.6%*","0% ","30.1% ","67.4% ","8.6%*","51.3% ","5.20% ","0% ","10.86%*","0% ","8.78% ","9.15% ","5.83%*","6.07% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","20.0% ","13.7%*","20.2% ","14.3% ","21.2% ","25.6% ","15.7% ","21.9% ","2.03% ","6.63%*","4.20% ","2.18% ","1.44% ","6.82% ","2.76% ","2.59% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","20.1% ","suppressed","suppressed","suppressed","18.6% ","20.6% ","suppressed","20.1% ","1.10% ","suppressed","suppressed","suppressed","1.26% ","1.39% ","suppressed","1.13% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","79.9% ","63.3% ","71.3% ","58.6% ","79.1% ","88.5% ","68.6% ","82.4% ","3.11% ","15.87% ","8.56% ","10.87% ","6.51% ","3.33% ","6.35% ","3.50% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","1,613 ","suppressed","1,570 ","1,504 ","1,582 ","1,675 ","1,495 ","1,638 ","110.18 ","suppressed","364.92 ","253.05 ","207.83 ","163.78 ","211.32 ","125.44 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","3,498 ","suppressed","suppressed","2,953 ","3,423 ","3,793 ","2,533 ","3,642 ","269.27 ","suppressed","suppressed","703.47 ","568.96 ","347.25 ","320.79 ","302.38 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","60.1% ","73.9% ","53.2% ","88.2% ","57.5% ","54.4% ","67.7% ","58.4% ","4.04% ","15.10% ","9.86% ","4.63% ","8.63% ","6.00% ","6.75% ","4.70% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","23 ","24 ","25 ","22 ","21 ","25 ","23 ","24 ","0.83 ","3.46 ","2.68 ","1.88 ","1.11 ","1.40 ","1.56 ","0.96 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","19.2% ","suppressed","20% ","16.4% ","14.1% ","20.2% ","suppressed","18.4% ","1.29% ","suppressed","0.00% ","1.46% ","1.63% ","0.90% ","suppressed","1.09% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","29.6% ","17.0%*","8.8%*","7.4%*","28.1% ","40.4% ","11.6%*","33.6% ","3.97% ","14.21%*","5.88%*","3.25%*","8.37% ","6.07% ","4.98%*","4.67% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","94.7% ","78.8% ","94.8% ","88.2% ","96.6% ","97.7% ","88.8% ","96.3% ","1.50% ","11.91% ","5.13% ","5.35% ","1.94% ","2.08% ","4.10% ","1.57% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","94.8% ","suppressed","77.7% ","93.4% ","97.1% ","98.6% ","78.6% ","97.7% ","1.92% ","suppressed","15.97% ","3.80% ","2.20% ","1.00% ","9.92% ","1.04% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","3,810 ","4,145 ","4,800 ","4,156 ","2,909 ","4,056 ","4,557 ","3,630 ","162.68 ","391.16 ","609.77 ","425.87 ","235.03 ","265.49 ","302.52 ","184.02 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","7,406 ","suppressed","9,901 ","7,269 ","5,960 ","8,064 ","9,009 ","7,177 ","363.08 ","suppressed","1827.26 ","864.55 ","662.30 ","470.54 ","1169.19 ","369.47 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","35.7% ","suppressed","27.7%*","20.1% ","32.3% ","45.9% ","22.2% ","39.2% ","3.82% ","suppressed","10.03%*","5.73% ","7.02% ","6.41% ","5.37% ","4.57% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","69.7% ","suppressed","suppressed","suppressed","70.4% ","81.4% ","28.5%*","75.8% ","4.60% ","suppressed","suppressed","suppressed","8.76% ","5.29% ","10.99%*","4.53% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","10.3% ","suppressed","9.4%*","14.5%*","14.3%*","7.4%*","10.9%*","10.1% ","1.96% ","suppressed","7.16%*","6.48%*","4.36%*","2.40%*","4.71%*","2.16% "
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","4.0%*","suppressed","suppressed","14.5%*","1.8%*","2.0%*","9.0%*","2.6%*","1.25%*","suppressed","suppressed","6.32%*","1.76%*","1.49%*","3.39%*","1.32%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","44.7% ","suppressed","42.1% ","49.7% ","43.9% ","41.8% ","49.4% ","43.5% ","3.94% ","suppressed","11.49% ","8.90% ","8.16% ","5.63% ","8.27% ","4.45% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","5.4%*","suppressed","16.7%*","1.2%*","7.7%*","3.0%*","8.5%*","4.6%*","1.64%*","suppressed","7.91%*","0.90%*","3.83%*","2.14%*","3.81%*","1.81%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","24.9% ","suppressed","suppressed","6.9%*","22.7% ","37.4% ","6.3%*","29.7% ","3.44% ","suppressed","suppressed","3.25%*","6.57% ","6.13% ","2.67%*","4.25% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","10.8% ","suppressed","23.0%*","13.1%*","9.6% ","8.5% ","15.9%*","9.5% ","1.77% ","suppressed","9.72%*","4.85%*","2.78% ","2.51% ","4.86%*","1.86% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","38.9% ","suppressed","15.4%*","13.5%*","38.1% ","50.6% ","14.1%*","43.4% ","4.71% ","suppressed","7.14%*","8.10%*","9.55% ","7.04% ","4.82%*","5.49% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","73.8% ","suppressed","suppressed","suppressed","82.7% ","75.1% ","suppressed","75.4% ","5.31% ","suppressed","suppressed","suppressed","7.57% ","6.83% ","suppressed","5.46% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","7.2% ","suppressed","7.2%*","6.5%*","8.3%*","5.8%*","9.1%*","6.8% ","1.70% ","suppressed","4.75%*","3.69%*","2.85%*","2.62%*","4.64%*","1.84% "
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","2.2%*","suppressed","6.8%*","6.5%*","0.7%*","0.4%*","10.4%*","0.7%*","0.84%*","suppressed","5.56%*","4.07%*","0.64%*","0.42%*","4.99%*","0.41%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","45.9% ","suppressed","55.7% ","73.1% ","51.2% ","35.9% ","54.8% ","44.4% ","4.75% ","suppressed","13.36% ","10.64% ","9.80% ","5.71% ","9.32% ","5.33% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","5.8%*","suppressed","15.0%*","0.4%*","1.7%*","7.3%*","11.6%*","suppressed","3.11%*","suppressed","7.49%*","0.39%*","1.15%*","6.13%*","5.10%*","suppressed"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","28.7% ","suppressed","5.9%*","2.7%*","31.5% ","38.0% ","6.6%*","32.7% ","4.49% ","suppressed","5.46%*","1.86%*","8.99% ","7.19% ","3.67%*","5.27% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","10.2% ","suppressed","9.4%*","10.8%*","6.6%*","12.6% ","7.4%*","10.7% ","2.11% ","suppressed","5.46%*","7.75%*","2.99%*","3.33% ","3.40%*","2.40% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","62.3% ","86.1% ","70.8% ","89.8% ","57.7% ","54.6% ","80.8% ","58.2% ","3.98% ","7.79% ","9.98% ","4.34% ","8.55% ","5.98% ","5.15% ","4.68% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","41 ","43 ","39 ","41 ","31 ","48 ","41 ","41 ","1.70 ","7.16 ","1.92 ","3.46 ","2.23 ","2.47 ","2.60 ","2.08 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","18.6% ","suppressed","suppressed","suppressed","14.3% ","20.2% ","21.6% ","18.4% ","1.04% ","suppressed","suppressed","suppressed","1.64% ","0.90% ","2.33% ","1.09% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","28.7% ","suppressed","11.3%*","3.5%*","28.6% ","40.1% ","7.1%*","33.5% ","3.92% ","suppressed","6.32%*","2.06%*","8.33% ","6.07% ","3.05%*","4.66% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","5.9% ","8.9%*","9.7%*","10.5%*","8.6%*","2.3%*","10.5%*","4.9%*","1.43% ","7.62%*","5.48%*","4.37%*","3.69%*","1.28%*","3.69%*","1.53%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","25.9% ","43.0%*","74.9% ","60.9% ","23.7% ","9.3%*","61.5% ","18.0% ","3.21% ","16.04%*","8.58% ","10.11% ","6.70% ","3.10%*","6.66% ","3.50% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","241 ","suppressed","suppressed","suppressed","suppressed","239 ","331 ","198 ","35.14 ","suppressed","suppressed","suppressed","suppressed","9.62 ","59.18 ","37.76 "
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","335 ","suppressed","336 ","307 ","397 ","suppressed","293 ","367 ","30.17 ","suppressed","33.62 ","22.20 ","96.82 ","suppressed","23.78 ","51.61 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","19.4% ","suppressed","suppressed","18.2% ","17.9% ","19.5% ","23.7% ","19.0% ","0.81% ","suppressed","suppressed","1.57% ","1.90% ","0.79% ","4.40% ","0.77% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","63.7% ","40.1%*","20.2%*","30.6% ","53.9% ","86.7% ","28.8% ","71.4% ","3.63% ","15.51%*","7.81%*","9.11% ","7.88% ","3.68% ","6.07% ","4.08% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","8.4% ","1.9%*","6.0%*","16.2%*","13.2%*","4.7%*","12.4%*","7.4%*","2.10% ","1.97%*","4.14%*","6.45%*","5.98%*","1.96%*","4.10%*","2.43%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","230 ","suppressed","suppressed","272 ","suppressed","suppressed","257 ","220 ","46.84 ","suppressed","suppressed","30.30 ","suppressed","suppressed","22.42 ","61.93 "
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","36.6% ","15.3%*","27.6%*","18.6%*","32.6% ","47.0% ","22.1% ","39.9% ","3.90% ","8.20%*","9.07%*","6.01%*","7.32% ","6.29% ","4.91% ","4.64% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","79.5% ","59.8% ","85.8% ","77.0% ","81.6% ","80.1% ","73.5% ","80.9% ","2.62% ","17.63% ","6.58% ","6.99% ","4.85% ","3.57% ","7.02% ","2.73% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","95.2% ","suppressed","89.1% ","94.5% ","96.6% ","98.6% ","81.2% ","98.0% ","1.33% ","suppressed","6.62% ","3.15% ","1.91% ","0.99% ","6.09% ","0.88% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","3,081 ","suppressed","2,533 ","2,881 ","3,148 ","3,147 ","3,048 ","3,088 ","178.15 ","suppressed","463.18 ","488.00 ","416.83 ","228.70 ","312.60 ","203.88 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","5,908 ","suppressed","5,928 ","3,770 ","5,856 ","6,419 ","5,105 ","6,020 ","460.30 ","suppressed","1042.22 ","582.52 ","1014.78 ","616.13 ","767.21 ","515.39 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","6,383 ","suppressed","4,914 ","4,979 ","6,929 ","6,653 ","5,037 ","6,563 ","452.73 ","suppressed","716.13 ","1161.84 ","1101.97 ","488.07 ","553.42 ","508.27 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","1,179*","281 ","suppressed","suppressed","suppressed","suppressed","872*","suppressed","373.97*","22.90 ","suppressed","suppressed","suppressed","suppressed","360.81*","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","38.2% ","suppressed","39.3% ","43.1% ","30.5% ","41.1% ","37.3% ","38.3% ","1.35% ","suppressed","3.45% ","8.63% ","1.86% ","0.88% ","2.29% ","1.48% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","7,704 ","suppressed","8,731 ","8,402 ","5,963 ","8,268 ","9,213 ","7,411 ","361.89 ","suppressed","1370.64 ","1195.39 ","754.26 ","355.81 ","845.09 ","390.85 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","15,057 ","suppressed","suppressed","15,628 ","11,420 ","16,421 ","19,020 ","14,562 ","992.84 ","suppressed","suppressed","2755.43 ","1383.42 ","1028.36 ","5460.71 ","837.11 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","14,311 ","suppressed","suppressed","12,446 ","12,301 ","15,860 ","16,038 ","14,081 ","857.36 ","suppressed","suppressed","2150.58 ","1650.88 ","937.76 ","2987.84 ","876.59 "

