"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","5,237 ","suppressed","7,291 ","6,128 ","5,151 ","4,819 ","8,450 ","4,964 ","308.77 ","suppressed","1219.69 ","811.48 ","638.00 ","371.45 ","1320.54 ","296.91 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","6,351 ","suppressed","7,291 ","6,603 ","7,241 ","4,684 ","8,545 ","5,619 ","635.94 ","suppressed","1219.69 ","1372.35 ","731.07 ","968.14 ","1351.97 ","615.62 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,752 ","suppressed","suppressed","5,609 ","4,265 ","4,851 ","suppressed","4,749 ","336.91 ","suppressed","suppressed","471.70 ","710.49 ","406.22 ","suppressed","338.05 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","31.4% ","suppressed","38.5% ","44.0% ","31.6% ","27.7% ","46.0% ","30.1% ","1.86% ","suppressed","6.86% ","3.70% ","3.43% ","2.21% ","6.10% ","1.89% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","37.8% ","suppressed","38.5% ","40.2% ","41.7% ","29.3% ","46.6% ","34.5% ","3.37% ","suppressed","6.86% ","5.07% ","4.88% ","6.01% ","6.23% ","3.56% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","28.6% ","suppressed","suppressed","50.2% ","26.9% ","27.3% ","suppressed","28.6% ","2.22% ","suppressed","suppressed","2.04% ","3.90% ","2.41% ","suppressed","2.23% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.5% ","12.2%*","10.5%*","22.9%*","18.2% ","18.8% ","12.9% ","19.2% ","1.19% ","5.54%*","3.25%*","8.08%*","1.72% ","1.12% ","2.42% ","1.31% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","3.0%*","suppressed","suppressed","1.4%*","5.4%*","0.8%*","11.9%*","2.2%*","1.21%*","suppressed","suppressed","0.97%*","3.76%*","0.54%*","5.80%*","1.22%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","69.7% ","0% ","0% ","47.8%*","70.2% ","80.8% ","suppressed","75.3% ","4.17% ","0% ","0% ","22.82%*","7.11% ","5.16% ","suppressed","4.13% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","14.5% ","13.2%*","11.4%*","14.9% ","14.3% ","15.7% ","13.5% ","14.9% ","1.41% ","5.92%*","3.50%*","3.14% ","2.20% ","2.80% ","2.57% ","1.69% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","21.0% ","suppressed","suppressed","suppressed","20.6% ","19.7% ","suppressed","21.2% ","1.67% ","suppressed","suppressed","suppressed","2.20% ","1.17% ","suppressed","1.68% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","92.1% ","79.7% ","98.5% ","97.4% ","88.3% ","93.3% ","91.8% ","92.1% ","1.74% ","10.69% ","1.50% ","1.60% ","3.36% ","2.59% ","3.83% ","1.90% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,464 ","3,360 ","3,218 ","3,176 ","2,934 ","1,855 ","3,167 ","2,357 ","122.59 ","632.98 ","359.31 ","410.62 ","278.36 ","115.00 ","262.40 ","134.04 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,106 ","suppressed","7,106 ","6,209 ","4,918 ","3,364 ","5,903 ","3,914 ","263.93 ","suppressed","654.80 ","860.03 ","607.38 ","311.68 ","683.19 ","276.60 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","59.0% ","64.2% ","53.0% ","62.0% ","67.1% ","54.2% ","59.9% ","58.9% ","3.38% ","10.34% ","13.89% ","9.92% ","6.41% ","4.89% ","7.20% ","3.69% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","29 ","33 ","44 ","32 ","29 ","27 ","37 ","29 ","0.98 ","2.33 ","3.90 ","1.99 ","1.23 ","1.73 ","2.19 ","1.06 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","20.9% ","20% ","suppressed","23.8% ","24.8% ","19.6% ","20.7% ","20.9% ","0.67% ","0.00% ","suppressed","2.49% ","2.40% ","0.41% ","2.01% ","0.70% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","33.8% ","10.1%*","18.2%*","10.3%*","27.9% ","44.5% ","19.1% ","35.6% ","3.16% ","5.26%*","9.05%*","4.33%*","6.09% ","4.84% ","5.28% ","3.51% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","91.0% ","66.8% ","86.0% ","94.2% ","88.4% ","94.5% ","80.3% ","92.6% ","2.11% ","10.82% ","8.63% ","2.92% ","4.27% ","3.02% ","5.75% ","2.26% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","89.7% ","suppressed","88.2% ","90.8% ","87.2% ","91.8% ","80.3% ","90.7% ","2.39% ","suppressed","11.23% ","4.71% ","4.86% ","3.12% ","6.86% ","2.55% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,212 ","6,414 ","5,168 ","6,218 ","5,136 ","4,957 ","5,733 ","5,144 ","146.62 ","603.26 ","487.11 ","493.93 ","294.79 ","199.91 ","339.88 ","160.50 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,620 ","suppressed","9,938 ","12,686 ","10,372 ","8,922 ","11,796 ","9,422 ","422.03 ","suppressed","1324.78 ","1048.44 ","894.80 ","527.35 ","1165.36 ","441.51 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","58.6% ","55.2% ","78.8% ","76.6% ","61.7% ","50.4% ","70.4% ","56.8% ","3.74% ","11.72% ","12.38% ","11.98% ","6.67% ","5.41% ","7.08% ","4.14% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","52.9% ","suppressed","suppressed","18.1%*","60.6% ","62.2% ","34.2% ","56.4% ","4.55% ","suppressed","suppressed","7.82%*","8.97% ","6.28% ","10.21% ","5.10% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","13.0% ","19.6%*","7.7%*","1.4%*","20.0%*","11.3% ","10.6%*","13.3% ","2.58% ","9.18%*","7.07%*","0.88%*","6.17%*","3.32% ","4.36%*","2.89% "
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","3.1%*","6.6%*","0% ","1.0%*","1.4%*","suppressed","2.9%*","3.1%*","1.43%*","6.38%*","0% ","1.01%*","0.85%*","suppressed","2.23%*","1.61%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","23.3% ","9.6%*","13.5%*","19.7%*","14.1% ","32.2% ","13.3%*","24.8% ","3.39% ","6.58%*","10.72%*","12.15%*","4.05% ","5.33% ","5.60%*","3.77% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","2.1%*","9.0%*","0% ","1.3%*","2.9%*","1.4%*","suppressed","1.9%*","0.64%*","8.46%*","0% ","1.37%*","1.43%*","0.55%*","suppressed","0.61%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","31.0% ","9.2%*","43.7%*","13.9%*","37.3% ","31.4% ","24.1%*","32.0% ","3.50% ","8.66%*","14.79%*","6.29%*","7.89% ","4.24% ","8.07%*","3.85% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","27.6% ","46.1% ","35.1%*","62.8% ","24.3% ","19.0% ","46.4% ","24.8% ","3.02% ","11.53% ","11.97%*","11.70% ","5.25% ","4.03% ","7.66% ","3.30% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","50.3% ","suppressed","89.9% ","71.8% ","47.4% ","47.0% ","69.5% ","48.3% ","4.53% ","suppressed","7.81% ","10.49% ","8.64% ","6.06% ","8.92% ","4.85% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","48.9% ","0% ","suppressed","18.8%*","38.3%*","63.0% ","10.7%*","54.5% ","4.86% ","0% ","suppressed","10.01%*","11.61%*","6.56% ","5.92%*","5.26% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","12.1% ","suppressed","0% ","5.5%*","25.5%*","7.9%*","7.5%*","12.5% ","2.96% ","suppressed","0% ","4.02%*","8.63%*","2.57%*","3.94%*","3.23% "
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","2.3%*","0% ","suppressed","1.2%*","2.9%*","2.2%*","1.8%*","2.3%*","1.17%*","0% ","suppressed","1.22%*","2.47%*","1.58%*","1.26%*","1.29%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","33.3% ","suppressed","suppressed","21.1%*","20.3%*","41.2% ","21.3%*","34.6% ","4.69% ","suppressed","suppressed","9.88%*","7.75%*","6.41% ","8.23%*","5.07% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","2.0%*","0% ","0% ","0.5%*","3.9%*","1.6%*","0% ","2.2%*","0.74%*","0% ","0% ","0.55%*","2.29%*","0.75%*","0% ","0.82%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","24.6% ","0% ","suppressed","13.5%*","18.2%*","29.6% ","7.5%*","26.4% ","3.13% ","0% ","suppressed","7.27%*","6.68%*","4.13% ","4.06%*","3.41% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","25.7% ","suppressed","suppressed","58.3% ","29.2% ","17.4% ","62.0% ","22.0% ","3.53% ","suppressed","suppressed","11.64% ","7.29% ","4.33% ","9.57% ","3.59% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","53.8% ","64.5% ","60.0% ","60.2% ","67.7% ","43.8% ","59.6% ","53.1% ","3.42% ","10.04% ","13.94% ","9.85% ","6.57% ","4.80% ","7.13% ","3.74% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","54 ","88 ","82 ","69 ","53 ","45 ","81 ","50 ","1.88 ","12.96 ","7.09 ","3.81 ","2.76 ","2.63 ","5.40 ","1.85 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","22.2% ","20% ","suppressed","23.3% ","25.7% ","21.0% ","23.6% ","22.1% ","0.68% ","0.00% ","suppressed","3.13% ","2.30% ","0.61% ","2.05% ","0.71% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","39.4% ","7.9%*","19.5%*","8.5%*","30.7% ","53.9% ","15.8%*","42.3% ","3.40% ","4.87%*","9.61%*","4.03%*","6.35% ","4.96% ","5.05%*","3.77% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","3.7% ","30.5%*","7.5%*","3.9%*","suppressed","1.4%*","14.3%*","2.4%*","1.03% ","11.85%*","5.72%*","2.06%*","suppressed","0.52%*","5.05%*","0.95%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","14.2% ","16.1%*","28.4%*","20.4%*","22.0% ","7.3% ","26.7% ","12.6% ","2.24% ","6.90%*","12.60%*","6.76%*","5.91% ","1.79% ","6.75% ","2.35% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","318 ","suppressed","400 ","suppressed","suppressed","suppressed","suppressed","311 ","43.49 ","suppressed","0.00 ","suppressed","suppressed","suppressed","suppressed","58.46 "
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","538 ","suppressed","suppressed","503*","503 ","676 ","349 ","589 ","61.82 ","suppressed","suppressed","173.85*","88.68 ","126.84 ","74.93 ","73.16 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","20.4% ","21.3% ","21.8% ","22.8% ","21.2% ","19.5% ","21.9% ","20.2% ","0.45% ","0.92% ","1.11% ","1.05% ","1.17% ","0.57% ","0.76% ","0.49% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","79.2% ","57.9% ","47.9% ","78.8% ","67.4% ","89.7% ","61.4% ","81.5% ","2.77% ","11.44% ","13.52% ","6.43% ","6.65% ","2.85% ","7.02% ","2.96% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","10.5% ","28.0%*","0% ","15.3%*","2.5%*","13.7%*","10.5%*","10.6%*","3.01% ","9.53%*","0% ","9.33%*","2.17%*","5.06%*","3.66%*","3.35%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","286 ","suppressed","suppressed","suppressed","suppressed","281 ","suppressed","236 ","55.71 ","suppressed","suppressed","suppressed","suppressed","45.47 ","suppressed","48.18 "
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","54.9% ","51.6% ","80.4% ","69.2% ","57.4% ","48.8% ","68.3% ","53.2% ","3.55% ","11.30% ","10.25% ","10.97% ","6.70% ","4.95% ","6.64% ","3.88% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","76.3% ","64.4% ","73.4% ","70.5% ","70.9% ","81.5% ","64.8% ","77.8% ","2.91% ","9.68% ","11.41% ","8.47% ","5.93% ","3.95% ","6.69% ","3.16% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","94.8% ","80.1% ","95.8% ","97.0% ","89.5% ","97.6% ","90.5% ","95.3% ","1.73% ","12.85% ","4.18% ","1.87% ","5.21% ","1.48% ","4.67% ","1.85% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","5,172 ","suppressed","6,676 ","7,136 ","6,870 ","3,645 ","6,706 ","4,972 ","358.13 ","suppressed","929.68 ","800.06 ","941.41 ","263.83 ","745.74 ","392.10 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","7,826 ","suppressed","suppressed","7,964*","9,874 ","6,892 ","9,074 ","7,739 ","640.61 ","suppressed","suppressed","2703.32*","1660.23 ","523.85 ","1907.47 ","669.48 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","8,379 ","suppressed","suppressed","15,323 ","10,543 ","6,978 ","14,301 ","8,030 ","685.34 ","suppressed","suppressed","2199.05 ","1670.20 ","801.74 ","1926.46 ","707.41 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","111 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","9.96 ","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","786 ","suppressed","suppressed","suppressed","490 ","916*","suppressed","909 ","190.40 ","suppressed","suppressed","suppressed","11.82 ","335.26*","suppressed","266.48 "
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","44.7% ","42.3% ","50.6% ","36.1% ","48.4% ","44.3% ","47.2% ","44.5% ","1.74% ","7.23% ","5.60% ","4.14% ","3.38% ","2.37% ","3.74% ","1.88% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","10,104 ","suppressed","suppressed","10,179 ","10,598 ","9,843 ","10,143 ","10,101 ","403.30 ","suppressed","suppressed","515.23 ","958.38 ","483.31 ","1338.60 ","422.45 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","19,337 ","32,788 ","suppressed","20,117 ","20,645 ","18,387 ","22,810 ","19,174 ","1146.80 ","3029.10 ","suppressed","1758.08 ","3172.28 ","1149.55 ","2124.45 ","1187.97 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","19,515 ","suppressed","suppressed","19,739 ","21,239 ","18,877 ","21,319 ","19,453 ","1375.31 ","suppressed","suppressed","1458.75 ","2932.72 ","1694.52 ","2247.69 ","1417.58 "

