"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.B.3.a","Percent of number of full-time employees","1,282,490 ","10.1% ","6.1% ","11.0% ","21.2% ","51.5% ","22.1% ","77.9% ","72,159 ","1.14% ","0.99% ","1.51% ","2.66% ","3.14% ","1.78% ","1.78% "
"II.B.3.b","Percent of full-time employees at establishments that offer health insurance","82.4% ","24.4% ","58.0% ","74.6% ","96.3% ","92.5% ","43.1% ","93.5% ","2.78% ","6.66% ","9.82% ","7.03% ","3.25% ","4.44% ","5.10% ","3.09% "
"II.B.3.b.(1)","Percent of full-time employees eligible for health insurance at establishments that offer health insurance","91.1% ","95.5% ","98.0% ","92.5% ","95.2% ","88.4% ","93.8% ","90.8% ","3.39% ","3.52% ","1.35% ","3.35% ","1.94% ","5.70% ","2.62% ","3.81% "
"II.B.3.b.(1).(a)","Percent of full-time employees eligible for health insurance that are enrolled in health insurance at establishments that offer health insurance","70.9% ","91.8% ","62.4% ","66.4% ","68.2% ","72.5% ","69.7% ","71.1% ","2.46% ","3.76% ","8.17% ","5.85% ","6.44% ","2.89% ","4.79% ","2.72% "
"II.B.3.b.(2)","Percent of full-time employees that are enrolled in health insurance at establishments that offer health insurance","64.6% ","87.7% ","61.2% ","61.5% ","65.0% ","64.1% ","65.3% ","64.6% ","3.21% ","5.30% ","8.07% ","5.87% ","6.14% ","4.75% ","4.82% ","3.57% "
"II.B.4","Number of part-time employees","352,751 ","62,572 ","50,146 ","77,076 ","67,034 ","95,923 ","148,352 ","204,399 ","32,656 ","9,199 ","9,899 ","14,045 ","14,869 ","23,370 ","15,087 ","29,925 "
"II.B.4.a","Percent of number of part-time employees","352,751 ","17.7% ","14.2% ","21.8% ","19.0% ","27.2% ","42.1% ","57.9% ","32,656 ","2.71% ","2.78% ","3.71% ","3.85% ","5.17% ","4.47% ","4.47% "
"II.B.4.b","Percent of part-time employees at establishments that offer health insurance","52.3% ","10.1%*","18.1%*","39.6% ","77.3% ","90.4% ","18.5% ","76.9% ","5.06% ","3.61%*","7.58%*","10.54% ","13.14% ","6.32% ","4.30% ","6.85% "
"II.B.4.b.(1)","Percent of part-time employees eligible for health insurance at establishments that offer health insurance","15.4%*","suppressed","suppressed","3.7%*","suppressed","24.1%*","16.0%*","15.3%*","4.63%*","suppressed","suppressed","2.16%*","suppressed","9.64%*","6.84%*","5.30%*"
"II.B.4.b.(1).(a)","Percent of part-time employees eligible for health insurance that are enrolled in health insurance at establishments that offer health insurance","74.0% ","100% ","suppressed","suppressed","suppressed","80.7% ","suppressed","71.6% ","8.65% ","0% ","suppressed","suppressed","suppressed","7.92% ","suppressed","10.49% "
"II.B.4.b.(2)","Percent of part-time employees that are enrolled in health insurance at establishments that offer health insurance","11.4%*","suppressed","suppressed","0.5%*","0.3%*","19.5%*","13.9%*","11.0%*","4.27%*","suppressed","suppressed","0.48%*","0.20%*","8.93%*","6.55%*","4.88%*"
"II.C.1","Average total single premium (in dollars) per enrolled employee at establishments that offer health insurance","8,448 ","7,798 ","7,567 ","9,237 ","8,202 ","8,511 ","7,702 ","8,533 ","194.83 ","931.57 ","814.79 ","1041.06 ","464.94 ","213.36 ","481.80 ","207.54 "
"II.C.1.a","Average total single premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","8,428 ","suppressed","suppressed","8,422 ","9,524 ","8,314 ","7,866 ","8,544 ","470.82 ","suppressed","suppressed","736.48 ","653.80 ","689.47 ","808.69 ","539.50 "
"II.C.1.b","Average total single premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","8,435 ","suppressed","suppressed","9,597 ","7,981 ","8,470 ","7,584 ","8,500 ","213.80 ","suppressed","suppressed","1401.08 ","490.15 ","199.30 ","629.82 ","221.94 "
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","8,651 ","suppressed","8,471 ","suppressed","suppressed","9,504 ","suppressed","8,881 ","645.89 ","suppressed","564.34 ","suppressed","suppressed","561.18 ","suppressed","719.51 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","8,396 ","7,798 ","7,567 ","8,750 ","8,800 ","8,261 ","7,717 ","8,646 ","356.45 ","931.57 ","814.79 ","1310.28 ","517.03 ","571.77 ","503.08 ","433.29 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","8,477 ","suppressed","suppressed","10,088 ","7,414 ","8,565 ","suppressed","8,487 ","229.31 ","suppressed","suppressed","1537.47 ","653.04 ","229.86 ","suppressed","230.70 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","1,591 ","suppressed","suppressed","2,388 ","1,241 ","1,673 ","1,328 ","1,621 ","115.42 ","suppressed","suppressed","589.97 ","185.93 ","142.74 ","345.18 ","121.42 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,531 ","suppressed","suppressed","suppressed","1,921 ","1,337 ","1,771*","1,482 ","218.91 ","suppressed","suppressed","suppressed","277.13 ","294.88 ","553.93*","236.77 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,609 ","suppressed","suppressed","2,522*","1,105 ","1,714 ","1,259*","1,635 ","144.19 ","suppressed","suppressed","804.86*","197.36 ","170.95 ","504.42*","148.97 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","suppressed","suppressed","suppressed","suppressed","suppressed","2,213 ","suppressed","1,895 ","suppressed","suppressed","suppressed","suppressed","suppressed","258.78 ","suppressed","341.26 "
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,728 ","suppressed","suppressed","3,059 ","1,673 ","1,652 ","1,338 ","1,872 ","199.00 ","suppressed","suppressed","810.03 ","216.84 ","291.40 ","366.24 ","224.71 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,515 ","suppressed","suppressed","suppressed","672 ","1,678 ","suppressed","1,519 ","141.00 ","suppressed","suppressed","suppressed","152.22 ","162.38 ","suppressed","142.22 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","18.8% ","suppressed","suppressed","25.9% ","15.1% ","19.7% ","17.2% ","19.0% ","1.34% ","suppressed","suppressed","5.77% ","1.86% ","1.75% ","4.14% ","1.42% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","18.2% ","suppressed","suppressed","25.1% ","20.2% ","16.1% ","22.5%*","17.3% ","2.72% ","suppressed","suppressed","4.91% ","2.38% ","3.90% ","7.24%*","2.90% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","19.1% ","suppressed","suppressed","26.3% ","13.9% ","20.2% ","16.6%*","19.2% ","1.70% ","suppressed","suppressed","7.57% ","2.21% ","2.14% ","5.75%*","1.77% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","18.5% ","suppressed","suppressed","suppressed","suppressed","23.3% ","suppressed","21.3% ","3.29% ","suppressed","suppressed","suppressed","suppressed","1.39% ","suppressed","2.13% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","20.6% ","suppressed","suppressed","35.0% ","19.0% ","20.0% ","17.3% ","21.6% ","1.84% ","suppressed","suppressed","5.16% ","1.83% ","2.51% ","4.37% ","1.89% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","17.9% ","suppressed","suppressed","suppressed","9.1% ","19.6% ","suppressed","17.9% ","1.80% ","suppressed","suppressed","suppressed","2.22% ","2.06% ","suppressed","1.81% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","48.5% ","suppressed","49.7% ","44.4% ","41.8% ","53.1% ","41.5% ","49.5% ","1.86% ","suppressed","9.47% ","4.21% ","3.28% ","2.53% ","5.50% ","1.96% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","12.1% ","81.5% ","suppressed","22.8%*","17.3%*","2.3%*","54.6% ","7.3%*","2.64% ","11.99% ","suppressed","10.33%*","6.59%*","1.84%*","9.61% ","2.32%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","64.5% ","0% ","0% ","36.4% ","43.2% ","82.3% ","5.6%*","71.1% ","5.13% ","0% ","0% ","10.66% ","9.97% ","6.27% ","3.39%*","5.49% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","44.4% ","suppressed","49.7% ","49.0% ","45.7% ","43.8% ","40.7% ","46.0% ","3.19% ","suppressed","9.47% ","4.83% ","4.86% ","6.51% ","5.64% ","3.88% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","51.1% ","suppressed","suppressed","38.1% ","37.5% ","55.7% ","63.8% ","51.0% ","2.14% ","suppressed","suppressed","5.42% ","4.15% ","2.14% ","4.84% ","2.15% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","25,122 ","21,114 ","21,176 ","22,637 ","25,855 ","26,082 ","21,266 ","25,736 ","520.46 ","1125.13 ","2553.04 ","849.84 ","1148.32 ","697.64 ","1013.15 ","568.04 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","25,389 ","21,978 ","suppressed","25,467 ","30,398 ","24,928 ","21,295 ","26,372 ","1431.57 ","1822.00 ","suppressed","2667.75 ","1199.19 ","2035.17 ","2316.83 ","1662.10 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","25,167 ","20,638 ","suppressed","21,644 ","25,559 ","26,306 ","20,555 ","25,742 ","537.54 ","1432.65 ","suppressed","879.40 ","1141.18 ","648.72 ","1169.05 ","556.74 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","23,318 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","2593.51 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","24,306 ","21,114 ","21,176 ","21,945 ","27,120 ","24,611 ","21,178 ","25,729 ","860.35 ","1125.13 ","2553.04 ","1286.17 ","1170.07 ","1710.93 ","1025.82 ","1088.91 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","25,742 ","suppressed","suppressed","23,287 ","24,597 ","26,608 ","suppressed","25,739 ","629.03 ","suppressed","suppressed","1097.67 ","1649.85 ","626.82 ","suppressed","630.85 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","5,567 ","suppressed","suppressed","4,668*","5,705 ","5,818 ","5,199 ","5,625 ","510.84 ","suppressed","suppressed","1652.64*","1373.55 ","414.93 ","883.11 ","575.17 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,054 ","suppressed","suppressed","suppressed","suppressed","4,468 ","suppressed","6,222 ","764.72 ","suppressed","suppressed","suppressed","suppressed","525.93 ","suppressed","891.09 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","5,366 ","suppressed","suppressed","3,258*","5,443*","5,986 ","4,407 ","5,486 ","633.62 ","suppressed","suppressed","1585.87*","1686.80*","462.93 ","1090.42 ","697.85 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","6,805 ","suppressed","suppressed","7,043 ","8,187 ","6,581 ","5,109 ","7,576 ","888.22 ","suppressed","suppressed","1714.85 ","2266.94 ","759.42 ","890.57 ","1207.54 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","4,624 ","suppressed","suppressed","suppressed","3,238 ","5,544 ","suppressed","4,601 ","533.90 ","suppressed","suppressed","suppressed","925.09 ","508.73 ","suppressed","534.29 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","22.2% ","suppressed","suppressed","20.6%*","22.1% ","22.3% ","24.4% ","21.9% ","1.96% ","suppressed","suppressed","7.34%*","5.15% ","1.56% ","4.32% ","2.14% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","23.8% ","suppressed","suppressed","suppressed","suppressed","17.9% ","suppressed","23.6% ","3.05% ","suppressed","suppressed","suppressed","suppressed","2.89% ","suppressed","3.26% "
