"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,356 ","suppressed","suppressed","5,186*","5,397 ","6,786*","suppressed","6,115 ","994.07 ","suppressed","suppressed","1727.48*","383.90 ","2326.24*","suppressed","1331.91 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,466 ","suppressed","suppressed","suppressed","4,044 ","4,490 ","suppressed","4,454 ","447.89 ","suppressed","suppressed","suppressed","567.14 ","486.71 ","suppressed","448.24 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","23.7% ","suppressed","suppressed","36.3% ","22.9% ","22.8% ","24.7% ","23.6% ","2.29% ","suppressed","suppressed","8.96% ","2.04% ","2.78% ","5.49% ","2.47% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","32.6% ","suppressed","suppressed","36.3% ","26.9% ","38.6% ","suppressed","35.2% ","4.34% ","suppressed","suppressed","9.32% ","1.89% ","6.67% ","suppressed","4.96% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","21.2% ","suppressed","suppressed","suppressed","19.5% ","21.1% ","suppressed","21.0% ","2.34% ","suppressed","suppressed","suppressed","3.10% ","2.61% ","suppressed","2.41% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","16.8% ","suppressed","9.0%*","15.8% ","8.7% ","20.5% ","12.8% ","17.7% ","1.34% ","suppressed","4.05%*","4.36% ","2.41% ","1.15% ","3.01% ","1.43% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","5.4%*","suppressed","0% ","11.4%*","0% ","0.7%*","34.9%*","1.1%*","2.58%*","suppressed","0% ","7.74%*","0% ","0.71%*","14.71%*","0.78%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","73.0% ","suppressed","suppressed","2.6%*","53.3% ","89.0% ","36.4%*","78.4% ","6.43% ","suppressed","suppressed","2.09%*","12.99% ","5.48% ","16.20%*","6.44% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","12.1% ","suppressed","5.9%*","16.7% ","7.3%*","16.0% ","10.1% ","13.1% ","1.98% ","suppressed","3.63%*","4.62% ","2.66%*","2.99% ","2.79% ","2.64% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","19.7% ","suppressed","suppressed","suppressed","10.4%*","21.3% ","suppressed","19.5% ","1.39% ","suppressed","suppressed","suppressed","3.74%*","1.14% ","suppressed","1.40% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","92.2% ","97.1% ","83.6% ","87.0% ","86.3% ","95.7% ","90.4% ","92.6% ","2.31% ","3.12% ","8.79% ","7.69% ","6.43% ","2.16% ","4.16% ","2.61% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","1,975 ","3,765 ","2,084 ","2,572 ","2,721 ","1,422 ","2,728 ","1,796 ","142.46 ","383.28 ","258.75 ","259.18 ","282.75 ","123.12 ","270.06 ","143.69 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","3,941 ","suppressed","suppressed","5,664 ","5,286 ","3,034 ","5,125 ","3,755 ","379.42 ","suppressed","suppressed","1170.80 ","889.09 ","223.42 ","1380.74 ","379.89 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","73.3% ","suppressed","84.8% ","81.3% ","81.7% ","68.7% ","74.7% ","73.0% ","3.73% ","suppressed","7.43% ","7.53% ","5.47% ","5.76% ","6.79% ","4.27% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","25 ","suppressed","26 ","27 ","25 ","24 ","28 ","25 ","1.07 ","suppressed","3.33 ","1.54 ","1.34 ","1.60 ","2.26 ","1.17 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","19.7% ","suppressed","suppressed","22.1% ","19.8% ","19.5% ","suppressed","19.6% ","0.46% ","suppressed","suppressed","2.14% ","0.24% ","0.53% ","suppressed","0.47% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","25.7% ","suppressed","0% ","13.1%*","9.7%*","38.3% ","5.7%*","29.8% ","6.37% ","suppressed","0% ","6.79%*","4.34%*","9.74% ","3.76%*","7.39% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","91.0% ","80.2% ","82.0% ","83.5% ","81.0% ","98.5% ","84.5% ","92.6% ","2.27% ","11.93% ","7.42% ","7.76% ","6.98% ","1.15% ","4.84% ","2.46% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","91.4% ","suppressed","suppressed","83.0% ","84.0% ","99.3% ","77.3% ","93.5% ","3.17% ","suppressed","suppressed","10.87% ","8.96% ","0.45% ","9.85% ","3.15% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","4,325 ","suppressed","4,412 ","4,772 ","5,273 ","3,930 ","4,570 ","4,269 ","214.71 ","suppressed","544.65 ","492.31 ","360.89 ","270.45 ","443.07 ","240.55 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","8,565 ","12,588 ","7,737 ","11,494 ","9,397 ","7,804 ","10,231 ","8,354 ","586.98 ","743.69 ","585.75 ","983.80 ","1499.76 ","626.78 ","970.48 ","645.12 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","47.6% ","85.9% ","54.9% ","60.6% ","69.3% ","32.2% ","61.9% ","43.9% ","6.18% ","10.81% ","13.59% ","9.37% ","7.78% ","8.53% ","8.41% ","7.14% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","53.5% ","suppressed","suppressed","29.8%*","55.1% ","74.2% ","29.1%*","62.2% ","5.54% ","suppressed","suppressed","11.72%*","11.83% ","5.78% ","11.53%*","5.88% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","11.1%*","suppressed","8.9%*","13.6%*","9.5%*","12.1%*","8.5%*","11.7%*","4.72%*","suppressed","5.56%*","5.90%*","5.34%*","8.19%*","3.67%*","5.82%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","3.8%*","0% ","9.4%*","15.5%*","3.7%*","0.9%*","12.1%*","1.7%*","1.40%*","0% ","7.12%*","8.13%*","2.26%*","0.88%*","5.58%*","0.85%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","34.4% ","suppressed","8.7%*","6.1%*","14.4%*","53.9% ","8.5%*","40.9% ","6.93% ","suppressed","8.43%*","3.41%*","5.38%*","10.33% ","4.77%*","8.10% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","3.2%*","0% ","18.1%*","suppressed","3.2%*","0.9%*","9.0%*","1.7%*","1.26%*","0% ","10.54%*","suppressed","2.26%*","0.71%*","5.02%*","0.84%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","25.4% ","suppressed","25.6%*","18.1%*","38.2% ","23.9% ","18.0%*","27.3% ","4.35% ","suppressed","14.32%*","7.74%*","9.45% ","6.32% ","7.84%*","5.17% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","22.1% ","suppressed","29.3%*","42.6% ","31.1% ","8.3%*","43.9% ","16.6% ","3.78% ","suppressed","11.85%*","9.48% ","8.74% ","3.09%*","8.70% ","3.70% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","51.6% ","suppressed","suppressed","60.1% ","68.9% ","41.8% ","54.0%*","51.3% ","5.26% ","suppressed","suppressed","12.43% ","10.97% ","5.41% ","16.44%*","5.54% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","71.4% ","suppressed","suppressed","suppressed","70.0% ","87.6% ","suppressed","76.6% ","8.28% ","suppressed","suppressed","suppressed","16.42% ","5.68% ","suppressed","8.28% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","4.9%*","0% ","0% ","11.9%*","11.0%*","2.1%*","3.2%*","5.2%*","2.00%*","0% ","0% ","6.09%*","6.57%*","1.06%*","2.36%*","2.29%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","5.6%*","0% ","suppressed","11.3%*","2.5%*","2.1%*","28.4%*","2.1%*","3.20%*","0% ","suppressed","6.61%*","1.62%*","2.08%*","17.59%*","1.43%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","34.4% ","suppressed","suppressed","suppressed","13.6%*","53.2% ","6.9%*","38.6% ","5.14% ","suppressed","suppressed","suppressed","8.13%*","5.13% ","4.50%*","5.47% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","3.4%*","0% ","suppressed","13.8%*","suppressed","0.9%*","7.6%*","2.7%*","1.50%*","0% ","suppressed","10.81%*","suppressed","0.77%*","6.15%*","1.42%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","36.9% ","suppressed","suppressed","23.7%*","48.3% ","36.6% ","21.0%*","39.3% ","5.61% ","suppressed","suppressed","11.70%*","14.29% ","5.84% ","10.99%*","5.95% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","14.8%*","suppressed","suppressed","36.4%*","20.7%*","5.2%*","32.9%*","12.0%*","4.58%*","suppressed","suppressed","12.30%*","11.47%*","2.29%*","14.92%*","4.47%*"
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","74.8% ","suppressed","82.9% ","83.9% ","82.2% ","70.3% ","76.4% ","74.4% ","3.67% ","suppressed","9.26% ","7.11% ","5.19% ","5.64% ","6.86% ","4.19% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","42 ","suppressed","43 ","49 ","40 ","39 ","49 ","41 ","2.04 ","suppressed","5.69 ","3.44 ","2.34 ","2.85 ","4.82 ","2.13 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","19.7% ","suppressed","suppressed","20% ","19.7% ","19.5% ","suppressed","19.5% ","0.29% ","suppressed","suppressed","0.00% ","0.25% ","0.32% ","suppressed","0.28% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","24.2% ","suppressed","suppressed","13.1%*","8.6%*","36.0% ","5.9%*","27.9% ","6.40% ","suppressed","suppressed","6.72%*","3.72%*","9.75% ","3.56%*","7.44% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","4.5%*","suppressed","1.7%*","12.4%*","0.9%*","3.2%*","7.1%*","3.9%*","1.55%*","suppressed","1.45%*","7.49%*","0.92%*","1.80%*","4.53%*","1.59%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","19.0% ","suppressed","46.8%*","34.1% ","44.2% ","2.7%*","41.7% ","14.4% ","3.99% ","suppressed","15.29%*","8.44% ","11.38% ","1.62%*","8.58% ","4.07% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","519 ","suppressed","suppressed","suppressed","421 ","suppressed","575 ","486 ","73.48 ","suppressed","suppressed","suppressed","64.98 ","suppressed","154.70 ","71.41 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","20.5% ","suppressed","suppressed","21.7% ","19.5% ","19.7% ","28.1% ","19.6% ","0.84% ","suppressed","suppressed","1.57% ","0.29% ","0.80% ","4.49% ","0.65% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","73.8% ","suppressed","47.4%*","54.5% ","53.8% ","90.7% ","47.0% ","79.3% ","4.90% ","suppressed","15.80%*","9.60% ","11.06% ","3.46% ","9.03% ","5.01% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","3.8%*","suppressed","0% ","15.4%*","7.5%*","0.2%*","5.1%*","3.5%*","1.59%*","suppressed","0% ","7.70%*","5.61%*","0.18%*","3.15%*","1.79%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","47.2% ","84.3% ","47.8%*","58.1% ","66.7% ","35.3% ","59.2% ","44.7% ","5.40% ","10.01% ","15.41%*","9.55% ","8.90% ","6.97% ","8.95% ","6.09% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","79.5% ","75.1% ","82.6% ","67.7% ","65.8% ","86.2% ","77.4% ","80.0% ","4.57% ","12.67% ","7.79% ","9.04% ","10.74% ","5.95% ","6.33% ","5.34% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","95.0% ","100% ","86.0% ","79.5% ","88.1% ","99.5% ","93.5% ","95.3% ","1.71% ","0% ","10.41% ","11.34% ","5.01% ","0.47% ","4.77% ","1.78% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","3,911 ","suppressed","4,501 ","5,501 ","6,727 ","2,623 ","5,817 ","3,456 ","501.00 ","suppressed","623.53 ","602.01 ","1561.80 ","381.18 ","758.39 ","541.92 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","5,554 ","suppressed","suppressed","13,698 ","7,393 ","4,780 ","9,303 ","5,138 ","794.28 ","suppressed","suppressed","2088.21 ","1311.36 ","847.40 ","1669.31 ","814.88 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","8,256 ","16,253 ","suppressed","suppressed","14,270*","5,398 ","12,218 ","7,574 ","1558.46 ","1212.92 ","suppressed","suppressed","5144.30*","532.41 ","1664.88 ","1798.07 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","419 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","110.76 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","32.4% ","37.4% ","41.2% ","35.2% ","23.0% ","33.1% ","39.2% ","31.3% ","2.00% ","3.30% ","5.03% ","4.31% ","1.45% ","2.69% ","3.09% ","2.35% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","7,959 ","suppressed","7,805 ","9,498 ","8,445 ","7,698 ","8,618 ","7,826 ","397.67 ","suppressed","1100.42 ","1225.58 ","708.12 ","523.27 ","927.54 ","435.88 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","14,144 ","suppressed","16,287 ","19,650 ","14,183 ","13,431 ","18,634 ","13,710 ","1096.00 ","suppressed","1258.05 ","3262.30 ","2718.05 ","1227.24 ","1486.43 ","1144.20 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","16,533 ","suppressed","suppressed","21,879 ","20,043 ","15,269 ","16,790 ","16,496 ","1289.84 ","suppressed","suppressed","3380.89 ","4173.82 ","976.40 ","1655.18 ","1455.37 "

