"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.B.2.l","Percent of private-sector employees working in establishments that are able to do their jobs by teleworking","23.6% ","16.4% ","10.2%*","13.1%*","17.7% ","34.0% ","11.4% ","28.5% ","3.37% ","3.97% ","3.75%*","5.80%*","4.49% ","6.35% ","2.23% ","4.46% "
"II.B.2.m","Percent of private-sector employees working in establishments that telework on a regular basis","15.3% ","6.4%*","2.0%*","7.7%*","7.7%*","25.9% ","3.3%*","20.0% ","3.24% ","2.55%*","1.03%*","4.95%*","3.64%*","6.20% ","1.06%*","4.32% "
"II.B.3","Number of full-time employees","1,018,527 ","91,905 ","95,464 ","102,958 ","236,371 ","491,828 ","240,408 ","778,119 ","76,496 ","9,641 ","16,295 ","16,243 ","23,970 ","72,255 ","18,454 ","75,410 "
"II.B.3.a","Percent of number of full-time employees","1,018,527 ","9.0% ","9.4% ","10.1% ","23.2% ","48.3% ","23.6% ","76.4% ","76,496 ","1.11% ","1.65% ","1.67% ","2.63% ","4.04% ","2.30% ","2.30% "
"II.B.3.b","Percent of full-time employees at establishments that offer health insurance","90.0% ","32.9% ","73.6% ","90.2% ","98.5% ","99.6% ","60.5% ","99.1% ","1.42% ","7.16% ","8.47% ","4.30% ","1.25% ","0.22% ","4.99% ","0.47% "
"II.B.3.b.(1)","Percent of full-time employees eligible for health insurance at establishments that offer health insurance","95.9% ","96.3% ","96.2% ","97.5% ","88.9% ","98.8% ","96.2% ","95.8% ","0.93% ","3.60% ","2.65% ","1.07% ","3.02% ","0.41% ","1.59% ","1.06% "
"II.B.3.b.(1).(a)","Percent of full-time employees eligible for health insurance that are enrolled in health insurance at establishments that offer health insurance","68.9% ","72.1% ","57.7% ","64.4% ","67.4% ","71.7% ","62.0% ","70.2% ","1.96% ","7.56% ","5.44% ","4.03% ","3.80% ","2.86% ","3.64% ","2.19% "
"II.B.3.b.(2)","Percent of full-time employees that are enrolled in health insurance at establishments that offer health insurance","66.0% ","69.5% ","55.5% ","62.8% ","59.9% ","70.8% ","59.6% ","67.2% ","2.08% ","7.35% ","5.07% ","4.20% ","4.20% ","2.93% ","3.52% ","2.35% "
"II.B.4","Number of part-time employees","326,379 ","51,685 ","53,575 ","58,717 ","40,307 ","122,095 ","143,054 ","183,325 ","35,129 ","7,518 ","15,240 ","12,884 ","7,604 ","27,862 ","19,039 ","30,211 "
"II.B.4.a","Percent of number of part-time employees","326,379 ","15.8% ","16.4% ","18.0% ","12.3% ","37.4% ","43.8% ","56.2% ","35,129 ","2.63% ","4.29% ","3.74% ","2.45% ","5.92% ","5.31% ","5.31% "
"II.B.4.b","Percent of part-time employees at establishments that offer health insurance","63.3% ","16.7%*","17.2%*","55.2% ","91.9% ","97.6% ","28.5% ","90.4% ","5.29% ","6.04%*","9.34%*","13.48% ","5.75% ","2.13% ","6.62% ","4.74% "
"II.B.4.b.(1)","Percent of part-time employees eligible for health insurance at establishments that offer health insurance","41.6% ","suppressed","suppressed","5.1%*","11.8%*","64.7% ","9.3%*","49.5% ","8.64% ","suppressed","suppressed","3.62%*","4.41%*","9.92% ","4.38%*","9.46% "
"II.B.4.b.(1).(a)","Percent of part-time employees eligible for health insurance that are enrolled in health insurance at establishments that offer health insurance","43.7% ","suppressed","0% ","suppressed","suppressed","46.3% ","suppressed","45.0% ","5.41% ","suppressed","0% ","suppressed","suppressed","5.73% ","suppressed","5.49% "
"II.B.4.b.(2)","Percent of part-time employees that are enrolled in health insurance at establishments that offer health insurance","18.2% ","suppressed","0% ","1.7%*","2.4%*","29.9% ","1.5%*","22.3% ","4.85% ","suppressed","0% ","1.23%*","1.05%*","6.24% ","1.19%*","5.47% "
"II.C.1","Average total single premium (in dollars) per enrolled employee at establishments that offer health insurance","8,620 ","9,361 ","8,425 ","8,264 ","8,811 ","8,587 ","8,572 ","8,629 ","180.95 ","1306.59 ","1472.89 ","391.39 ","263.51 ","219.70 ","738.20 ","169.69 "
"II.C.1.a","Average total single premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","8,788 ","suppressed","suppressed","7,387 ","8,062 ","9,374 ","8,282 ","8,912 ","406.49 ","suppressed","suppressed","598.13 ","602.07 ","483.54 ","1022.16 ","422.86 "
"II.C.1.b","Average total single premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","8,632 ","suppressed","10,096 ","8,594 ","8,917 ","8,349 ","9,536 ","8,511 ","191.44 ","suppressed","1516.74 ","562.69 ","309.13 ","191.05 ","921.73 ","167.06 "
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","8,413 ","suppressed","suppressed","8,054 ","9,232 ","8,800 ","suppressed","8,854 ","510.91 ","suppressed","suppressed","570.95 ","490.64 ","659.98 ","suppressed","511.87 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","8,698 ","9,656 ","8,425 ","8,150 ","8,136 ","9,861 ","8,618 ","8,751 ","366.79 ","1390.51 ","1472.89 ","459.97 ","415.79 ","527.98 ","766.00 ","344.13 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","8,577 ","suppressed","suppressed","8,684 ","9,403 ","8,374 ","suppressed","8,587 ","188.44 ","suppressed","suppressed","686.44 ","252.00 ","226.85 ","suppressed","189.86 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","2,025 ","suppressed","suppressed","2,165 ","1,923 ","2,047 ","2,150 ","2,003 ","160.34 ","suppressed","suppressed","293.97 ","221.04 ","249.96 ","279.96 ","181.95 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,312 ","suppressed","suppressed","suppressed","1,423 ","1,177*","suppressed","1,250 ","236.78 ","suppressed","suppressed","suppressed","380.31 ","366.17*","suppressed","273.96 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","2,144 ","suppressed","suppressed","1,959 ","1,834 ","2,233 ","2,424 ","2,106 ","194.21 ","suppressed","suppressed","309.68 ","211.65 ","294.05 ","383.39 ","216.41 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","2,262 ","suppressed","suppressed","suppressed","suppressed","2,106 ","suppressed","2,307 ","314.27 ","suppressed","suppressed","suppressed","suppressed","364.52 ","suppressed","358.41 "
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,988 ","suppressed","suppressed","2,292 ","1,488 ","2,321 ","2,138 ","1,891 ","175.98 ","suppressed","suppressed","323.50 ","269.05 ","349.98 ","287.81 ","216.19 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","2,045 ","suppressed","suppressed","suppressed","2,304 ","2,001 ","suppressed","2,041 ","228.39 ","suppressed","suppressed","suppressed","301.12 ","287.75 ","suppressed","230.46 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","23.5% ","suppressed","23.9% ","26.2% ","21.8% ","23.8% ","25.1% ","23.2% ","1.99% ","suppressed","3.63% ","3.99% ","2.52% ","3.17% ","2.91% ","2.28% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","14.9% ","suppressed","suppressed","suppressed","17.6% ","12.6%*","suppressed","14.0% ","2.77% ","suppressed","suppressed","suppressed","4.14% ","3.91%*","suppressed","3.11% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","24.8% ","suppressed","24.5% ","22.8% ","20.6% ","26.7% ","25.4% ","24.7% ","2.39% ","suppressed","4.71% ","3.51% ","2.56% ","3.69% ","3.65% ","2.70% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","26.9% ","suppressed","suppressed","suppressed","suppressed","23.9% ","suppressed","26.1% ","3.93% ","suppressed","suppressed","suppressed","suppressed","4.88% ","suppressed","4.33% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","22.9% ","suppressed","23.9% ","28.1% ","18.3% ","23.5% ","24.8% ","21.6% ","2.04% ","suppressed","3.63% ","4.75% ","3.69% ","4.05% ","2.99% ","2.66% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","23.8% ","suppressed","suppressed","suppressed","24.5% ","23.9% ","suppressed","23.8% ","2.88% ","suppressed","suppressed","suppressed","3.08% ","3.71% ","suppressed","2.90% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","56.9% ","46.6% ","64.4% ","57.2% ","61.4% ","54.9% ","61.6% ","56.1% ","1.51% ","9.00% ","5.35% ","5.31% ","3.07% ","2.01% ","3.84% ","1.64% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","3.9%*","suppressed","suppressed","0.7%*","5.9%*","2.0%*","8.6%*","3.1%*","1.22%*","suppressed","suppressed","0.69%*","2.85%*","1.40%*","4.06%*","1.23%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","64.0% ","suppressed","0% ","21.4%*","53.3% ","85.6% ","4.0%*","74.4% ","4.51% ","suppressed","0% ","8.83%*","8.33% ","4.03% ","2.35%*","4.45% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","59.9% ","51.8% ","64.4% ","60.0% ","63.4% ","55.1% ","63.1% ","58.0% ","2.79% ","8.35% ","5.35% ","6.60% ","5.59% ","4.35% ","3.74% ","3.72% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","55.3% ","suppressed","suppressed","49.0% ","59.8% ","54.9% ","suppressed","55.5% ","1.83% ","suppressed","suppressed","6.54% ","3.09% ","2.19% ","suppressed","1.83% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","25,181 ","26,694 ","24,322 ","23,839 ","26,498 ","24,944 ","25,071 ","25,195 ","484.87 ","2513.49 ","1839.48 ","2324.03 ","1010.38 ","544.59 ","1339.59 ","520.10 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","25,292 ","suppressed","suppressed","suppressed","24,017 ","26,635 ","suppressed","25,863 ","851.76 ","suppressed","suppressed","suppressed","1238.15 ","1090.04 ","suppressed","879.71 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","25,257 ","suppressed","26,500 ","23,689 ","26,940 ","24,845 ","25,986 ","25,172 ","578.48 ","suppressed","2337.85 ","2754.24 ","1350.76 ","536.48 ","1792.71 ","606.51 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","24,772 ","suppressed","suppressed","25,431 ","27,459 ","24,225 ","24,422 ","24,802 ","1270.84 ","suppressed","suppressed","1052.32 ","1968.05 ","1548.78 ","1907.19 ","1376.73 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","25,765 ","24,228 ","24,322 ","25,262 ","23,528 ","30,043 ","24,067 ","26,577 ","737.91 ","1597.98 ","1839.48 ","1648.24 ","1069.46 ","1288.49 ","1035.52 ","873.29 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","24,914 ","suppressed","suppressed","suppressed","28,982 ","24,178 ","suppressed","24,761 ","580.77 ","suppressed","suppressed","suppressed","1358.19 ","466.51 ","suppressed","559.73 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","7,533 ","suppressed","suppressed","7,342 ","8,305 ","6,848 ","10,963 ","7,102 ","435.60 ","suppressed","suppressed","899.60 ","707.84 ","551.55 ","1995.74 ","412.84 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","4,384 ","suppressed","suppressed","suppressed","7,376 ","suppressed","suppressed","4,352 ","803.43 ","suppressed","suppressed","suppressed","1253.11 ","suppressed","suppressed","848.63 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","7,853 ","suppressed","suppressed","6,453 ","8,465 ","7,125 ","12,717 ","7,281 ","502.31 ","suppressed","suppressed","485.96 ","842.30 ","602.90 ","2478.36 ","446.97 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","8,797 ","suppressed","suppressed","suppressed","suppressed","8,319 ","suppressed","8,393 ","932.78 ","suppressed","suppressed","suppressed","suppressed","995.01 ","suppressed","905.90 "
