"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","15.4% ","12.7%*","8.8%*","8.5%*","14.5% ","24.6% ","10.% ","18.0% ","2.51% ","5.19%*","3.26%*","2.75%*","4.34% ","6.15% ","2.54% ","3.45% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","21.8% ","suppressed","suppressed","suppressed","suppressed","24.2% ","suppressed","23.2% ","3.45% ","suppressed","suppressed","suppressed","suppressed","4.25% ","suppressed","3.80% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","17,453 ","12,085 ","18,174 ","18,756 ","16,381 ","18,236 ","15,739 ","17,926 ","575.48 ","2361.29 ","1568.15 ","1499.25 ","572.92 ","634.28 ","1562.62 ","539.40 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","16,632 ","suppressed","18,174 ","18,649 ","16,403 ","17,422 ","15,182 ","17,249 ","695.88 ","suppressed","1568.15 ","1671.95 ","599.79 ","857.95 ","1677.73 ","644.04 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","18,920 ","suppressed","suppressed","suppressed","suppressed","18,833 ","suppressed","18,840 ","656.56 ","suppressed","suppressed","suppressed","suppressed","724.95 ","suppressed","694.98 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","3,806 ","suppressed","suppressed","6,054 ","4,309 ","3,920 ","2,472*","4,173 ","339.80 ","suppressed","suppressed","1532.74 ","735.27 ","310.83 ","793.69*","354.87 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","3,439 ","suppressed","suppressed","5,806 ","4,339 ","3,301 ","2,045*","4,031 ","481.46 ","suppressed","suppressed","1699.05 ","780.76 ","535.45 ","799.60*","563.00 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,461 ","suppressed","suppressed","suppressed","suppressed","4,374 ","suppressed","4,366 ","358.63 ","suppressed","suppressed","suppressed","suppressed","340.33 ","suppressed","325.17 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","21.8% ","suppressed","suppressed","32.3% ","26.3% ","21.5% ","15.7%*","23.3% ","1.94% ","suppressed","suppressed","8.26% ","4.43% ","1.78% ","4.93%*","2.09% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","20.7% ","suppressed","suppressed","31.1% ","26.5% ","18.9% ","13.5%*","23.4% ","2.87% ","suppressed","suppressed","9.12% ","4.70% ","3.18% ","5.10%*","3.36% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","23.6% ","suppressed","suppressed","suppressed","suppressed","23.2% ","suppressed","23.2% ","2.25% ","suppressed","suppressed","suppressed","suppressed","2.15% ","suppressed","2.06% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","14.5% ","13.5%*","10.8%*","13.5% ","10.6% ","17.5% ","12.4% ","15.2% ","1.28% ","4.55%*","5.27%*","2.67% ","1.53% ","2.03% ","2.71% ","1.43% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","20.4% ","77.5% ","suppressed","26.2%*","14.9%*","3.1%*","63.9% ","8.4%*","4.57% ","12.92% ","suppressed","10.58%*","7.56%*","1.82%*","10.34% ","2.83%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","35.9% ","suppressed","0% ","11.8%*","5.8%*","57.7% ","11.6%*","42.6% ","7.64% ","suppressed","0% ","6.02%*","2.99%*","10.44% ","5.52%*","8.89% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","13.8% ","12.7%*","13.0%*","13.4% ","11.5% ","16.8% ","12.9% ","14.2% ","1.39% ","5.12%*","6.19%*","2.99% ","1.72% ","2.19% ","3.15% ","1.40% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","15.9% ","suppressed","0% ","suppressed","4.5%*","18.1% ","suppressed","16.8% ","2.49% ","suppressed","0% ","suppressed","2.06%*","3.01% ","suppressed","2.73% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","44.0% ","22.6%*","38.0%*","34.5% ","45.1% ","52.8% ","32.9% ","47.8% ","4.73% ","7.67%*","13.74%*","9.37% ","10.98% ","8.09% ","6.67% ","5.88% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","1,124 ","suppressed","suppressed","1,890 ","775*","1,128 ","1,383 ","1,050 ","155.18 ","suppressed","suppressed","320.78 ","343.59*","173.54 ","320.38 ","176.93 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","2,563 ","suppressed","suppressed","3,698 ","3,781 ","2,321 ","suppressed","2,605 ","444.27 ","suppressed","suppressed","707.61 ","1128.98 ","506.76 ","suppressed","494.04 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","64.7% ","61.9% ","45.5% ","68.7% ","77.1% ","61.8% ","62.9% ","65.3% ","4.12% ","8.89% ","12.48% ","9.80% ","7.36% ","6.79% ","6.90% ","4.96% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","18 ","22 ","15 ","19 ","16 ","18 ","19 ","17 ","0.71 ","2.80 ","1.57 ","2.40 ","0.98 ","0.97 ","1.69 ","0.75 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","16.1% ","19.1% ","suppressed","suppressed","14.5% ","17.3% ","14.4% ","16.4% ","1.28% ","0.94% ","suppressed","suppressed","2.06% ","1.79% ","1.62% ","1.47% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","23.6% ","12.1%*","21.2%*","15.1%*","18.0%*","32.2% ","14.5%*","26.7% ","3.51% ","5.80%*","9.72%*","8.59%*","6.22%*","6.34% ","4.41%*","4.47% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","84.5% ","69.6% ","48.9% ","80.8% ","89.9% ","96.5% ","66.9% ","91.7% ","2.94% ","9.64% ","14.28% ","7.88% ","3.99% ","1.62% ","7.63% ","2.38% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","85.0% ","suppressed","suppressed","94.3% ","69.0% ","96.7% ","48.6% ","91.2% ","4.46% ","suppressed","suppressed","3.37% ","15.98% ","2.19% ","11.17% ","4.32% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","2,949 ","2,891 ","3,515 ","3,045 ","2,521 ","3,087 ","3,232 ","2,866 ","141.35 ","405.93 ","504.00 ","297.38 ","279.35 ","207.28 ","299.85 ","158.50 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","7,110 ","suppressed","suppressed","8,158 ","6,917 ","6,969 ","7,999 ","7,029 ","636.42 ","suppressed","suppressed","705.86 ","497.64 ","850.31 ","1207.05 ","678.76 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","15.5% ","12.1%*","5.4%*","21.1%*","13.4%*","17.6%*","14.4% ","15.9% ","2.92% ","6.58%*","3.97%*","7.40%*","5.87%*","5.45%*","4.25% ","3.73% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","37.0% ","0% ","suppressed","0% ","suppressed","66.8% ","0% ","50.5% ","9.54% ","0% ","suppressed","0% ","suppressed","12.72% ","0% ","11.24% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","22.9% ","39.3% ","22.6%*","23.0%*","35.6% ","10.9% ","34.7% ","18.2% ","3.49% ","8.26% ","9.80%*","11.16%*","9.04% ","3.13% ","7.61% ","3.41% "
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","12.5% ","10.7%*","32.7%*","24.0%*","6.8%*","5.8%*","16.3%*","10.9% ","3.02% ","6.44%*","15.90%*","9.13%*","3.11%*","2.99%*","7.04%*","3.04% "
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","27.4% ","19.8%*","10.1%*","9.9%*","33.3%*","38.5% ","16.7% ","31.6% ","4.46% ","7.09%*","5.87%*","5.22%*","12.95%*","7.12% ","4.65% ","5.81% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","21.8% ","18.1%*","29.2%*","21.9%*","11.0%*","27.3%*","17.9% ","23.4% ","4.47% ","7.51%*","11.55%*","10.49%*","4.45%*","8.89%*","5.10% ","5.85% "
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","5.7%*","0% ","0% ","0% ","5.2%*","11.8%*","0% ","8.0%*","2.07%*","0% ","0% ","0% ","4.72%*","4.50%*","0% ","2.89%*"
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","9.7% ","12.1%*","5.4%*","21.1%*","8.2%*","5.8%*","14.4% ","7.9% ","1.99% ","6.58%*","3.97%*","7.40%*","3.59%*","2.71%*","4.25% ","2.24% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","12.9% ","0% ","suppressed","20.7%*","15.1%*","12.9%*","7.5%*","13.9% ","3.33% ","0% ","suppressed","9.26%*","7.43%*","4.65%*","3.75%*","3.86% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","54.6% ","suppressed","suppressed","0% ","suppressed","71.3% ","0% ","59.6% ","11.32% ","suppressed","suppressed","0% ","suppressed","11.71% ","0% ","11.63% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","14.7% ","suppressed","suppressed","3.0%*","26.9%*","5.9%*","42.2% ","10.%*","4.05% ","suppressed","suppressed","2.12%*","12.61%*","3.09%*","12.08% ","3.59%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","13.7% ","suppressed","suppressed","28.9%*","13.9%*","12.3%*","10.3%*","14.3% ","3.62% ","suppressed","suppressed","11.75%*","6.49%*","5.02%*","5.22%*","4.14% "
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","38.6% ","suppressed","0% ","11.1%*","37.0% ","47.1% ","18.0%*","42.1% ","7.55% ","suppressed","0% ","5.97%*","10.05% ","10.35% ","7.24%*","8.39% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","20.1%*","0% ","suppressed","36.2%*","7.0%*","21.7%*","22.0%*","19.8%*","6.54%*","0% ","suppressed","16.15%*","3.59%*","10.01%*","9.03%*","7.49%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","7.1%*","0% ","0% ","0% ","7.3%*","9.2%*","0% ","8.3%*","2.67%*","0% ","0% ","0% ","6.56%*","3.84%*","0% ","3.13%*"
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","5.9% ","0% ","suppressed","20.7%*","7.8%*","3.7%*","7.5%*","5.6%*","1.74% ","0% ","suppressed","9.26%*","3.80%*","1.87%*","3.75%*","1.93%*"
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","64.8% ","60.7% ","56.7% ","66.5% ","74.9% ","61.8% ","65.1% ","64.6% ","4.08% ","9.21% ","13.51% ","9.75% ","7.58% ","6.76% ","6.74% ","4.95% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","22 ","30 ","15 ","23 ","17 ","24 ","24 ","21 ","1.68 ","6.17 ","1.50 ","3.91 ","1.22 ","3.08 ","3.36 ","1.94 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","16.5% ","17.6% ","suppressed","suppressed","14.4% ","17.5% ","16.0% ","16.6% ","1.14% ","1.72% ","suppressed","suppressed","1.96% ","1.64% ","1.39% ","1.36% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","26.4% ","17.2%*","26.9%*","16.8%*","19.2%*","35.0% ","19.2% ","28.8% ","3.72% ","6.64%*","10.45%*","8.60%*","6.25%*","6.94% ","4.85% ","4.73% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","9.8% ","16.4%*","14.8%*","14.2%*","10.2%*","5.6%*","20.2% ","6.3%*","2.03% ","7.64%*","7.42%*","5.54%*","5.97%*","1.93%*","4.99% ","2.02%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","7.4%*","14.6%*","suppressed","suppressed","3.4%*","9.2%*","8.2%*","7.1%*","3.04%*","5.80%*","suppressed","suppressed","2.19%*","6.36%*","2.75%*","3.97%*"
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","145 ","223 ","suppressed","suppressed","82 ","97 ","192 ","95 ","23.58 ","12.83 ","suppressed","suppressed","6.91 ","11.04 ","38.99 ","9.11 "
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","527*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","224.49*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","17.0% ","15.9% ","14.3% ","17.2% ","17.5% ","17.3% ","16.3% ","17.2% ","0.78% ","1.47% ","1.88% ","1.88% ","1.01% ","1.41% ","1.30% ","0.93% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","77.3% ","62.6% ","63.1% ","75.6% ","83.9% ","80.6% ","66.0% ","81.1% ","3.95% ","8.78% ","13.71% ","7.87% ","6.63% ","6.86% ","6.59% ","4.76% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","10.7% ","13.1%*","15.6%*","22.1%*","13.4%*","4.0%*","19.3% ","7.8%*","2.43% ","6.06%*","10.09%*","7.52%*","7.50%*","1.79%*","5.32% ","2.63%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","440 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","75.56 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","14.7% ","8.9%*","5.8%*","19.1%*","13.2%*","16.7%*","12.4% ","15.5% ","2.81% ","4.81%*","4.18%*","6.18%*","5.28%*","5.20%*","3.54% ","3.57% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","71.0% ","41.3% ","77.1% ","52.5% ","59.1% ","88.5% ","53.9% ","76.8% ","3.79% ","8.14% ","9.73% ","10.11% ","9.04% ","4.12% ","6.41% ","4.28% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","78.6% ","72.8% ","92.3% ","66.4% ","57.8% ","85.9% ","84.4% ","77.2% ","5.01% ","11.13% ","4.89% ","11.94% ","17.17% ","4.65% ","4.94% ","6.06% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","2,689 ","suppressed","suppressed","2,265 ","2,452 ","2,789 ","2,711 ","2,682 ","207.64 ","suppressed","suppressed","302.27 ","360.69 ","266.00 ","564.45 ","209.75 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","5,581 ","suppressed","4,788 ","3,954 ","2,391 ","5,888 ","suppressed","5,387 ","754.04 ","suppressed","219.95 ","569.51 ","376.02 ","1047.14 ","suppressed","854.50 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","5,682 ","suppressed","suppressed","suppressed","4,082 ","5,877 ","6,674 ","5,514 ","779.67 ","suppressed","suppressed","suppressed","1071.30 ","1054.77 ","1258.33 ","869.72 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","120 ","suppressed","suppressed","suppressed","suppressed","suppressed","114 ","suppressed","7.05 ","suppressed","suppressed","suppressed","suppressed","suppressed","0.93 ","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","32.7% ","26.5% ","suppressed","25.2% ","28.9% ","35.5% ","32.0% ","32.9% ","1.60% ","1.81% ","suppressed","4.52% ","3.47% ","2.09% ","3.84% ","1.76% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","4,023 ","suppressed","suppressed","suppressed","2,852 ","4,175 ","5,644 ","3,786 ","359.16 ","suppressed","suppressed","suppressed","769.81 ","397.80 ","982.00 ","364.47 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","9,592 ","suppressed","suppressed","suppressed","suppressed","9,612 ","suppressed","9,401 ","1492.91 ","suppressed","suppressed","suppressed","suppressed","2080.69 ","suppressed","1715.41 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","9,439 ","suppressed","suppressed","suppressed","suppressed","8,914 ","suppressed","9,321 ","829.01 ","suppressed","suppressed","suppressed","suppressed","818.35 ","suppressed","864.04 "

