"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","17.8% ","suppressed","suppressed","31.4% ","suppressed","17.1% ","suppressed","14.9%*","5.24% ","suppressed","suppressed","4.74% ","suppressed","2.17% ","suppressed","5.58%*"
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","25.2% ","suppressed","suppressed","43.7% ","20.8% ","25.6% ","28.4% ","24.3% ","3.10% ","suppressed","suppressed","4.29% ","4.47% ","5.16% ","6.80% ","3.52% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","22.5% ","suppressed","suppressed","suppressed","18.1% ","32.1% ","suppressed","25.8% ","4.62% ","suppressed","suppressed","suppressed","2.74% ","6.07% ","suppressed","4.50% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","23.3% ","suppressed","suppressed","40.2% ","17.6%*","25.6% ","23.8% ","23.0% ","4.36% ","suppressed","suppressed","4.45% ","7.85%*","7.40% ","5.71% ","6.04% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","22.3% ","suppressed","suppressed","suppressed","15.8% ","24.7% ","32.9% ","21.0% ","3.02% ","suppressed","suppressed","suppressed","3.69% ","4.45% ","5.38% ","3.29% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","51.4% ","66.6% ","59.1% ","66.9% ","44.6% ","51.0% ","64.8% ","48.6% ","3.13% ","9.40% ","7.84% ","5.23% ","6.51% ","2.19% ","4.97% ","3.53% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","16.1%*","53.7% ","41.2%*","suppressed","21.8%*","2.2%*","32.4% ","11.5%*","6.29%*","13.99% ","18.71%*","suppressed","15.88%*","1.20%*","9.20% ","7.85%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","49.0% ","28.8%*","19.5%*","26.1%*","45.4%*","70.4% ","26.8%*","55.3% ","6.61% ","13.02%*","11.37%*","13.97%*","13.68%*","9.24% ","9.81%*","8.09% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","59.7% ","66.4% ","59.6% ","69.1% ","59.3% ","51.4% ","65.3% ","57.4% ","3.61% ","12.70% ","8.63% ","7.03% ","7.29% ","2.65% ","6.53% ","4.41% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","44.9% ","suppressed","suppressed","61.3% ","34.4% ","50.8% ","63.5% ","43.2% ","3.49% ","suppressed","suppressed","3.64% ","4.48% ","2.85% ","5.77% ","3.57% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","29,666 ","25,942 ","26,492 ","29,008 ","31,728 ","27,333 ","26,238 ","30,043 ","822.59 ","1510.03 ","2222.02 ","2613.06 ","1342.35 ","879.97 ","993.82 ","894.30 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","29,972 ","suppressed","suppressed","suppressed","32,205 ","27,558 ","28,102 ","30,447 ","1252.78 ","suppressed","suppressed","suppressed","1991.98 ","647.92 ","1287.45 ","1481.55 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","30,040 ","suppressed","suppressed","suppressed","31,814 ","27,790 ","25,279 ","30,359 ","1086.87 ","suppressed","suppressed","suppressed","1603.71 ","1185.09 ","1523.68 ","1137.05 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","27,331 ","28,731 ","suppressed","26,354 ","30,563 ","25,121 ","25,927 ","27,660 ","1583.59 ","584.13 ","suppressed","810.39 ","3192.97 ","1331.49 ","1959.42 ","1887.30 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","29,516 ","25,885 ","25,779 ","30,229 ","33,640 ","25,961 ","25,966 ","30,580 ","1303.80 ","1705.56 ","2196.67 ","3442.91 ","2620.34 ","1167.63 ","1187.86 ","1625.36 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","29,747 ","suppressed","suppressed","suppressed","31,026 ","27,960 ","27,465 ","29,812 ","1101.36 ","suppressed","suppressed","suppressed","1546.53 ","1191.77 ","1418.35 ","1126.99 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","7,053 ","suppressed","suppressed","13,377 ","5,682 ","7,694 ","9,849 ","6,745 ","1092.17 ","suppressed","suppressed","2578.39 ","1608.57 ","878.27 ","1231.61 ","1164.51 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","10,834 ","suppressed","suppressed","suppressed","suppressed","7,161 ","10,383 ","10,949 ","1444.99 ","suppressed","suppressed","suppressed","suppressed","623.57 ","916.43 ","1785.56 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,210 ","suppressed","suppressed","suppressed","4,784*","7,883 ","9,336 ","6,000 ","1247.43 ","suppressed","suppressed","suppressed","1525.67*","1156.02 ","1714.02 ","1288.61 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","7,748 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","7,176 ","1161.19 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","1175.55 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","10,072 ","suppressed","suppressed","suppressed","10,708 ","8,141 ","9,645 ","10,200 ","949.62 ","suppressed","suppressed","suppressed","1296.83 ","2204.70 ","1467.49 ","1153.87 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","5,414 ","suppressed","suppressed","suppressed","3,834*","7,489 ","suppressed","5,261 ","1174.31 ","suppressed","suppressed","suppressed","1372.45*","807.70 ","suppressed","1175.63 "
