"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","4,829 ","suppressed","suppressed","5,283 ","4,376 ","4,287 ","8,221*","4,353 ","459.03 ","suppressed","suppressed","635.19 ","753.70 ","323.74 ","2534.77*","307.08 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,191 ","suppressed","suppressed","4,856 ","4,528 ","3,585 ","8,687*","4,280 ","940.17 ","suppressed","suppressed","569.74 ","1014.96 ","681.00 ","3137.42*","564.29 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,535 ","suppressed","suppressed","suppressed","suppressed","4,438 ","suppressed","4,402 ","337.77 ","suppressed","suppressed","suppressed","suppressed","348.40 ","suppressed","331.66 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","25.5% ","suppressed","suppressed","32.9% ","23.1% ","22.0% ","44.5% ","22.9% ","2.45% ","suppressed","suppressed","4.52% ","5.20% ","1.07% ","11.31% ","1.77% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","27.7% ","suppressed","suppressed","29.7% ","22.8% ","19.9% ","44.4%*","23.1% ","5.35% ","suppressed","suppressed","3.90% ","6.80% ","2.68% ","13.54%*","4.08% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","23.8% ","suppressed","suppressed","suppressed","23.8% ","22.4% ","suppressed","22.8% ","1.29% ","suppressed","suppressed","suppressed","4.69% ","1.11% ","suppressed","1.14% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","15.3% ","suppressed","15.3%*","13.0% ","15.3% ","16.4% ","11.2% ","16.2% ","1.04% ","suppressed","5.06%*","2.31% ","2.84% ","0.98% ","2.73% ","1.13% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","3.9%*","suppressed","1.6%*","8.8%*","0.5%*","1.1%*","24.7%*","1.0%*","1.78%*","suppressed","1.71%*","6.37%*","0.37%*","1.08%*","13.02%*","0.68%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","55.1% ","suppressed","suppressed","10.%*","30.8%*","82.3% ","24.7%*","59.4% ","5.83% ","suppressed","suppressed","6.50%*","12.83%*","6.12% ","14.49%*","6.26% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","14.5% ","suppressed","12.7%*","14.2% ","14.2% ","19.3% ","10.1% ","16.4% ","1.85% ","suppressed","5.94%*","2.54% ","3.43% ","3.00% ","2.99% ","2.33% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","16.0% ","suppressed","suppressed","suppressed","18.6% ","15.9% ","suppressed","16.0% ","1.07% ","suppressed","suppressed","suppressed","3.74% ","1.06% ","suppressed","1.06% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","95.1% ","78.4% ","96.3% ","97.6% ","95.2% ","95.3% ","93.9% ","95.3% ","1.71% ","11.25% ","3.59% ","2.11% ","2.93% ","2.86% ","2.87% ","1.97% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,665 ","suppressed","3,390 ","4,054 ","2,868 ","1,799 ","3,678 ","2,425 ","130.70 ","suppressed","315.34 ","396.46 ","212.12 ","129.85 ","250.73 ","151.76 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,278 ","suppressed","6,890 ","8,383 ","5,402 ","3,189 ","6,861 ","3,898 ","273.29 ","suppressed","652.12 ","1129.72 ","689.73 ","238.56 ","474.39 ","288.39 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","54.9% ","suppressed","60.2% ","68.2% ","52.0% ","52.7% ","58.1% ","54.3% ","4.15% ","suppressed","12.75% ","9.26% ","9.41% ","5.74% ","7.80% ","4.74% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","26 ","suppressed","34 ","33 ","31 ","18 ","33 ","24 ","1.50 ","suppressed","3.59 ","2.58 ","2.68 ","1.58 ","1.92 ","1.74 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","21.1% ","suppressed","28.8% ","33.7% ","21.1% ","16.3% ","29.7% ","19.6% ","1.40% ","suppressed","5.38% ","4.88% ","0.62% ","1.01% ","2.93% ","1.55% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","39.1% ","suppressed","37.9%*","42.0% ","35.3% ","41.3% ","35.4% ","39.9% ","3.93% ","suppressed","12.66%*","11.19% ","7.07% ","5.99% ","7.66% ","4.47% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","95.8% ","81.1% ","87.9% ","88.4% ","97.7% ","100% ","88.0% ","97.7% ","1.65% ","11.31% ","10.51% ","7.30% ","1.53% ","0% ","5.55% ","1.51% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","97.2% ","suppressed","97.3% ","86.8% ","94.7% ","99.9% ","90.8% ","98.1% ","1.31% ","suppressed","2.78% ","8.70% ","5.05% ","0.06% ","4.88% ","1.32% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,235 ","suppressed","6,600 ","6,613 ","5,273 ","4,474 ","6,729 ","4,909 ","152.05 ","suppressed","361.86 ","477.44 ","222.71 ","205.06 ","371.19 ","166.81 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,200 ","suppressed","11,542 ","13,615 ","10,130 ","8,302 ","11,881 ","8,840 ","484.40 ","suppressed","1505.09 ","1083.45 ","827.74 ","604.92 ","1003.37 ","521.15 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","71.8% ","suppressed","83.8% ","85.1% ","74.2% ","64.3% ","80.0% ","69.8% ","3.86% ","suppressed","7.94% ","6.34% ","7.41% ","6.31% ","6.06% ","4.59% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","52.7% ","suppressed","20.8%*","40.4% ","60.3% ","62.1% ","31.0% ","58.7% ","5.05% ","suppressed","10.26%*","10.85% ","9.16% ","8.49% ","7.66% ","5.89% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","7.4% ","suppressed","suppressed","suppressed","5.1%*","9.2%*","7.1%*","7.4%*","2.15% ","suppressed","suppressed","suppressed","2.85%*","4.10%*","3.28%*","2.55%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","6.2% ","0% ","0% ","0.9%*","3.2%*","11.9% ","0.7%*","7.5% ","1.55% ","0% ","0% ","0.91%*","1.52%*","3.43% ","0.73%*","1.94% "
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","11.5% ","suppressed","6.4%*","7.2%*","12.4%*","14.2%*","7.2%*","12.6% ","2.86% ","suppressed","5.28%*","4.89%*","5.92%*","4.70%*","4.37%*","3.39% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","3.2%*","suppressed","suppressed","suppressed","5.2%*","0.5%*","5.0%*","2.7%*","1.41%*","suppressed","suppressed","suppressed","3.77%*","0.27%*","3.60%*","1.51%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","37.8% ","suppressed","17.4%*","34.4% ","44.7% ","40.0% ","24.8% ","40.9% ","4.24% ","suppressed","8.87%*","9.63% ","9.23% ","5.70% ","6.42% ","4.94% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","34.0% ","suppressed","66.4% ","50.8% ","29.5% ","24.4% ","55.2% ","28.8% ","3.98% ","suppressed","10.33% ","9.92% ","6.51% ","6.59% ","7.41% ","4.50% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","64.8% ","suppressed","90.7% ","91.1% ","62.9% ","60.3% ","81.5% ","62.4% ","5.08% ","suppressed","5.84% ","5.22% ","11.10% ","6.81% ","5.98% ","5.68% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","69.4% ","0% ","suppressed","52.6% ","76.8% ","79.6% ","31.8%*","76.5% ","4.91% ","0% ","suppressed","13.74% ","7.29% ","6.04% ","10.32%*","4.88% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","9.8%*","suppressed","suppressed","suppressed","8.8%*","11.5%*","suppressed","10.5%*","3.68%*","suppressed","suppressed","suppressed","5.64%*","5.37%*","suppressed","4.18%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","11.7% ","suppressed","0% ","1.9%*","6.2%*","15.4% ","suppressed","12.8% ","2.84% ","suppressed","0% ","1.93%*","5.07%*","4.07% ","suppressed","3.21% "
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","11.7% ","suppressed","suppressed","suppressed","19.0%*","10.9%*","7.7%*","12.3%*","3.36% ","suppressed","suppressed","suppressed","10.11%*","4.03%*","4.07%*","3.78%*"
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","2.0%*","0% ","suppressed","0% ","suppressed","1.9%*","1.9%*","2.1%*","1.14%*","0% ","suppressed","0% ","suppressed","1.45%*","1.93%*","1.27%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","45.0% ","0% ","suppressed","48.0% ","48.3% ","48.0% ","25.9%*","47.7% ","5.18% ","0% ","suppressed","13.43% ","10.66% ","7.00% ","8.44%*","5.77% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","19.8% ","suppressed","69.6% ","43.2% ","14.6%*","12.3% ","55.6% ","14.7% ","3.26% ","suppressed","13.40% ","12.18% ","4.65%*","3.68% ","9.72% ","3.08% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","57.9% ","suppressed","62.1% ","75.5% ","57.6% ","53.1% ","63.1% ","56.8% ","4.04% ","suppressed","11.94% ","8.31% ","8.48% ","6.06% ","7.36% ","4.65% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","48 ","56 ","70 ","62 ","54 ","36 ","64 ","45 ","2.63 ","4.54 ","6.25 ","5.78 ","4.85 ","2.94 ","3.36 ","3.10 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","21.0% ","suppressed","suppressed","34.0% ","21.6% ","16.6% ","30.4% ","19.3% ","1.32% ","suppressed","suppressed","5.27% ","1.40% ","1.04% ","3.19% ","1.36% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","35.5% ","suppressed","34.3%*","29.5%*","33.0% ","39.3% ","31.6% ","36.3% ","3.74% ","suppressed","11.83%*","9.64%*","6.99% ","5.83% ","7.25% ","4.28% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","2.8%*","0% ","0% ","suppressed","suppressed","suppressed","suppressed","2.8%*","1.53%*","0% ","0% ","suppressed","suppressed","suppressed","suppressed","1.72%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","8.9% ","suppressed","7.4%*","15.3%*","suppressed","8.6%*","11.5%*","8.3% ","2.25% ","suppressed","7.18%*","7.11%*","suppressed","3.57%*","5.14%*","2.49% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","210 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","17.27 "
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","566 ","suppressed","suppressed","suppressed","suppressed","237 ","suppressed","582*","162.75 ","suppressed","suppressed","suppressed","suppressed","34.73 ","suppressed","202.40*"
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","21.1% ","28.2% ","26.4% ","26.0% ","20.3% ","19.4% ","27.2% ","20.1% ","0.69% ","3.98% ","2.59% ","2.89% ","0.91% ","0.88% ","1.48% ","0.75% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","89.5% ","suppressed","90.7% ","82.4% ","89.5% ","93.3% ","80.9% ","91.2% ","2.24% ","suppressed","7.37% ","7.52% ","4.12% ","3.04% ","6.03% ","2.38% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","3.5%*","0% ","12.5%*","suppressed","6.3%*","0.6%*","6.0%*","3.0%*","1.26%*","0% ","9.83%*","suppressed","3.33%*","0.43%*","4.47%*","1.20%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","100 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","0.00 ","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","69.3% ","suppressed","86.1% ","85.8% ","71.7% ","62.0% ","81.0% ","67.0% ","3.99% ","suppressed","6.91% ","5.66% ","8.23% ","6.03% ","5.44% ","4.66% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","73.1% ","suppressed","65.6% ","85.4% ","79.3% ","68.9% ","68.9% ","74.0% ","3.39% ","suppressed","12.94% ","6.04% ","5.50% ","5.34% ","7.33% ","3.80% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","86.5% ","suppressed","100% ","99.0% ","88.7% ","80.1% ","94.1% ","85.1% ","3.04% ","suppressed","0% ","1.07% ","6.05% ","5.34% ","3.54% ","3.58% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","6,078 ","suppressed","6,942 ","8,440 ","7,083 ","3,779 ","7,288 ","5,770 ","417.06 ","suppressed","836.72 ","1080.06 ","694.02 ","192.54 ","896.55 ","485.00 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","10,240 ","suppressed","suppressed","16,595 ","11,507 ","7,163 ","15,708 ","9,656 ","792.55 ","suppressed","suppressed","2214.06 ","1361.99 ","576.81 ","2744.88 ","794.91 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","10,154 ","suppressed","14,464 ","18,706 ","12,465 ","7,342 ","15,192 ","9,359 ","689.40 ","suppressed","1773.17 ","2965.09 ","1550.95 ","407.42 ","2015.94 ","693.83 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","487 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","17.63 ","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","38.8% ","52.7% ","41.6% ","48.3% ","36.9% ","35.9% ","47.1% ","37.3% ","1.06% ","2.87% ","4.31% ","2.90% ","2.10% ","1.17% ","2.37% ","1.16% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","8,682 ","suppressed","13,530 ","10,806 ","9,612 ","6,194 ","11,782 ","8,036 ","384.57 ","suppressed","2394.52 ","810.14 ","569.04 ","376.88 ","1083.27 ","413.33 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","18,125 ","suppressed","suppressed","23,299 ","21,060 ","14,153 ","suppressed","17,552 ","1190.58 ","suppressed","suppressed","3429.96 ","1437.01 ","1425.68 ","suppressed","1202.89 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","14,908 ","suppressed","suppressed","23,267 ","18,635 ","11,773 ","22,801 ","13,852 ","901.28 ","suppressed","suppressed","2323.59 ","1405.61 ","951.74 ","2461.29 ","917.74 "

