"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","19.5% ","suppressed","suppressed","suppressed","suppressed","18.6% ","suppressed","18.2% ","4.66% ","suppressed","suppressed","suppressed","suppressed","1.45% ","suppressed","1.96% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","22.4% ","suppressed","suppressed","23.4% ","21.3% ","17.4% ","26.8% ","20.3% ","1.87% ","suppressed","suppressed","3.01% ","2.80% ","1.41% ","3.89% ","1.96% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","17.1% ","suppressed","suppressed","suppressed","17.6% ","16.1% ","suppressed","16.9% ","1.44% ","suppressed","suppressed","suppressed","3.04% ","1.59% ","suppressed","1.46% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","54.8% ","64.4% ","76.3% ","63.4% ","58.1% ","46.6% ","68.3% ","52.4% ","2.21% ","9.73% ","7.25% ","4.33% ","2.54% ","3.13% ","4.61% ","2.35% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","17.6% ","44.9%*","suppressed","17.5%*","17.0%*","11.2%*","32.4% ","14.0% ","3.23% ","14.14%*","suppressed","8.37%*","7.08%*","3.48%*","8.03% ","3.48% "
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","56.3% ","5.9%*","suppressed","13.7%*","61.3% ","85.7% ","20.0%*","65.0% ","4.52% ","4.42%*","suppressed","6.34%*","7.73% ","4.39% ","6.54%*","5.24% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","64.0% ","64.0% ","85.6% ","62.7% ","65.6% ","55.7% ","67.6% ","62.2% ","2.87% ","10.24% ","7.01% ","4.88% ","3.57% ","5.30% ","5.42% ","3.31% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","49.4% ","suppressed","suppressed","68.7% ","54.2% ","45.4% ","71.3% ","48.3% ","2.66% ","suppressed","suppressed","6.91% ","3.20% ","3.35% ","7.32% ","2.68% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","26,110 ","27,391 ","suppressed","23,296 ","24,594 ","27,945 ","22,476 ","26,661 ","709.74 ","2142.22 ","suppressed","2423.36 ","1294.63 ","848.48 ","2443.68 ","729.20 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","22,166 ","suppressed","suppressed","suppressed","20,418 ","26,891 ","suppressed","24,055 ","1736.60 ","suppressed","suppressed","suppressed","1759.78 ","1216.16 ","suppressed","1431.41 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","27,407 ","29,168 ","30,489 ","26,338 ","25,835 ","28,166 ","26,404 ","27,532 ","763.68 ","2910.91 ","2170.85 ","2523.54 ","1232.62 ","1120.24 ","2455.71 ","806.57 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","23,157 ","suppressed","suppressed","suppressed","suppressed","27,472 ","suppressed","24,246 ","2134.45 ","suppressed","suppressed","suppressed","suppressed","1037.79 ","suppressed","2058.62 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","23,650 ","27,817 ","16,692 ","22,255 ","24,457 ","22,974 ","23,401 ","23,808 ","1412.90 ","2197.00 ","729.39 ","2574.00 ","1853.52 ","2400.74 ","2493.75 ","1696.51 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","27,051 ","suppressed","suppressed","suppressed","24,629 ","28,303 ","suppressed","27,350 ","803.60 ","suppressed","suppressed","suppressed","1573.29 ","888.57 ","suppressed","787.21 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","6,892 ","suppressed","suppressed","12,477 ","6,453 ","5,819 ","6,288 ","6,983 ","704.65 ","suppressed","suppressed","1939.37 ","417.33 ","866.62 ","1776.73 ","771.16 "
