"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","6,214 ","suppressed","suppressed","suppressed","3,287*","5,988 ","suppressed","6,027 ","718.12 ","suppressed","suppressed","suppressed","1222.90*","747.45 ","suppressed","738.04 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","27.0% ","suppressed","30.4% ","44.5% ","17.6% ","27.2% ","33.3% ","25.9% ","2.22% ","suppressed","8.52% ","7.08% ","4.24% ","2.58% ","6.03% ","2.36% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","40.2% ","suppressed","suppressed","66.2% ","25.5% ","28.1% ","51.3% ","33.9% ","4.44% ","suppressed","suppressed","7.59% ","2.81% ","4.11% ","6.87% ","5.09% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","25.8% ","suppressed","suppressed","suppressed","17.8%*","27.6% ","25.4% ","25.8% ","2.45% ","suppressed","suppressed","suppressed","5.64%*","2.75% ","6.56% ","2.64% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","19.0% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","20.6%*","5.50% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","6.20%*"
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","29.9% ","suppressed","suppressed","32.4% ","18.8% ","47.1% ","32.7% ","28.7% ","4.17% ","suppressed","suppressed","6.99% ","5.16% ","9.06% ","7.44% ","4.96% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","25.4% ","suppressed","suppressed","suppressed","15.5%*","24.1% ","suppressed","24.8% ","2.54% ","suppressed","suppressed","suppressed","6.73%*","2.31% ","suppressed","2.62% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","27.1% ","suppressed","30.8% ","21.6% ","26.6% ","28.9% ","23.1% ","28.0% ","1.77% ","suppressed","5.35% ","3.75% ","4.28% ","2.32% ","3.51% ","2.01% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","11.0%*","suppressed","suppressed","8.2%*","36.1%*","0.6%*","14.1%*","10.4%*","4.14%*","suppressed","suppressed","6.86%*","13.66%*","0.47%*","6.55%*","4.76%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","62.7% ","suppressed","23.1%*","32.4%*","39.5%*","84.9% ","22.4%*","70.1% ","5.47% ","suppressed","13.05%*","13.76%*","11.90%*","4.46% ","8.62%*","5.69% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","23.0% ","suppressed","30.7% ","18.6% ","25.1% ","23.2% ","21.1% ","24.1% ","2.40% ","suppressed","6.12% ","3.44% ","5.51% ","1.84% ","3.90% ","3.06% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","30.3% ","suppressed","suppressed","suppressed","29.2% ","30.2% ","suppressed","30.1% ","2.33% ","suppressed","suppressed","suppressed","5.18% ","2.76% ","suppressed","2.42% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","16,678 ","suppressed","17,041 ","17,847 ","15,722 ","16,557 ","17,546 ","16,469 ","460.66 ","suppressed","2078.98 ","1174.71 ","711.44 ","501.37 ","1459.83 ","405.82 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","16,482 ","suppressed","suppressed","16,971 ","16,653 ","14,095 ","17,105 ","16,033 ","906.06 ","suppressed","suppressed","1471.03 ","1065.95 ","1025.23 ","1713.89 ","769.44 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","16,816 ","suppressed","suppressed","20,845 ","14,537 ","16,996 ","21,032 ","16,653 ","490.62 ","suppressed","suppressed","331.67 ","907.24 ","573.40 ","991.56 ","491.47 "
