"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,882 ","suppressed","suppressed","suppressed","6,018 ","4,646 ","suppressed","4,871 ","329.64 ","suppressed","suppressed","suppressed","1447.51 ","276.80 ","suppressed","330.58 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","27.7% ","suppressed","suppressed","36.5% ","31.0% ","26.1% ","27.1% ","27.7% ","2.69% ","suppressed","suppressed","3.78% ","4.80% ","3.53% ","8.02% ","2.86% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","29.1% ","suppressed","suppressed","37.2% ","27.1% ","29.1%*","26.8%*","30.1% ","6.72% ","suppressed","suppressed","4.41% ","4.18% ","15.20%*","8.23%*","8.98% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","26.8% ","suppressed","suppressed","suppressed","33.2% ","25.3% ","suppressed","26.8% ","1.94% ","suppressed","suppressed","suppressed","7.01% ","1.80% ","suppressed","1.94% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.3% ","suppressed","suppressed","16.2% ","13.0% ","22.8% ","13.0% ","19.4% ","1.47% ","suppressed","suppressed","2.36% ","2.38% ","1.97% ","2.98% ","1.63% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","8.4%*","suppressed","suppressed","11.1%*","suppressed","2.9%*","46.5%*","3.2%*","2.84%*","suppressed","suppressed","5.32%*","suppressed","1.53%*","14.17%*","1.29%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","62.2% ","0% ","0% ","17.6%*","60.1% ","77.8% ","2.7%*","70.3% ","6.93% ","0% ","0% ","9.60%*","10.65% ","10.29% ","1.97%*","7.75% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","16.7% ","suppressed","suppressed","16.6% ","13.4% ","19.4% ","16.4% ","16.8% ","1.89% ","suppressed","suppressed","2.81% ","2.36% ","3.56% ","3.20% ","2.33% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","19.5% ","0% ","suppressed","suppressed","12.7% ","24.1% ","1.5%*","20.8% ","2.16% ","0% ","suppressed","suppressed","3.55% ","2.36% ","1.18%*","2.22% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","91.5% ","96.9% ","92.3% ","95.6% ","85.8% ","92.4% ","93.5% ","91.1% ","2.22% ","3.23% ","6.19% ","2.60% ","7.85% ","1.34% ","2.87% ","2.60% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,363 ","1,918 ","suppressed","2,483 ","2,562 ","2,287 ","2,276 ","2,381 ","110.31 ","332.68 ","suppressed","182.99 ","337.20 ","129.85 ","233.36 ","123.62 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,312 ","suppressed","4,692 ","4,717 ","4,998 ","4,173 ","3,664 ","4,493 ","355.54 ","suppressed","269.57 ","528.32 ","1040.23 ","333.62 ","551.05 ","416.02 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","56.5% ","74.4% ","suppressed","60.5% ","66.5% ","48.1% ","61.5% ","55.5% ","3.60% ","11.24% ","suppressed","8.05% ","8.42% ","4.93% ","7.96% ","4.01% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","30 ","29 ","33 ","32 ","31 ","28 ","30 ","30 ","0.89 ","3.06 ","3.86 ","2.15 ","1.55 ","1.46 ","1.82 ","1.01 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","21.5% ","suppressed","29.5% ","19.9% ","20.9% ","21.2% ","25.1% ","20.9% ","0.70% ","suppressed","0.61% ","1.68% ","0.72% ","0.91% ","2.09% ","0.74% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","31.7% ","suppressed","suppressed","25.2%*","21.8% ","40.1% ","25.0%*","33.0% ","3.29% ","suppressed","suppressed","8.62%*","6.06% ","4.83% ","7.66%*","3.62% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","95.3% ","suppressed","91.9% ","96.1% ","94.9% ","98.1% ","86.5% ","97.1% ","1.36% ","suppressed","6.02% ","2.30% ","2.82% ","1.55% ","5.17% ","1.24% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","95.2% ","88.7% ","94.5% ","90.4% ","95.7% ","97.6% ","89.2% ","96.9% ","1.48% ","8.88% ","6.28% ","5.91% ","2.74% ","1.19% ","5.60% ","1.17% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,115 ","suppressed","4,473 ","5,157 ","4,978 ","5,263 ","4,839 ","5,164 ","158.30 ","suppressed","783.45 ","330.77 ","292.83 ","219.82 ","405.74 ","169.11 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,568 ","suppressed","suppressed","10,245 ","9,779 ","9,567 ","9,052 ","9,699 ","322.95 ","suppressed","suppressed","648.76 ","763.08 ","280.26 ","936.81 ","306.14 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","61.1% ","suppressed","suppressed","72.4% ","51.4% ","67.2% ","48.7% ","63.6% ","4.59% ","suppressed","suppressed","7.89% ","9.80% ","6.26% ","8.49% ","5.15% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","42.0% ","0% ","suppressed","30.8%*","25.8%*","56.2% ","24.1%*","44.7% ","5.08% ","0% ","suppressed","10.70%*","10.69%*","8.05% ","9.97%*","5.70% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","10.6%*","suppressed","suppressed","6.9%*","17.7%*","6.1% ","17.4%*","9.2%*","3.31%*","suppressed","suppressed","4.71%*","10.53%*","1.34% ","7.95%*","3.62%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","2.6%*","suppressed","suppressed","0.1%*","0.4%*","1.2%*","11.3%*","0.8%*","1.18%*","suppressed","suppressed","0.11%*","0.32%*","0.63%*","6.34%*","0.37%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","21.0% ","suppressed","suppressed","13.0%*","25.7%*","22.4% ","13.7%*","22.5% ","3.41% ","suppressed","suppressed","5.74%*","8.11%*","5.18% ","4.34%*","4.01% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","4.7%*","0% ","suppressed","7.6%*","suppressed","3.1%*","8.9%*","3.9%*","1.66%*","0% ","suppressed","4.16%*","suppressed","2.36%*","5.29%*","1.67%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","25.7% ","0% ","suppressed","22.3%*","13.2%*","37.8% ","11.7%*","28.5% ","3.41% ","0% ","suppressed","7.77%*","5.90%*","5.29% ","5.26%*","3.93% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","35.5% ","suppressed","suppressed","50.1% ","38.1% ","29.4% ","36.9% ","35.2% ","4.37% ","suppressed","suppressed","10.12% ","9.37% ","6.88% ","8.08% ","5.00% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","50.7% ","suppressed","suppressed","52.3% ","52.3% ","55.6% ","34.2%*","55.3% ","5.65% ","suppressed","suppressed","9.76% ","9.53% ","7.26% ","14.10%*","5.59% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","61.2% ","suppressed","suppressed","49.7% ","56.9% ","70.0% ","40.9%*","64.7% ","6.91% ","suppressed","suppressed","14.60% ","16.15% ","8.25% ","19.07%*","7.10% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","10.5% ","suppressed","suppressed","11.3%*","10.3%*","10.0% ","12.9%*","9.8% ","1.94% ","suppressed","suppressed","6.37%*","5.00%*","1.44% ","6.17%*","1.89% "
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.5%*","suppressed","0% ","0.7%*","0.7%*","1.9%*","1.5%*","1.5%*","0.62%*","suppressed","0% ","0.70%*","0.66%*","0.99%*","1.56%*","0.67%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","33.4% ","suppressed","suppressed","26.6%*","34.3%*","29.5% ","43.0%*","30.8% ","6.52% ","suppressed","suppressed","10.63%*","12.40%*","7.75% ","17.91%*","6.31% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","3.9%*","suppressed","0% ","9.1%*","2.3%*","2.9%*","8.3%*","2.6%*","1.41%*","suppressed","0% ","6.45%*","1.53%*","1.68%*","5.13%*","1.15%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","31.1% ","0% ","suppressed","26.0%*","29.8%*","39.0% ","14.0%*","35.8% ","4.83% ","0% ","suppressed","10.31%*","11.11%*","6.43% ","8.00%*","5.40% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","19.7% ","suppressed","suppressed","26.3% ","22.5%*","16.7%*","20.2%*","19.5% ","4.21% ","suppressed","suppressed","7.59% ","8.43%*","5.31%*","11.37%*","4.36% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","57.7% ","80.6% ","79.8% ","65.8% ","68.0% ","45.9% ","70.1% ","55.1% ","3.66% ","9.72% ","12.65% ","7.91% ","7.97% ","5.23% ","7.19% ","4.12% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","49 ","58 ","41 ","54 ","54 ","44 ","52 ","49 ","2.16 ","9.71 ","8.24 ","3.75 ","2.53 ","4.07 ","5.31 ","2.32 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","20.7% ","suppressed","suppressed","18.4% ","22.4% ","20.4% ","21.9% ","20.5% ","0.75% ","suppressed","suppressed","1.69% ","1.57% ","0.93% ","2.29% ","0.80% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","34.5% ","suppressed","suppressed","27.7%*","18.5%*","48.0% ","23.0%*","36.8% ","3.52% ","suppressed","suppressed","8.83%*","6.54%*","4.73% ","7.27%*","3.91% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","3.3%*","0% ","suppressed","5.1%*","suppressed","1.5%*","suppressed","3.0%*","1.25%*","0% ","suppressed","3.84%*","suppressed","0.72%*","suppressed","1.35%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","18.5% ","suppressed","suppressed","31.9% ","15.8%*","17.6% ","17.5%*","18.7% ","3.17% ","suppressed","suppressed","9.19% ","7.78%*","4.10% ","5.25%*","3.68% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","231 ","suppressed","suppressed","suppressed","298 ","suppressed","suppressed","219 ","34.88 ","suppressed","suppressed","suppressed","9.85 ","suppressed","suppressed","40.70 "
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","670 ","suppressed","suppressed","suppressed","1,038 ","404 ","suppressed","580 ","104.57 ","suppressed","suppressed","suppressed","100.38 ","103.93 ","suppressed","97.57 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","21.6% ","23.9% ","22.5% ","21.5% ","22.1% ","21.0% ","23.7% ","21.2% ","0.50% ","2.12% ","2.06% ","1.17% ","0.91% ","0.78% ","1.19% ","0.56% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","80.3% ","82.9% ","71.6% ","72.4% ","70.1% ","87.7% ","74.5% ","81.5% ","2.97% ","10.17% ","14.27% ","7.95% ","7.92% ","2.35% ","6.95% ","3.27% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","9.6%*","suppressed","0% ","5.4%*","7.1%*","11.7%*","10.8%*","9.3%*","2.98%*","suppressed","0% ","3.31%*","4.48%*","5.10%*","5.26%*","3.42%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","306 ","suppressed","suppressed","suppressed","106 ","353 ","suppressed","297 ","40.27 ","suppressed","suppressed","suppressed","5.52 ","59.16 ","suppressed","44.58 "
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","56.6% ","suppressed","suppressed","65.7% ","51.2% ","60.4% ","44.9% ","59.0% ","4.19% ","suppressed","suppressed","7.50% ","7.66% ","6.46% ","7.59% ","4.75% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","87.0% ","81.4% ","suppressed","89.5% ","68.2% ","97.2% ","82.5% ","87.9% ","3.49% ","10.26% ","suppressed","4.09% ","11.12% ","1.85% ","6.08% ","4.03% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","76.3% ","suppressed","100% ","69.1% ","48.7% ","86.0% ","78.6% ","75.9% ","3.88% ","suppressed","0% ","9.33% ","9.95% ","4.64% ","8.09% ","4.35% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","4,705 ","suppressed","suppressed","5,007 ","4,202 ","4,826 ","4,445 ","4,756 ","216.58 ","suppressed","suppressed","567.05 ","802.83 ","215.87 ","609.11 ","230.18 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","8,798 ","suppressed","suppressed","9,755 ","8,564 ","8,822 ","8,281 ","8,861 ","538.38 ","suppressed","suppressed","1543.02 ","1439.97 ","637.21 ","1445.08 ","575.27 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","10,148 ","suppressed","suppressed","10,876 ","6,235 ","9,730 ","13,883 ","9,103 ","1076.15 ","suppressed","suppressed","1251.50 ","1551.69 ","509.75 ","3040.82 ","626.33 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","1,318*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","707*","510.50*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","301.79*"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","39.0% ","suppressed","44.6% ","34.7% ","32.2% ","41.4% ","41.2% ","38.6% ","1.45% ","suppressed","3.24% ","3.31% ","2.57% ","1.96% ","3.21% ","1.61% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","10,038 ","suppressed","suppressed","13,676 ","7,214 ","10,460 ","8,549 ","10,254 ","677.78 ","suppressed","suppressed","2206.72 ","928.96 ","766.37 ","1623.84 ","733.04 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","18,020 ","suppressed","suppressed","24,840 ","14,816 ","17,970 ","14,693 ","18,429 ","1271.44 ","suppressed","suppressed","3450.26 ","1033.55 ","1696.71 ","2401.78 ","1398.33 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","18,087 ","suppressed","suppressed","20,857 ","14,029 ","19,514 ","15,343 ","18,618 ","1418.46 ","suppressed","suppressed","3912.58 ","2157.56 ","1903.04 ","1757.86 ","1628.37 "

