"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.1.b","Average total single premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","8,609 ","suppressed","9,039 ","8,180 ","9,214 ","8,470 ","8,861 ","8,579 ","214.86 ","suppressed","623.33 ","524.48 ","550.73 ","260.24 ","489.44 ","231.98 "
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","7,427 ","suppressed","suppressed","7,682 ","8,019 ","7,805 ","suppressed","7,866 ","577.69 ","suppressed","suppressed","330.58 ","1113.18 ","764.80 ","suppressed","577.91 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","8,576 ","suppressed","8,151 ","9,322 ","8,107 ","8,756 ","9,066 ","8,395 ","356.72 ","suppressed","1220.98 ","1642.38 ","510.06 ","226.36 ","1115.69 ","257.86 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","8,530 ","suppressed","suppressed","suppressed","9,848 ","8,280 ","suppressed","8,536 ","293.18 ","suppressed","suppressed","suppressed","590.70 ","306.31 ","suppressed","294.52 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","1,814 ","suppressed","suppressed","1,660 ","1,794 ","1,804 ","1,881 ","1,804 ","144.14 ","suppressed","suppressed","273.69 ","258.53 ","194.25 ","453.50 ","150.51 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,695 ","suppressed","suppressed","suppressed","suppressed","1,604 ","suppressed","1,380 ","323.67 ","suppressed","suppressed","suppressed","suppressed","260.55 ","suppressed","202.47 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,833 ","suppressed","suppressed","1,793 ","1,971 ","1,837 ","1,635*","1,857 ","171.39 ","suppressed","suppressed","319.52 ","316.73 ","227.46 ","497.19*","183.83 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,846 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","1,973 ","421.72 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","511.73 "
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,739 ","suppressed","suppressed","1,590 ","1,385 ","1,881 ","1,855 ","1,696 ","166.20 ","suppressed","suppressed","321.80 ","260.88 ","202.34 ","473.52 ","141.01 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,883 ","suppressed","suppressed","suppressed","2,404 ","1,771 ","suppressed","1,877 ","230.32 ","suppressed","suppressed","suppressed","479.73 ","264.75 ","suppressed","232.65 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","21.2% ","suppressed","suppressed","18.4% ","20.4% ","21.4% ","20.8% ","21.3% ","1.73% ","suppressed","suppressed","4.33% ","2.74% ","2.44% ","5.14% ","1.83% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","18.5% ","suppressed","suppressed","2.3%*","suppressed","19.0% ","suppressed","16.4% ","3.67% ","suppressed","suppressed","2.35%*","suppressed","3.04% ","suppressed","2.79% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","21.3% ","suppressed","suppressed","21.9% ","21.4% ","21.7% ","18.5%*","21.6% ","2.11% ","suppressed","suppressed","4.12% ","3.19% ","2.89% ","6.11%*","2.26% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","24.9% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","25.1% ","4.70% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","5.18% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","20.3% ","suppressed","suppressed","17.1% ","17.1% ","21.5% ","20.5% ","20.2% ","1.97% ","suppressed","suppressed","4.80% ","3.32% ","2.40% ","5.33% ","1.74% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","22.1% ","suppressed","suppressed","suppressed","24.4% ","21.4% ","suppressed","22.0% ","2.78% ","suppressed","suppressed","suppressed","4.32% ","3.39% ","suppressed","2.81% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","66.0% ","suppressed","68.4% ","76.6% ","66.9% ","64.1% ","70.5% ","65.4% ","1.89% ","suppressed","6.25% ","4.69% ","3.18% ","2.69% ","4.48% ","2.07% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","12.0% ","suppressed","suppressed","11.8%*","14.7%*","6.2%*","37.0% ","8.1%*","2.83% ","suppressed","suppressed","7.42%*","7.03%*","2.89%*","10.07% ","2.74%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","52.3% ","0% ","1.6%*","17.3%*","40.1%*","70.2% ","suppressed","59.8% ","6.29% ","0% ","1.69%*","11.69%*","12.08%*","9.78% ","suppressed","7.39% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","72.5% ","suppressed","71.2% ","77.9% ","68.9% ","75.1% ","71.9% ","72.7% ","2.73% ","suppressed","6.23% ","5.60% ","4.29% ","4.62% ","4.65% ","3.31% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","61.1% ","suppressed","suppressed","70.6% ","64.1% ","60.4% ","suppressed","61.2% ","2.21% ","suppressed","suppressed","1.47% ","5.67% ","2.47% ","suppressed","2.23% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","25,046 ","suppressed","suppressed","24,763 ","24,068 ","25,672 ","23,531 ","25,209 ","734.39 ","suppressed","suppressed","3565.18 ","1505.07 ","918.49 ","2994.91 ","755.20 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","23,531 ","suppressed","suppressed","suppressed","suppressed","23,384 ","suppressed","23,374 ","1893.60 ","suppressed","suppressed","suppressed","suppressed","1017.29 ","suppressed","1256.62 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","25,680 ","suppressed","27,995 ","suppressed","24,365 ","26,020 ","26,684 ","25,597 ","878.40 ","suppressed","1950.41 ","suppressed","2429.00 ","1050.42 ","1990.37 ","930.39 "
