"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,710 ","suppressed","suppressed","suppressed","4,353 ","4,278 ","suppressed","4,431 ","432.92 ","suppressed","suppressed","suppressed","793.23 ","258.13 ","suppressed","291.25 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","25.0% ","suppressed","suppressed","suppressed","17.6% ","21.9% ","36.5% ","21.1% ","2.10% ","suppressed","suppressed","suppressed","3.24% ","1.42% ","6.78% ","1.47% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","26.0% ","suppressed","suppressed","suppressed","suppressed","suppressed","34.7% ","15.6% ","4.72% ","suppressed","suppressed","suppressed","suppressed","suppressed","7.56% ","4.14% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","24.5% ","suppressed","suppressed","suppressed","20.1% ","22.8% ","suppressed","22.6% ","2.23% ","suppressed","suppressed","suppressed","3.36% ","1.28% ","suppressed","1.42% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.2% ","13.0%*","suppressed","17.7% ","17.0% ","19.7% ","17.6% ","18.4% ","1.12% ","6.26%*","suppressed","3.10% ","1.49% ","1.49% ","2.76% ","1.08% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","13.0%*","suppressed","suppressed","suppressed","24.5%*","0% ","28.3%*","6.9%*","4.57%*","suppressed","suppressed","suppressed","13.28%*","0% ","11.25%*","4.12%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","62.3% ","suppressed","suppressed","suppressed","69.9% ","79.5% ","25.3%*","77.0% ","5.58% ","suppressed","suppressed","suppressed","12.63% ","6.62% ","10.55%*","5.77% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","18.8% ","suppressed","suppressed","22.8% ","16.1% ","20.7% ","19.7% ","17.7% ","2.05% ","suppressed","suppressed","3.90% ","1.93% ","2.79% ","3.44% ","1.89% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","17.8% ","suppressed","suppressed","suppressed","17.4% ","19.5% ","suppressed","18.6% ","1.30% ","suppressed","suppressed","suppressed","2.06% ","1.72% ","suppressed","1.31% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","97.2% ","89.8% ","89.8% ","99.1% ","99.8% ","98.1% ","93.9% ","98.6% ","1.02% ","7.64% ","6.77% ","0.62% ","0.21% ","1.24% ","2.94% ","0.79% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,045 ","2,732 ","2,188 ","2,105 ","2,233 ","1,731 ","2,302 ","1,917 ","106.37 ","481.07 ","346.71 ","247.95 ","260.57 ","129.30 ","216.40 ","120.44 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","3,864 ","suppressed","suppressed","4,375 ","4,543 ","3,531 ","3,912 ","3,852 ","331.61 ","suppressed","suppressed","959.19 ","992.71 ","196.70 ","958.13 ","337.96 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","48.6% ","32.9%*","suppressed","52.0% ","45.8% ","48.7% ","54.8% ","46.0% ","5.27% ","12.51%*","suppressed","12.74% ","10.71% ","8.69% ","8.42% ","6.51% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","28 ","suppressed","33 ","30 ","28 ","26 ","30 ","27 ","1.13 ","suppressed","3.21 ","1.71 ","3.57 ","1.27 ","1.71 ","1.42 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","23.7% ","suppressed","suppressed","33.9% ","22.8% ","21.5% ","28.2% ","22.8% ","0.84% ","suppressed","suppressed","4.21% ","1.60% ","0.60% ","3.01% ","0.80% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","46.2% ","42.2%*","suppressed","29.9%*","50.6% ","54.6% ","27.7% ","53.8% ","3.78% ","13.65%*","suppressed","9.19%*","10.52% ","4.13% ","6.72% ","4.18% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","92.8% ","76.1% ","88.7% ","91.9% ","93.1% ","97.9% ","86.1% ","96.2% ","2.08% ","12.77% ","7.54% ","4.69% ","4.54% ","1.44% ","5.10% ","1.74% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","92.7% ","suppressed","91.1% ","83.4% ","99.4% ","95.5% ","77.7% ","97.0% ","2.44% ","suppressed","6.82% ","10.14% ","0.46% ","2.52% ","9.15% ","1.55% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","4,822 ","4,036 ","4,387 ","5,789 ","4,368 ","4,901 ","5,054 ","4,716 ","226.59 ","556.05 ","746.78 ","745.74 ","250.13 ","261.46 ","565.19 ","194.74 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","8,566 ","suppressed","suppressed","8,249 ","8,737 ","9,046 ","7,237 ","8,868 ","372.63 ","suppressed","suppressed","933.77 ","798.24 ","311.83 ","1217.00 ","318.93 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","57.9% ","suppressed","suppressed","68.2% ","65.4% ","49.5% ","61.5% ","56.1% ","5.01% ","suppressed","suppressed","13.31% ","8.40% ","8.05% ","9.14% ","5.94% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","40.9% ","suppressed","suppressed","44.5%*","22.5%*","64.2% ","27.0%*","48.8% ","5.67% ","suppressed","suppressed","15.89%*","7.71%*","8.87% ","9.73%*","6.57% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","5.0%*","suppressed","suppressed","suppressed","2.5%*","2.5%*","8.2%*","3.4%*","2.21%*","suppressed","suppressed","suppressed","1.50%*","1.43%*","5.86%*","1.33%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","0.5%*","0% ","0% ","0.8%*","0% ","0.8%*","0.4%*","0.5%*","0.30%*","0% ","0% ","0.80%*","0% ","0.64%*","0.39%*","0.40%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","30.7% ","suppressed","suppressed","21.3%*","25.1%*","41.4% ","24.4%*","33.9% ","4.67% ","suppressed","suppressed","12.96%*","7.58%*","7.67% ","8.20%*","5.65% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","5.9%*","1.6%*","suppressed","5.6%*","7.0%*","5.7%*","5.5%*","6.1%*","1.83%*","1.72%*","suppressed","4.47%*","3.63%*","2.98%*","3.23%*","2.22%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","23.7% ","suppressed","suppressed","30.4%*","14.7% ","31.8% ","16.6%*","27.3% ","3.45% ","suppressed","suppressed","11.19%*","4.38% ","5.61% ","6.27%*","3.98% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","34.2% ","suppressed","suppressed","37.8%*","50.7% ","17.7%*","44.9% ","28.7% ","4.89% ","suppressed","suppressed","14.35%*","10.09% ","5.97%*","9.36% ","5.41% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","54.6% ","suppressed","suppressed","54.4% ","50.9% ","63.6% ","40.4% ","58.6% ","4.98% ","suppressed","suppressed","13.35% ","10.93% ","5.76% ","11.38% ","5.15% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","57.2% ","suppressed","suppressed","suppressed","32.1%*","75.7% ","33.8%*","61.8% ","10.59% ","suppressed","suppressed","suppressed","11.92%*","14.67% ","13.65%*","11.97% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","4.5%*","0% ","suppressed","15.4%*","2.9%*","1.4%*","2.6%*","5.0%*","1.85%*","0% ","suppressed","9.06%*","1.72%*","1.31%*","1.70%*","2.28%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","2.1%*","0% ","suppressed","0% ","0% ","1.4%*","6.6%*","0.9%*","1.53%*","0% ","suppressed","0% ","0% ","1.07%*","6.38%*","0.66%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","32.8% ","suppressed","suppressed","24.8%*","41.0% ","29.3% ","39.2%*","31.0% ","5.08% ","suppressed","suppressed","14.83%*","11.28% ","5.54% ","13.64%*","5.12% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","6.0%*","suppressed","suppressed","5.4%*","5.1%*","suppressed","11.2%*","4.5%*","2.12%*","suppressed","suppressed","3.62%*","3.13%*","suppressed","5.92%*","2.16%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","31.2% ","suppressed","suppressed","21.3%*","16.3%*","48.1% ","13.7%*","36.2% ","6.81% ","suppressed","suppressed","8.51%*","5.09%*","11.89% ","6.58%*","8.15% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","23.3% ","suppressed","suppressed","33.1%*","34.6%*","15.5%*","26.8%*","22.4%*","5.86% ","suppressed","suppressed","11.71%*","11.89%*","8.81%*","9.55%*","6.97%*"
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","44.3% ","26.6%*","suppressed","43.3% ","45.9% ","49.4% ","38.9% ","46.6% ","5.27% ","11.96%*","suppressed","12.96% ","10.88% ","8.54% ","9.06% ","6.44% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","47 ","suppressed","suppressed","55 ","49 ","44 ","48 ","46 ","3.41 ","suppressed","suppressed","9.79 ","5.26 ","4.84 ","7.11 ","3.82 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","23.6% ","21.3% ","suppressed","28.1% ","24.5% ","21.5% ","25.6% ","22.9% ","0.80% ","1.97% ","suppressed","3.63% ","1.87% ","0.61% ","2.11% ","0.83% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","50.4% ","52.3% ","suppressed","41.9% ","49.2% ","53.0% ","43.9% ","53.2% ","3.87% ","13.57% ","suppressed","11.45% ","10.58% ","3.86% ","8.47% ","4.10% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","1.4%*","11.5%*","0% ","0% ","2.5%*","0% ","2.8%*","0.8%*","0.72%*","7.66%*","0% ","0% ","1.90%*","0% ","2.01%*","0.58%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","13.8% ","0% ","suppressed","17.6%*","26.6%*","6.3%*","16.3%*","12.7% ","3.26% ","0% ","suppressed","9.21%*","10.33%*","2.25%*","6.67%*","3.67% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","573*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","683*","203.40*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","295.35*"
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","23.7% ","23.3% ","26.3% ","29.5% ","22.9% ","21.8% ","27.1% ","22.4% ","0.72% ","3.45% ","2.70% ","2.42% ","1.45% ","0.50% ","1.94% ","0.59% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","88.2% ","89.1% ","75.4% ","78.7% ","96.4% ","90.4% ","80.2% ","91.5% ","2.69% ","7.42% ","10.66% ","9.85% ","2.79% ","3.73% ","6.35% ","2.76% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","7.0% ","suppressed","suppressed","3.5%*","10.2%*","7.0%*","4.8%*","8.0%*","1.88% ","suppressed","suppressed","2.35%*","4.35%*","3.15%*","2.38%*","2.46%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","635*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","287.43*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","55.0% ","65.0% ","suppressed","60.9% ","58.5% ","53.2% ","54.0% ","55.5% ","4.51% ","13.30% ","suppressed","10.95% ","9.40% ","7.24% ","7.75% ","5.49% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","86.3% ","67.9% ","81.4% ","89.2% ","88.4% ","88.2% ","81.5% ","88.3% ","3.00% ","14.56% ","8.53% ","5.20% ","7.82% ","3.95% ","5.79% ","3.50% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","89.4% ","suppressed","93.1% ","88.8% ","80.3% ","99.1% ","81.3% ","92.5% ","2.29% ","suppressed","6.78% ","6.33% ","6.69% ","0.54% ","5.99% ","2.18% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","4,348 ","suppressed","4,393 ","4,968 ","4,902 ","3,887 ","4,614 ","4,248 ","283.21 ","suppressed","874.72 ","599.19 ","504.46 ","429.67 ","491.28 ","343.10 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","8,468 ","suppressed","suppressed","8,135 ","7,584 ","7,811 ","suppressed","7,913 ","927.02 ","suppressed","suppressed","1105.02 ","767.07 ","1039.28 ","suppressed","790.10 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","8,554 ","suppressed","suppressed","7,847 ","11,933 ","8,093 ","6,900 ","9,010 ","809.34 ","suppressed","suppressed","1890.76 ","2417.18 ","666.68 ","1821.00 ","855.76 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","42.5% ","44.5% ","43.6% ","48.1% ","35.9% ","43.2% ","45.0% ","41.6% ","1.43% ","6.26% ","6.18% ","4.58% ","2.59% ","1.50% ","3.69% ","1.45% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","8,739 ","suppressed","suppressed","11,672 ","10,112 ","7,534 ","8,934 ","8,654 ","776.45 ","suppressed","suppressed","1790.15 ","1871.08 ","568.87 ","1692.25 ","829.77 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","18,921 ","18,977 ","suppressed","28,040 ","21,391 ","15,418 ","22,364 ","17,767 ","1541.25 ","1670.84 ","suppressed","2371.85 ","4506.42 ","827.14 ","2927.63 ","1657.84 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","16,454 ","suppressed","11,881 ","15,010 ","18,358 ","16,340 ","15,233 ","16,608 ","1061.04 ","suppressed","636.91 ","2689.94 ","3022.16 ","866.89 ","2316.29 ","1152.48 "

