"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","17,454 ","17,736 ","17,517 ","17,314 ","17,925 ","17,124 ","17,578 ","17,409 ","200.76 ","1024.09 ","766.58 ","369.86 ","347.32 ","329.70 ","448.76 ","220.13 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","18,180 ","15,951 ","19,455 ","16,140 ","18,242 ","18,267 ","18,218 ","18,178 ","161.37 ","1663.15 ","1189.43 ","1323.16 ","419.00 ","162.31 ","706.62 ","164.94 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","4,776 ","5,598 ","5,529 ","6,245 ","4,963 ","4,365 ","5,809 ","4,635 ","74.79 ","922.57 ","386.89 ","235.03 ","148.53 ","83.47 ","318.12 ","71.58 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,215 ","5,924 ","5,451 ","6,277 ","5,567 ","4,184 ","5,901 ","4,969 ","151.65 ","1015.50 ","412.27 ","281.23 ","201.70 ","207.89 ","359.67 ","152.67 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,503 ","3,392*","5,919 ","6,139 ","4,463 ","4,420 ","5,309 ","4,478 ","78.64 ","1051.16*","1059.25 ","384.66 ","196.53 ","87.25 ","543.86 ","79.33 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","26.7% ","32.0% ","31.0% ","36.6% ","27.4% ","24.3% ","32.9% ","25.8% ","0.42% ","4.91% ","2.04% ","1.31% ","0.82% ","0.48% ","1.68% ","0.42% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","29.9% ","33.4% ","31.1% ","36.3% ","31.1% ","24.4% ","33.6% ","28.5% ","0.84% ","5.35% ","2.03% ","1.50% ","1.19% ","1.26% ","1.88% ","0.88% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","24.8% ","21.3%*","30.4% ","38.0% ","24.5% ","24.2% ","29.1% ","24.6% ","0.47% ","6.54%*","6.46% ","2.52% ","1.05% ","0.51% ","3.21% ","0.47% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.1% ","15.1% ","14.2% ","15.9% ","17.1% ","19.6% ","14.9% ","18.7% ","0.23% ","1.46% ","0.89% ","0.82% ","0.43% ","0.29% ","0.58% ","0.24% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","6.0% ","36.2% ","23.1% ","11.1% ","6.7% ","2.0% ","23.1% ","3.6% ","0.44% ","4.81% ","3.67% ","1.72% ","1.12% ","0.32% ","2.04% ","0.38% "
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","61.7% ","12.9% ","16.5% ","23.0% ","54.7% ","76.5% ","15.5% ","68.0% ","1.24% ","3.15% ","3.09% ","4.18% ","2.31% ","1.83% ","1.63% ","1.37% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","16.4% ","14.9% ","13.8% ","15.4% ","15.7% ","18.9% ","14.8% ","17.1% ","0.37% ","1.60% ","0.94% ","0.56% ","0.60% ","0.78% ","0.64% ","0.45% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","19.4% ","16.6% ","16.3% ","17.9% ","18.3% ","19.8% ","15.3% ","19.5% ","0.28% ","3.39% ","2.59% ","3.29% ","0.61% ","0.28% ","1.31% ","0.29% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","89.1% ","82.6% ","86.0% ","90.6% ","87.7% ","90.2% ","86.2% ","89.6% ","0.60% ","1.96% ","1.55% ","1.00% ","1.25% ","0.90% ","0.96% ","0.69% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,169 ","2,428 ","2,714 ","2,699 ","2,472 ","1,829 ","2,599 ","2,089 ","24.21 ","116.83 ","89.71 ","65.59 ","55.74 ","28.94 ","54.44 ","26.60 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","3,997 ","5,004 ","4,977 ","4,780 ","4,328 ","3,610 ","4,898 ","3,865 ","58.48 ","266.10 ","235.68 ","169.66 ","140.00 ","74.75 ","139.54 ","63.53 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","58.7% ","64.6% ","66.3% ","66.7% ","62.0% ","54.6% ","65.9% ","57.5% ","0.77% ","2.30% ","2.30% ","1.68% ","1.65% ","1.11% ","1.32% ","0.87% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","27 ","31 ","30 ","30 ","28 ","26 ","30 ","27 ","0.22 ","0.94 ","0.78 ","0.44 ","0.39 ","0.33 ","0.44 ","0.24 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","20.5% ","22.8% ","23.6% ","23.0% ","20.2% ","20.1% ","23.3% ","20.2% ","0.21% ","0.76% ","1.15% ","0.60% ","0.45% ","0.26% ","0.56% ","0.22% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","33.0% ","18.4% ","19.0% ","20.3% ","28.3% ","40.0% ","20.1% ","35.3% ","0.72% ","1.79% ","1.82% ","1.31% ","1.48% ","1.09% ","1.09% ","0.83% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","92.9% ","75.7% ","87.7% ","87.8% ","92.6% ","96.2% ","84.3% ","94.5% ","0.40% ","2.46% ","1.43% ","1.17% ","0.82% ","0.52% ","1.04% ","0.43% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","91.4% ","74.4% ","82.5% ","82.9% ","91.2% ","94.7% ","78.0% ","93.5% ","0.55% ","3.41% ","2.65% ","2.04% ","1.09% ","0.67% ","1.80% ","0.56% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","4,852 ","5,674 ","5,696 ","5,564 ","4,973 ","4,505 ","5,723 ","4,704 ","37.91 ","151.68 ","120.42 ","84.66 ","77.50 ","53.64 ","74.73 ","41.98 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,209 ","11,370 ","10,527 ","10,410 ","9,176 ","8,849 ","10,878 ","8,997 ","89.85 ","398.09 ","341.77 ","248.87 ","206.20 ","116.34 ","218.54 ","96.82 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","54.4% ","52.6% ","57.9% ","63.5% ","56.6% ","51.0% ","57.2% ","53.9% ","0.85% ","2.91% ","2.37% ","1.83% ","1.70% ","1.29% ","1.46% ","0.97% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","50.3% ","12.8% ","24.3% ","28.7% ","49.4% ","63.7% ","22.0% ","56.0% ","1.05% ","2.49% ","3.37% ","2.10% ","2.27% ","1.53% ","1.78% ","1.19% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","13.4% ","15.2% ","12.3% ","12.5% ","14.5% ","13.1% ","14.2% ","13.2% ","0.70% ","2.04% ","1.58% ","1.28% ","1.43% ","1.07% ","1.12% ","0.80% "
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","3.8% ","7.9% ","6.2% ","6.0% ","4.7% ","2.3% ","6.8% ","3.2% ","0.28% ","1.66% ","1.14% ","0.78% ","0.56% ","0.39% ","0.72% ","0.31% "
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","23.9% ","15.0% ","17.3% ","13.9% ","18.5% ","30.2% ","15.1% ","25.5% ","0.69% ","1.96% ","1.87% ","1.42% ","1.21% ","1.11% ","1.00% ","0.80% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","4.5% ","9.3% ","6.3% ","4.2% ","5.8% ","3.5% ","6.7% ","4.1% ","0.32% ","1.94% ","0.96% ","0.66% ","0.87% ","0.38% ","0.72% ","0.36% "
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","27.4% ","6.7% ","14.1% ","18.2% ","27.9% ","32.4% ","12.6% ","30.2% ","0.74% ","1.34% ","2.15% ","1.43% ","1.62% ","1.10% ","1.09% ","0.85% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","27.0% ","45.9% ","43.8% ","45.2% ","28.7% ","18.5% ","44.6% ","23.7% ","0.68% ","2.91% ","2.37% ","1.87% ","1.46% ","0.93% ","1.47% ","0.76% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","51.3% ","49.5% ","54.6% ","56.2% ","51.1% ","50.5% ","52.0% ","51.2% ","1.10% ","3.82% ","3.23% ","2.50% ","2.53% ","1.49% ","2.02% ","1.23% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","57.8% ","17.2% ","29.7% ","32.6% ","57.0% ","67.8% ","25.3% ","62.9% ","1.34% ","3.64% ","4.55% ","2.71% ","2.65% ","1.91% ","2.41% ","1.46% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","11.8% ","13.7% ","12.0% ","13.0% ","11.5% ","11.5% ","13.3% ","11.6% ","0.75% ","2.86% ","2.38% ","1.85% ","1.50% ","1.05% ","1.50% ","0.83% "
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","3.7% ","8.3%*","6.7% ","5.8% ","3.4% ","2.9% ","7.4% ","3.1% ","0.50% ","2.70%*","1.53% ","0.85% ","0.55% ","0.77% ","1.08% ","0.55% "
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","28.2% ","21.7% ","17.8% ","19.1% ","28.1% ","30.9% ","20.3% ","29.4% ","1.04% ","3.42% ","2.56% ","2.07% ","2.83% ","1.31% ","1.78% ","1.17% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","5.0% ","6.8% ","8.9% ","5.9% ","5.9% ","4.1% ","7.0% ","4.7% ","0.41% ","1.74% ","1.78% ","1.50% ","0.87% ","0.53% ","0.94% ","0.45% "
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","29.7% ","8.5% ","16.2% ","18.3% ","29.1% ","34.2% ","13.1% ","32.2% ","0.96% ","1.86% ","2.76% ","1.72% ","2.17% ","1.31% ","1.35% ","1.08% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","21.6% ","41.0% ","38.4% ","37.9% ","22.0% ","16.3% ","38.8% ","19.0% ","0.81% ","3.78% ","3.17% ","2.29% ","1.55% ","1.12% ","1.96% ","0.88% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","58.4% ","69.4% ","67.3% ","67.5% ","62.2% ","53.3% ","68.5% ","56.7% ","0.79% ","2.13% ","2.28% ","1.66% ","1.64% ","1.16% ","1.28% ","0.90% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","50 ","58 ","57 ","56 ","47 ","49 ","57 ","49 ","0.48 ","2.11 ","1.57 ","0.91 ","0.71 ","0.80 ","0.92 ","0.55 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","21.5% ","22.3% ","26.4% ","24.8% ","21.3% ","21.0% ","24.6% ","21.2% ","0.23% ","0.89% ","1.38% ","0.71% ","0.48% ","0.29% ","0.67% ","0.25% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","35.2% ","17.1% ","20.2% ","21.3% ","29.7% ","43.0% ","20.7% ","37.6% ","0.76% ","1.67% ","1.83% ","1.33% ","1.50% ","1.14% ","1.09% ","0.87% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","5.6% ","15.6% ","12.7% ","9.5% ","6.0% ","3.2% ","12.9% ","4.4% ","0.35% ","2.13% ","1.47% ","1.02% ","0.86% ","0.41% ","0.99% ","0.37% "
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","17.4% ","27.3% ","26.5% ","22.1% ","20.2% ","13.6% ","24.4% ","16.2% ","0.66% ","2.11% ","2.09% ","1.38% ","1.49% ","0.91% ","1.14% ","0.74% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","293 ","399 ","351 ","305 ","307 ","218 ","369 ","255 ","11.82 ","40.36 ","27.10 ","29.97 ","28.04 ","9.89 ","21.19 ","13.95 "
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","639 ","592 ","538 ","656 ","584 ","693 ","562 ","659 ","38.79 ","54.27 ","56.11 ","49.93 ","69.21 ","74.60 ","32.43 ","47.91 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","20.6% ","22.8% ","23.7% ","22.6% ","20.9% ","19.9% ","23.0% ","20.3% ","0.15% ","0.55% ","0.55% ","0.39% ","0.29% ","0.20% ","0.30% ","0.16% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","76.6% ","55.4% ","58.4% ","67.3% ","71.9% ","83.8% ","61.0% ","79.3% ","0.72% ","2.49% ","2.26% ","1.60% ","1.62% ","0.97% ","1.34% ","0.81% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","7.7% ","11.7% ","9.0% ","9.1% ","6.8% ","7.4% ","9.4% ","7.4% ","0.46% ","1.56% ","1.03% ","1.21% ","0.82% ","0.69% ","0.69% ","0.52% "
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","336 ","390 ","363 ","292 ","444 ","297 ","367 ","330 ","27.74 ","82.22 ","38.85 ","35.03 ","108.44 ","24.13 ","33.42 ","32.97 "
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","52.4% ","50.6% ","55.3% ","60.4% ","54.3% ","49.8% ","54.4% ","52.1% ","0.83% ","2.44% ","2.20% ","1.73% ","1.71% ","1.24% ","1.32% ","0.95% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","74.3% ","63.4% ","70.4% ","67.1% ","71.8% ","78.0% ","65.8% ","75.8% ","0.79% ","2.33% ","2.12% ","1.68% ","1.60% ","1.18% ","1.32% ","0.90% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","90.3% ","84.3% ","87.2% ","86.9% ","86.5% ","92.9% ","86.0% ","90.9% ","0.55% ","2.18% ","1.70% ","1.17% ","1.32% ","0.72% ","1.06% ","0.61% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","4,806 ","6,049 ","6,667 ","6,157 ","5,463 ","4,047 ","6,327 ","4,566 ","69.48 ","554.62 ","450.03 ","189.10 ","177.07 ","67.28 ","246.27 ","69.61 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","8,611 ","9,047 ","13,236 ","10,263 ","9,743 ","7,706 ","10,968 ","8,343 ","166.61 ","1010.74 ","2227.56 ","695.55 ","411.13 ","155.77 ","879.71 ","155.06 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","9,134 ","11,905 ","16,902 ","11,299 ","9,613 ","8,054 ","13,549 ","8,589 ","204.71 ","912.49 ","3490.22 ","558.16 ","387.64 ","172.13 ","1353.74 ","154.91 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","383 ","463 ","387 ","357 ","365 ","392 ","375 ","386 ","38.72 ","123.49 ","46.77 ","56.74 ","40.90 ","81.57 ","40.79 ","50.27 "
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","1,735 ","1,112*","817 ","1,450 ","1,499*","2,317*","997 ","1,929 ","421.49 ","475.43*","168.67 ","384.42 ","540.11*","964.92*","174.79 ","528.05 "
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","42.1% ","43.0% ","44.0% ","41.8% ","40.9% ","42.4% ","43.8% ","41.9% ","0.34% ","1.57% ","1.18% ","0.83% ","0.75% ","0.45% ","0.74% ","0.37% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","9,613 ","9,949 ","11,169 ","10,855 ","10,071 ","9,044 ","10,939 ","9,425 ","97.10 ","413.71 ","375.64 ","269.88 ","223.89 ","123.45 ","226.27 ","105.46 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","18,611 ","20,998 ","21,679 ","23,133 ","19,573 ","17,456 ","22,385 ","18,227 ","285.09 ","1510.81 ","971.95 ","965.14 ","581.33 ","364.70 ","871.94 ","297.94 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","18,464 ","20,010 ","22,890 ","20,680 ","18,348 ","17,898 ","21,283 ","18,165 ","262.27 ","1287.47 ","1248.34 ","837.66 ","654.53 ","310.53 ","759.57 ","277.82 "

