"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,821 ","suppressed","suppressed","2,136 ","1,743 ","2,179 ","1,432 ","2,021 ","168.36 ","suppressed","suppressed","487.04 ","345.39 ","230.71 ","260.35 ","196.79 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","2,220 ","suppressed","suppressed","3,566 ","1,766 ","2,312 ","suppressed","2,170 ","155.31 ","suppressed","suppressed","699.26 ","210.90 ","200.49 ","suppressed","154.43 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","22.9% ","suppressed","19.8% ","33.3% ","18.5% ","25.2% ","21.7% ","23.1% ","1.27% ","suppressed","4.98% ","4.17% ","2.08% ","1.85% ","3.51% ","1.35% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","31.1% ","suppressed","suppressed","40.7% ","21.6%*","38.9% ","suppressed","33.1% ","4.07% ","suppressed","suppressed","4.25% ","6.57%*","6.19% ","suppressed","4.52% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","22.0% ","suppressed","suppressed","29.3% ","19.0% ","22.9% ","23.1% ","21.9% ","1.32% ","suppressed","suppressed","6.36% ","2.14% ","1.73% ","4.44% ","1.36% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","17.6% ","suppressed","suppressed","suppressed","suppressed","31.6% ","suppressed","19.5% ","3.84% ","suppressed","suppressed","suppressed","suppressed","4.94% ","suppressed","4.32% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","21.7% ","suppressed","suppressed","29.3% ","18.6% ","27.8% ","17.4% ","23.8% ","2.01% ","suppressed","suppressed","5.11% ","3.59% ","3.65% ","3.35% ","2.32% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","23.7% ","suppressed","suppressed","42.3% ","18.4% ","24.5% ","36.1% ","22.9% ","1.62% ","suppressed","suppressed","4.94% ","2.33% ","2.13% ","6.68% ","1.64% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","57.7% ","70.0% ","68.0% ","60.4% ","63.6% ","52.7% ","68.6% ","55.7% ","1.35% ","10.86% ","4.15% ","4.88% ","2.75% ","1.63% ","3.36% ","1.41% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","11.9% ","suppressed","32.1%*","14.3%*","17.3%*","0.5%*","37.5% ","6.1%*","2.52% ","suppressed","13.76%*","8.22%*","6.60%*","0.34%*","8.32% ","2.20%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","58.4% ","suppressed","20.1%*","27.2%*","56.4% ","74.9% ","23.3%*","66.3% ","5.80% ","suppressed","12.10%*","9.28%*","9.08% ","10.84% ","7.26%*","7.06% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","62.0% ","72.0% ","69.2% ","55.8% ","68.3% ","55.6% ","68.3% ","59.3% ","2.36% ","11.94% ","4.52% ","5.57% ","3.51% ","2.07% ","3.91% ","2.43% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","55.0% ","suppressed","suppressed","77.4% ","60.5% ","51.8% ","69.3% ","54.1% ","1.71% ","suppressed","suppressed","5.90% ","3.52% ","1.98% ","5.89% ","1.77% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","27,257 ","suppressed","21,460 ","25,257 ","29,995 ","28,054 ","19,835 ","28,538 ","819.74 ","suppressed","1487.53 ","2348.05 ","1488.32 ","924.09 ","1855.06 ","783.72 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","23,759 ","suppressed","suppressed","19,578 ","24,741 ","25,282 ","18,003 ","25,335 ","1126.42 ","suppressed","suppressed","2919.40 ","1261.89 ","1201.44 ","3113.83 ","930.03 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","28,133 ","suppressed","21,361 ","30,354 ","32,496 ","28,239 ","20,962 ","29,242 ","926.20 ","suppressed","1532.62 ","2666.45 ","1248.43 ","1009.67 ","2223.28 ","874.49 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","23,043 ","suppressed","suppressed","suppressed","24,603 ","27,509 ","suppressed","24,953 ","2068.26 ","suppressed","suppressed","suppressed","2433.43 ","2806.15 ","suppressed","1870.02 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","25,463 ","suppressed","21,496 ","25,678 ","27,898 ","27,687 ","20,437 ","27,850 ","1279.45 ","suppressed","1756.92 ","2634.72 ","1687.03 ","1010.55 ","2107.09 ","951.24 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","28,288 ","suppressed","suppressed","22,276 ","31,414 ","28,151 ","suppressed","28,819 ","1050.24 ","suppressed","suppressed","795.68 ","1993.63 ","1146.86 ","suppressed","1029.83 "
