"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.1","Average total single premium (in dollars) per enrolled employee at establishments that offer health insurance","8,760 ","7,859 ","8,407 ","7,525 ","9,288 ","9,068 ","7,628 ","9,061 ","252.49 ","721.33 ","1034.07 ","396.94 ","831.09 ","253.57 ","450.10 ","286.87 "
"II.C.1.a","Average total single premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","8,259 ","7,306 ","8,522 ","7,391 ","8,948 ","8,266 ","6,850 ","9,055 ","615.89 ","708.00 ","626.47 ","1210.33 ","1286.21 ","290.75 ","451.86 ","838.14 "
"II.C.1.b","Average total single premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","8,693 ","8,059 ","9,470 ","7,453 ","8,296 ","9,087 ","8,306 ","8,776 ","240.08 ","985.88 ","1506.86 ","323.72 ","543.06 ","291.18 ","623.98 ","257.29 "
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","10,036 ","suppressed","suppressed","suppressed","13,260 ","9,485 ","suppressed","11,224 ","1218.26 ","suppressed","suppressed","suppressed","1019.71 ","79.29 ","suppressed","1193.09 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","8,574 ","7,477 ","8,250 ","8,019 ","9,344 ","8,883 ","7,618 ","9,143 ","438.48 ","670.70 ","1087.73 ","472.91 ","1116.42 ","200.31 ","509.13 ","605.04 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","8,924 ","suppressed","10,956 ","6,234 ","9,141 ","9,103 ","7,679 ","9,013 ","277.40 ","suppressed","915.67 ","368.72 ","683.58 ","295.78 ","929.71 ","281.29 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","2,065 ","suppressed","2,078 ","2,027 ","2,296 ","2,093 ","1,586 ","2,193 ","154.38 ","suppressed","493.52 ","293.78 ","589.21 ","125.25 ","228.56 ","179.98 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","2,200 ","suppressed","suppressed","suppressed","1,756 ","suppressed","2,016*","2,303 ","345.01 ","suppressed","suppressed","suppressed","239.69 ","suppressed","636.44*","377.00 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,897 ","suppressed","suppressed","2,084 ","1,650 ","2,088 ","1,243 ","2,037 ","103.91 ","suppressed","suppressed","348.14 ","219.58 ","108.18 ","198.15 ","106.39 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","3,061*","suppressed","suppressed","suppressed","suppressed","1,485 ","suppressed","3,225*","1042.96*","suppressed","suppressed","suppressed","suppressed","173.02 ","suppressed","1310.76*"
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","2,203 ","suppressed","2,134 ","2,390 ","2,454*","2,267 ","1,717 ","2,492 ","288.93 ","suppressed","521.42 ","344.33 ","779.26*","223.79 ","261.54 ","417.76 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,945 ","suppressed","suppressed","suppressed","1,879 ","2,060 ","suppressed","2,016 ","140.74 ","suppressed","suppressed","suppressed","423.38 ","146.45 ","suppressed","139.64 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","23.6% ","suppressed","24.7% ","26.9% ","24.7% ","23.1% ","20.8% ","24.2% ","1.45% ","suppressed","7.14% ","3.05% ","4.69% ","1.33% ","3.25% ","1.58% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","26.6% ","suppressed","suppressed","22.7% ","19.6% ","suppressed","29.4% ","25.4% ","4.13% ","suppressed","suppressed","4.43% ","3.04% ","suppressed","8.35% ","4.78% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","21.8% ","suppressed","suppressed","28.0% ","19.9% ","23.0% ","15.0% ","23.2% ","1.05% ","suppressed","suppressed","3.93% ","2.76% ","0.95% ","2.72% ","0.99% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","30.5% ","suppressed","suppressed","suppressed","suppressed","15.7% ","suppressed","28.7%*","7.47% ","suppressed","suppressed","suppressed","suppressed","1.81% ","suppressed","8.69%*"
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","25.7% ","suppressed","25.9%*","29.8% ","26.3% ","25.5% ","22.5% ","27.3% ","2.59% ","suppressed","7.78%*","3.28% ","5.82% ","2.18% ","3.83% ","3.19% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","21.8% ","suppressed","suppressed","suppressed","20.6% ","22.6% ","suppressed","22.4% ","1.47% ","suppressed","suppressed","suppressed","4.86% ","1.56% ","suppressed","1.48% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","54.7% ","73.2% ","66.3% ","72.5% ","62.8% ","46.3% ","71.0% ","51.5% ","3.26% ","11.36% ","5.60% ","4.12% ","4.23% ","4.27% ","4.23% ","3.59% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","7.8% ","suppressed","21.0%*","5.8%*","10.2%*","1.2%*","23.6% ","3.6%*","1.91% ","suppressed","11.50%*","2.83%*","5.43%*","0.78%*","6.18% ","1.65%*"
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","53.3% ","suppressed","5.8%*","27.6%*","27.5%*","83.8% ","16.9%*","62.9% ","6.14% ","suppressed","3.61%*","12.13%*","9.16%*","6.63% ","7.54%*","6.94% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","58.4% ","83.4% ","68.8% ","68.4% ","64.8% ","34.4%*","72.7% ","52.3% ","7.20% ","7.38% ","5.54% ","4.57% ","4.80% ","14.46%*","4.00% ","9.29% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","51.8% ","suppressed","suppressed","86.0% ","57.9% ","49.6% ","suppressed","51.1% ","2.51% ","suppressed","suppressed","4.29% ","7.41% ","2.33% ","suppressed","2.41% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","24,717 ","22,494 ","30,465 ","24,417 ","23,353 ","24,769 ","25,156 ","24,670 ","2097.61 ","1448.82 ","2008.85 ","2831.02 ","2107.49 ","2824.92 ","1880.94 ","2312.44 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","22,917 ","suppressed","29,981 ","suppressed","20,560 ","23,811 ","26,261 ","21,829 ","1934.18 ","suppressed","1654.98 ","suppressed","2563.09 ","3334.37 ","2409.37 ","2153.43 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","24,175 ","suppressed","29,533 ","22,415 ","24,648 ","23,978 ","25,212 ","24,094 ","2404.97 ","suppressed","2441.20 ","2212.76 ","2423.68 ","3009.98 ","2579.47 ","2575.51 "
