"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","65.5% ","suppressed","suppressed","11.9%*","63.6% ","87.6% ","29.1%*","70.6% ","6.30% ","suppressed","suppressed","6.57%*","13.97% ","5.75% ","11.06%*","6.80% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","21.5% ","suppressed","suppressed","29.0% ","21.3% ","14.7%*","19.3% ","22.3% ","3.43% ","suppressed","suppressed","7.69% ","5.47% ","4.95%*","4.70% ","4.44% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","26.4% ","suppressed","suppressed","suppressed","27.6% ","27.2% ","16.8% ","27.3% ","2.16% ","suppressed","suppressed","suppressed","3.74% ","2.72% ","5.00% ","2.28% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","18,599 ","suppressed","suppressed","19,862 ","19,859 ","18,522 ","16,078 ","18,913 ","687.05 ","suppressed","suppressed","1737.60 ","1358.16 ","915.08 ","1314.64 ","755.93 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","17,099 ","suppressed","suppressed","19,350 ","17,281 ","15,939 ","15,400 ","17,492 ","1077.82 ","suppressed","suppressed","2057.50 ","796.16 ","1613.74 ","987.63 ","1287.96 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","19,262 ","suppressed","suppressed","22,377 ","20,861 ","19,122 ","suppressed","19,465 ","874.88 ","suppressed","suppressed","2091.74 ","1742.63 ","1054.16 ","suppressed","928.44 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","6,043 ","suppressed","suppressed","9,801 ","6,695 ","5,076 ","8,314 ","5,760 ","469.03 ","suppressed","suppressed","1680.06 ","1217.33 ","440.62 ","1531.73 ","486.61 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","6,945 ","suppressed","suppressed","9,163 ","7,271 ","4,151 ","9,520 ","6,348 ","915.88 ","suppressed","suppressed","1809.36 ","924.71 ","695.98 ","983.33 ","1074.40 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,644 ","suppressed","suppressed","suppressed","6,471 ","5,290 ","suppressed","5,531 ","531.57 ","suppressed","suppressed","suppressed","1661.40 ","504.62 ","suppressed","522.72 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","32.5% ","suppressed","suppressed","49.3% ","33.7% ","27.4% ","51.7% ","30.5% ","2.39% ","suppressed","suppressed","4.81% ","5.44% ","2.66% ","7.63% ","2.44% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","40.6% ","suppressed","suppressed","47.4% ","42.1% ","26.0% ","61.8% ","36.3% ","3.81% ","suppressed","suppressed","4.91% ","4.46% ","3.72% ","4.70% ","4.14% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","29.3% ","suppressed","suppressed","suppressed","31.0% ","27.7% ","suppressed","28.4% ","2.79% ","suppressed","suppressed","suppressed","6.72% ","3.06% ","suppressed","2.80% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","13.7% ","suppressed","7.1%*","11.0% ","12.8% ","15.3% ","9.3% ","14.5% ","0.86% ","suppressed","3.18%*","2.33% ","1.55% ","1.11% ","2.48% ","0.90% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","4.6%*","suppressed","suppressed","1.1%*","12.2%*","2.8%*","suppressed","4.7%*","2.20%*","suppressed","suppressed","1.13%*","7.72%*","2.44%*","suppressed","2.43%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","69.3% ","suppressed","suppressed","16.9%*","72.0% ","81.2% ","47.9%*","72.0% ","5.30% ","suppressed","suppressed","9.72%*","12.40% ","6.17% ","15.22%*","5.63% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","10.7% ","suppressed","suppressed","10.8% ","8.4% ","13.9% ","7.1%*","12.1% ","1.54% ","suppressed","suppressed","2.67% ","1.93% ","3.32% ","2.71%*","1.81% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","15.6% ","suppressed","suppressed","suppressed","16.0% ","15.7% ","13.9%*","15.8% ","0.99% ","suppressed","suppressed","suppressed","2.56% ","1.07% ","4.70%*","0.99% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","91.9% ","100% ","97.7% ","92.2% ","94.7% ","89.7% ","98.4% ","90.6% ","2.23% ","0% ","2.38% ","4.46% ","3.21% ","3.60% ","1.11% ","2.65% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,498 ","suppressed","3,249 ","2,545 ","3,033 ","2,161 ","2,910 ","2,394 ","128.46 ","suppressed","456.54 ","365.08 ","252.78 ","148.34 ","332.26 ","133.47 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,639 ","suppressed","suppressed","3,215 ","4,970 ","4,578 ","6,478 ","4,370 ","358.90 ","suppressed","suppressed","910.85 ","740.28 ","337.70 ","855.22 ","367.05 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","35.4% ","suppressed","34.5%*","41.4% ","26.1% ","38.0% ","35.3% ","35.5% ","3.82% ","suppressed","12.16%*","8.58% ","6.34% ","5.82% ","7.70% ","4.30% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","31 ","suppressed","32 ","28 ","35 ","30 ","30 ","31 ","1.41 ","suppressed","2.72 ","3.72 ","1.91 ","1.97 ","2.94 ","1.58 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","21.3% ","21.0% ","suppressed","19.9% ","22.5% ","21.0% ","22.9% ","21.2% ","0.63% ","0.30% ","suppressed","1.62% ","1.42% ","0.78% ","1.34% ","0.67% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","44.0% ","suppressed","10.6%*","35.6% ","50.8% ","48.9% ","25.0%*","47.7% ","4.41% ","suppressed","6.44%*","9.71% ","8.38% ","6.40% ","7.59%*","4.94% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","97.0% ","suppressed","84.5% ","97.8% ","98.9% ","98.3% ","91.5% ","98.3% ","1.25% ","suppressed","11.40% ","1.83% ","0.67% ","0.94% ","5.53% ","0.73% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","97.5% ","100% ","93.3% ","89.6% ","100% ","99.4% ","94.4% ","98.0% ","1.29% ","0% ","7.26% ","6.85% ","0% ","0.34% ","3.73% ","1.37% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","4,679 ","suppressed","5,320 ","4,891 ","4,932 ","4,448 ","5,221 ","4,561 ","160.85 ","suppressed","629.03 ","360.18 ","235.61 ","227.21 ","384.81 ","175.74 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","8,577 ","suppressed","9,728 ","7,202 ","8,234 ","9,025 ","8,829 ","8,543 ","376.77 ","suppressed","716.84 ","1286.61 ","901.61 ","295.85 ","630.97 ","417.85 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","62.3% ","suppressed","73.0% ","58.8% ","69.9% ","57.5% ","69.5% ","60.6% ","3.37% ","suppressed","12.04% ","9.18% ","6.21% ","4.58% ","8.17% ","3.67% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","60.3% ","suppressed","suppressed","33.8% ","72.4% ","69.5% ","26.8%*","69.2% ","4.83% ","suppressed","suppressed","10.06% ","7.43% ","7.22% ","10.56%*","5.25% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","4.4% ","suppressed","7.1%*","6.3%*","7.5%*","2.3%*","5.6%*","4.1%*","1.30% ","suppressed","5.23%*","3.71%*","4.29%*","1.32%*","2.73%*","1.48%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","3.4%*","0% ","18.0%*","9.2%*","0.5%*","0.8%*","13.6%*","1.0%*","1.43%*","0% ","11.44%*","6.14%*","0.34%*","0.54%*","6.68%*","0.51%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","24.9% ","suppressed","1.9%*","18.2%*","16.3% ","34.4% ","5.2%*","29.5% ","3.09% ","suppressed","1.97%*","7.28%*","4.69% ","4.51% ","2.43%*","3.52% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","5.0%*","0% ","0% ","7.5%*","5.8%*","5.1%*","6.0%*","4.8%*","1.77%*","0% ","0% ","6.78%*","4.07%*","2.19%*","5.42%*","1.76%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","37.6% ","suppressed","32.5%*","19.9%*","50.6% ","40.0% ","18.7%*","42.0% ","3.55% ","suppressed","14.73%*","6.45%*","6.41% ","5.11% ","7.93%*","3.94% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","24.8% ","suppressed","40.5%*","38.9% ","19.3% ","17.5% ","50.9% ","18.7% ","3.36% ","suppressed","12.67%*","8.82% ","5.68% ","4.44% ","8.85% ","3.45% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","63.1% ","100% ","96.9% ","39.3%*","66.0% ","65.7% ","81.5% ","60.5% ","5.05% ","0% ","3.40% ","12.93%*","12.55% ","4.85% ","6.35% ","5.54% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","72.1% ","suppressed","suppressed","33.9%*","74.8% ","80.3% ","40.6%*","78.1% ","5.54% ","suppressed","suppressed","12.02%*","5.72% ","8.13% ","16.77%*","5.93% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","10.7%*","0% ","suppressed","29.1%*","22.7%*","1.4%*","2.6%*","11.8%*","5.30%*","0% ","suppressed","20.86%*","12.31%*","0.82%*","1.94%*","5.97%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.8%*","0% ","0% ","1.6%*","0.2%*","2.7%*","0% ","2.1%*","1.05%*","0% ","0% ","1.68%*","0.16%*","1.81%*","0% ","1.20%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","21.5% ","0% ","0% ","24.4%*","6.6%*","28.5% ","8.0%*","23.4% ","3.69% ","0% ","0% ","10.23%*","4.02%*","4.90% ","4.25%*","4.10% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","2.9%*","0% ","0% ","5.6%*","suppressed","1.7%*","8.0%*","2.2%*","1.03%*","0% ","0% ","3.94%*","suppressed","0.76%*","5.01%*","0.87%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","45.5% ","suppressed","suppressed","13.3%*","49.4% ","52.7% ","33.1%*","47.2% ","4.92% ","suppressed","suppressed","6.19%*","9.85% ","6.09% ","14.99%*","5.34% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","17.6% ","suppressed","suppressed","26.0%*","16.7%*","12.9%*","48.4% ","13.3% ","3.83% ","suppressed","suppressed","10.08%*","5.11%*","5.57%*","12.44% ","3.90% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","35.3% ","suppressed","34.5%*","40.4% ","31.3% ","36.1% ","35.2% ","35.3% ","3.82% ","suppressed","12.16%*","8.58% ","6.36% ","5.83% ","7.38% ","4.33% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","51 ","suppressed","50 ","51 ","63 ","47 ","52 ","51 ","3.54 ","suppressed","9.76 ","6.39 ","9.01 ","5.28 ","7.01 ","4.01 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","21.8% ","21.0% ","suppressed","20.9% ","23.6% ","21.1% ","25.1% ","21.5% ","0.63% ","0.30% ","suppressed","1.79% ","1.50% ","0.73% ","1.92% ","0.66% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","45.9% ","suppressed","15.2%*","36.7% ","47.5% ","52.7% ","24.9% ","50.0% ","4.34% ","suppressed","7.89%*","9.19% ","7.79% ","6.44% ","7.15% ","4.87% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","2.2%*","0% ","14.0%*","5.3%*","2.2%*","0% ","6.8%*","1.3%*","0.87%*","0% ","7.28%*","4.13%*","1.68%*","0% ","3.02%*","0.86%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","9.5% ","suppressed","16.3%*","1.9%*","7.9%*","10.8%*","10.%*","9.4%*","2.63% ","suppressed","8.89%*","1.57%*","5.15%*","4.16%*","3.98%*","3.05%*"
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","1,000 ","suppressed","suppressed","suppressed","suppressed","1,153 ","suppressed","1,038 ","228.31 ","suppressed","suppressed","suppressed","suppressed","311.25 ","suppressed","264.09 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","22.0% ","22.5% ","26.7% ","22.8% ","22.1% ","21.4% ","24.2% ","21.7% ","0.57% ","1.61% ","1.86% ","1.48% ","0.94% ","0.81% ","1.28% ","0.63% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","76.8% ","suppressed","54.2% ","79.2% ","70.1% ","82.0% ","65.2% ","79.1% ","3.62% ","suppressed","14.19% ","6.40% ","8.62% ","5.10% ","8.15% ","3.98% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","4.9%*","suppressed","8.7%*","2.8%*","8.3%*","2.2%*","10.6%*","3.8%*","1.73%*","suppressed","6.15%*","2.01%*","5.11%*","2.09%*","4.75%*","1.86%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","61.9% ","91.2% ","76.5% ","51.3% ","68.7% ","59.2% ","71.9% ","59.9% ","3.04% ","7.25% ","10.52% ","8.50% ","6.38% ","3.83% ","7.27% ","3.31% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","88.7% ","86.5% ","91.3% ","71.6% ","90.9% ","92.4% ","88.1% ","88.8% ","2.62% ","9.47% ","5.50% ","9.02% ","4.09% ","3.59% ","4.07% ","3.03% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","88.0% ","suppressed","96.6% ","91.3% ","91.3% ","85.3% ","89.4% ","87.8% ","3.22% ","suppressed","3.48% ","5.94% ","3.99% ","5.15% ","5.11% ","3.71% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","5,690 ","suppressed","7,070 ","7,503 ","6,989 ","4,238 ","7,668 ","5,217 ","382.00 ","suppressed","1226.91 ","874.89 ","930.98 ","445.03 ","773.39 ","431.40 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","10,388 ","suppressed","suppressed","12,539 ","13,728 ","8,033 ","15,009 ","9,664 ","723.73 ","suppressed","suppressed","2266.85 ","1502.31 ","598.90 ","2442.74 ","697.58 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","11,505 ","suppressed","19,550 ","18,035 ","13,958 ","8,690 ","19,529 ","10,508 ","867.30 ","suppressed","800.31 ","3251.63 ","2243.27 ","617.20 ","1526.77 ","867.01 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","42.0% ","suppressed","52.5% ","42.8% ","40.5% ","41.7% ","45.7% ","41.4% ","1.10% ","suppressed","3.02% ","2.81% ","1.95% ","1.54% ","2.31% ","1.23% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","9,855 ","suppressed","suppressed","10,376 ","10,140 ","9,152 ","12,195 ","9,381 ","502.21 ","suppressed","suppressed","1485.66 ","845.71 ","629.97 ","1630.18 ","502.86 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","20,820 ","suppressed","suppressed","19,836 ","22,115 ","20,370 ","23,271 ","20,561 ","1915.55 ","suppressed","suppressed","3720.22 ","3178.91 ","2671.52 ","3017.46 ","2094.27 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","19,343 ","suppressed","suppressed","20,870 ","17,307 ","18,584 ","25,639 ","18,527 ","1395.07 ","suppressed","suppressed","3313.98 ","3170.94 ","1420.66 ","5502.68 ","1318.98 "

