"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.1.a","Average total single premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","9,587 ","suppressed","suppressed","suppressed","suppressed","10,279 ","suppressed","10,000 ","604.36 ","suppressed","suppressed","suppressed","suppressed","697.11 ","suppressed","655.85 "
"II.C.1.b","Average total single premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","9,009 ","suppressed","suppressed","9,162 ","8,968 ","9,179 ","8,574 ","9,092 ","240.48 ","suppressed","suppressed","785.83 ","400.32 ","210.62 ","767.47 ","244.49 "
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","9,708 ","suppressed","10,045 ","9,174 ","10,095 ","9,605 ","9,737 ","9,683 ","295.07 ","suppressed","725.27 ","370.60 ","562.18 ","554.00 ","488.31 ","352.51 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","9,245 ","8,639 ","9,867 ","9,211 ","9,050 ","9,417 ","9,293 ","9,207 ","285.82 ","881.44 ","652.57 ","553.56 ","477.03 ","433.49 ","457.98 ","359.11 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","9,410 ","suppressed","suppressed","8,389 ","9,773 ","9,450 ","8,900 ","9,460 ","276.85 ","suppressed","suppressed","344.87 ","443.11 ","343.45 ","373.18 ","293.09 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","1,579 ","suppressed","536*","1,296 ","1,546 ","1,864 ","1,179 ","1,737 ","130.57 ","suppressed","237.66*","317.08 ","164.14 ","130.17 ","310.42 ","116.32 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,766 ","suppressed","suppressed","suppressed","suppressed","2,622 ","suppressed","2,015 ","404.24 ","suppressed","suppressed","suppressed","suppressed","180.81 ","suppressed","337.58 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,724 ","suppressed","suppressed","1,803 ","1,619 ","1,709 ","1,541*","1,759 ","153.68 ","suppressed","suppressed","465.22 ","199.89 ","154.84 ","580.46*","143.64 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,275 ","suppressed","suppressed","920*","1,263 ","1,807 ","968*","1,547 ","227.18 ","suppressed","suppressed","430.06*","311.70 ","227.61 ","363.55*","201.79 "
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,523 ","suppressed","575*","1,550 ","1,424 ","1,936 ","1,368 ","1,643 ","193.10 ","suppressed","258.01*","344.10 ","208.91 ","220.17 ","348.19 ","195.36 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,650 ","suppressed","suppressed","suppressed","1,832 ","1,851 ","0 ","1,810 ","167.76 ","suppressed","suppressed","suppressed","223.23 ","152.68 ","0 ","136.50 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","16.9% ","suppressed","5.4%*","14.3% ","16.7% ","19.7% ","12.8% ","18.6% ","1.32% ","suppressed","2.49%*","3.45% ","1.63% ","1.10% ","3.28% ","1.13% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","18.4% ","suppressed","suppressed","suppressed","22.0% ","25.5% ","suppressed","20.1% ","3.86% ","suppressed","suppressed","suppressed","1.82% ","1.22% ","suppressed","3.20% "
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","19.1% ","suppressed","suppressed","19.7% ","18.0% ","18.6% ","18.0%*","19.3% ","1.55% ","suppressed","suppressed","4.84% ","2.01% ","1.60% ","5.76%*","1.50% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","13.1% ","suppressed","2.6%*","10.0%*","12.5% ","18.8% ","9.9%*","16.0% ","2.28% ","suppressed","1.57%*","4.66%*","2.89% ","1.81% ","3.76%*","1.80% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","16.5% ","suppressed","5.8%*","16.8% ","15.7% ","20.6% ","14.7% ","17.8% ","2.07% ","suppressed","2.71%*","3.73% ","2.13% ","2.74% ","3.68% ","2.12% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","17.5% ","suppressed","suppressed","1.0%*","18.7% ","19.6% ","0% ","19.1% ","1.48% ","suppressed","suppressed","0.99%*","2.15% ","1.24% ","0% ","1.13% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","56.7% ","66.7% ","71.2% ","60.6% ","55.4% ","51.0% ","65.3% ","53.9% ","2.08% ","8.08% ","5.59% ","3.34% ","3.29% ","3.80% ","3.28% ","2.49% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","32.2% ","suppressed","83.6% ","54.1% ","23.2% ","7.2%*","70.3% ","17.1% ","4.16% ","suppressed","6.61% ","9.70% ","5.51% ","2.96%*","6.73% ","3.44% "
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","44.2% ","suppressed","6.6%*","17.4%*","30.1% ","84.7% ","13.8%*","56.3% ","4.86% ","suppressed","4.78%*","9.75%*","6.54% ","5.42% ","8.06%*","5.51% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","66.4% ","76.4% ","73.4% ","65.8% ","60.4% ","62.6% ","72.5% ","62.3% ","2.17% ","6.84% ","5.66% ","3.63% ","3.94% ","3.63% ","3.16% ","2.73% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","47.9% ","suppressed","suppressed","44.1% ","46.5% ","49.4% ","suppressed","48.7% ","3.38% ","suppressed","suppressed","8.71% ","5.10% ","4.32% ","suppressed","3.64% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","24,903 ","29,533 ","23,395 ","22,059 ","25,692 ","25,494 ","23,944 ","25,153 ","808.99 ","1125.27 ","2529.90 ","1223.25 ","871.34 ","1419.85 ","1326.84 ","967.29 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","22,447 ","suppressed","suppressed","16,762 ","suppressed","27,654 ","suppressed","22,642 ","1924.62 ","suppressed","suppressed","789.94 ","suppressed","614.85 ","suppressed","2281.83 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","25,761 ","suppressed","suppressed","23,867 ","25,160 ","26,724 ","20,374 ","26,260 ","872.38 ","suppressed","suppressed","2315.61 ","857.10 ","1369.44 ","1426.10 ","940.79 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","23,945 ","31,001 ","25,139 ","23,246 ","28,891 ","19,359 ","25,602 ","22,414 ","1860.13 ","694.92 ","3276.66 ","1321.09 ","1640.53 ","3570.69 ","1801.39 ","2893.73 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","24,830 ","28,532 ","23,617 ","21,773 ","27,356 ","26,962 ","24,111 ","25,172 ","1122.19 ","2652.86 ","3002.61 ","1560.64 ","1080.02 ","4030.75 ","1812.10 ","1418.60 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","24,939 ","30,145 ","suppressed","22,485 ","23,897 ","25,338 ","23,764 ","25,146 ","1062.37 ","117.50 ","suppressed","1887.77 ","886.01 ","1477.02 ","1955.93 ","1206.14 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","5,586 ","suppressed","suppressed","5,807 ","8,005 ","4,390 ","5,409 ","5,632 ","582.55 ","suppressed","suppressed","1448.34 ","798.11 ","819.05 ","1245.62 ","658.86 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","5,840 ","suppressed","suppressed","suppressed","suppressed","8,832 ","suppressed","suppressed","1206.91 ","suppressed","suppressed","suppressed","suppressed","221.87 ","suppressed","suppressed"
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","5,229 ","suppressed","suppressed","6,947 ","7,453 ","4,090 ","suppressed","5,301 ","685.37 ","suppressed","suppressed","1964.78 ","842.32 ","914.65 ","suppressed","733.76 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,258 ","suppressed","suppressed","suppressed","10,157 ","3,301*","5,912*","6,579 ","1238.94 ","suppressed","suppressed","suppressed","1586.92 ","1340.16*","1819.41*","1689.08 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","8,272 ","suppressed","suppressed","8,968 ","8,722 ","5,714 ","8,611 ","8,111 ","927.55 ","suppressed","suppressed","1954.76 ","1208.81 ","1115.46 ","1809.48 ","1063.20 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","4,245 ","suppressed","suppressed","suppressed","7,232 ","4,249 ","suppressed","4,646 ","655.51 ","suppressed","suppressed","suppressed","818.62 ","880.01 ","suppressed","744.59 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","22.4% ","suppressed","suppressed","26.3% ","31.2% ","17.2% ","22.6% ","22.4% ","2.03% ","suppressed","suppressed","6.18% ","2.75% ","2.70% ","4.83% ","2.23% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","26.0% ","suppressed","suppressed","suppressed","suppressed","31.9% ","suppressed","27.2% ","3.80% ","suppressed","suppressed","suppressed","suppressed","0.79% ","suppressed","3.67% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","20.3% ","suppressed","suppressed","29.1% ","29.6% ","15.3% ","suppressed","20.2% ","2.41% ","suppressed","suppressed","8.67% ","3.16% ","3.03% ","suppressed","2.53% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","26.1% ","suppressed","suppressed","suppressed","35.2% ","17.1% ","23.1% ","29.4% ","4.12% ","suppressed","suppressed","suppressed","4.62% ","3.81% ","6.47% ","4.32% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","33.3% ","suppressed","suppressed","41.2% ","31.9% ","21.2% ","35.7% ","32.2% ","3.27% ","suppressed","suppressed","6.77% ","4.18% ","1.27% ","7.19% ","3.52% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","17.0% ","suppressed","suppressed","suppressed","30.3% ","16.8% ","suppressed","18.5% ","2.29% ","suppressed","suppressed","suppressed","3.25% ","2.97% ","suppressed","2.56% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","28.0% ","19.7%*","18.8% ","26.4% ","27.0% ","32.4% ","23.6% ","29.5% ","2.00% ","9.57%*","4.29% ","2.96% ","2.87% ","3.81% ","3.45% ","2.39% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","24.9% ","suppressed","suppressed","39.6%*","6.1%*","22.8%*","44.1% ","19.9%*","6.67% ","suppressed","suppressed","12.85%*","3.29%*","11.51%*","12.24% ","7.76%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","66.7% ","suppressed","suppressed","40.2%*","48.1% ","90.4% ","48.2% ","71.5% ","4.87% ","suppressed","suppressed","12.56%*","10.39% ","4.40% ","11.59% ","5.35% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","19.6% ","suppressed","17.0% ","20.7% ","21.8% ","25.0% ","15.7% ","22.2% ","1.63% ","suppressed","4.22% ","2.88% ","2.66% ","4.18% ","2.28% ","2.08% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","35.7% ","suppressed","suppressed","44.4% ","36.2% ","33.4% ","50.9% ","33.9% ","3.40% ","suppressed","suppressed","7.10% ","5.56% ","4.32% ","9.24% ","3.65% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","17,707 ","13,166 ","12,254 ","16,932 ","18,883 ","18,606 ","13,977 ","18,518 ","450.38 ","1298.36 ","2081.51 ","1097.10 ","870.54 ","424.14 ","988.77 ","417.50 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","16,694 ","suppressed","11,589 ","16,960 ","18,328 ","19,776 ","13,757 ","18,198 ","749.15 ","suppressed","2230.88 ","1265.41 ","824.26 ","1198.94 ","1154.93 ","746.53 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","18,489 ","suppressed","suppressed","suppressed","19,906 ","18,487 ","15,019 ","18,691 ","483.08 ","suppressed","suppressed","suppressed","1636.28 ","454.74 ","1022.11 ","487.88 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","4,640 ","suppressed","suppressed","6,319 ","5,193 ","4,142 ","3,347 ","4,921 ","417.70 ","suppressed","suppressed","1625.74 ","496.56 ","432.23 ","767.87 ","457.58 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","5,366 ","suppressed","suppressed","7,648 ","5,021 ","4,609 ","3,751 ","6,193 ","805.36 ","suppressed","suppressed","1818.35 ","628.61 ","484.24 ","925.21 ","1017.34 "
