"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,544 ","suppressed","suppressed","8,496 ","5,313 ","3,499 ","5,798 ","4,060 ","697.86 ","suppressed","suppressed","2137.59 ","472.57 ","376.36 ","1643.45 ","538.10 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","4,084 ","suppressed","suppressed","suppressed","4,604 ","3,988 ","suppressed","4,150 ","421.63 ","suppressed","suppressed","suppressed","464.29 ","556.35 ","suppressed","430.80 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","23.8% ","suppressed","suppressed","41.4% ","27.7% ","20.3% ","29.8% ","22.7% ","2.44% ","suppressed","suppressed","9.65% ","3.24% ","2.49% ","7.87% ","2.34% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","25.0% ","suppressed","suppressed","46.4% ","38.1% ","17.9% ","33.4% ","22.0% ","4.72% ","suppressed","suppressed","9.87% ","3.89% ","2.55% ","9.37% ","4.06% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","22.7% ","suppressed","suppressed","suppressed","25.8% ","22.2% ","suppressed","23.2% ","2.53% ","suppressed","suppressed","suppressed","3.40% ","3.32% ","suppressed","2.63% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","16.7% ","14.6%*","19.4% ","11.2% ","13.2% ","19.3% ","14.8% ","17.1% ","1.78% ","5.65%*","4.62% ","1.87% ","1.90% ","2.92% ","2.56% ","2.10% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","5.1%*","suppressed","suppressed","17.0%*","0% ","0.5%*","29.6%*","0.4%*","2.19%*","suppressed","suppressed","10.62%*","0% ","0.51%*","10.79%*","0.38%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","52.1% ","suppressed","0% ","19.9%*","80.6% ","58.0% ","17.1%*","58.8% ","9.78% ","suppressed","0% ","10.75%*","7.52% ","15.63% ","8.25%*","12.33% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","17.2% ","suppressed","suppressed","10.6% ","7.8% ","25.4% ","14.6% ","18.4% ","2.76% ","suppressed","suppressed","1.88% ","1.72% ","3.15% ","2.81% ","3.57% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","16.3% ","suppressed","0% ","suppressed","15.9% ","16.5% ","suppressed","16.3% ","2.26% ","suppressed","0% ","suppressed","2.74% ","3.04% ","suppressed","2.37% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","91.5% ","86.9% ","85.5% ","92.1% ","94.1% ","91.4% ","87.8% ","92.3% ","2.61% ","7.77% ","8.75% ","4.32% ","4.58% ","4.13% ","4.41% ","3.07% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,072 ","1,841 ","1,667 ","2,771 ","2,423 ","1,672 ","2,250 ","2,027 ","80.93 ","265.74 ","261.53 ","172.37 ","183.91 ","115.25 ","180.31 ","90.93 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,769 ","suppressed","suppressed","5,793 ","5,062 ","4,725 ","4,442 ","4,812 ","505.31 ","suppressed","suppressed","708.15 ","380.84 ","695.47 ","772.77 ","553.95 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","47.9% ","52.6% ","73.2% ","65.4% ","42.0% ","42.0% ","71.3% ","42.7% ","3.92% ","14.28% ","10.83% ","7.27% ","5.53% ","5.89% ","6.18% ","4.32% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","26 ","28 ","25 ","33 ","24 ","23 ","30 ","24 ","1.01 ","4.71 ","4.46 ","1.99 ","1.11 ","1.21 ","2.43 ","0.95 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","18.9% ","21.0% ","18.5% ","23.8% ","19.4% ","17.8% ","21.3% ","18.7% ","1.15% ","1.71% ","1.50% ","2.59% ","0.71% ","1.67% ","1.25% ","1.22% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","40.7% ","31.2%*","14.4%*","23.2% ","56.0% ","43.9% ","17.1% ","45.9% ","4.23% ","14.15%*","7.39%*","6.38% ","5.35% ","6.81% ","5.08% ","4.93% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","93.5% ","84.6% ","95.3% ","84.7% ","97.9% ","96.2% ","86.9% ","95.4% ","1.84% ","9.53% ","2.60% ","6.16% ","1.31% ","2.31% ","4.95% ","1.87% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","97.0% ","95.9% ","91.4% ","77.5% ","99.6% ","98.3% ","88.5% ","98.1% ","1.55% ","4.38% ","8.78% ","12.52% ","0.24% ","1.63% ","7.13% ","1.37% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","4,618 ","3,957 ","4,849 ","5,273 ","4,960 ","4,235 ","5,202 ","4,472 ","171.90 ","651.74 ","848.67 ","470.49 ","192.95 ","241.90 ","499.28 ","166.41 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,589 ","suppressed","14,129 ","11,555 ","9,272 ","9,360 ","11,460 ","9,378 ","353.58 ","suppressed","919.76 ","609.36 ","913.62 ","445.34 ","907.61 ","389.39 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","60.0% ","suppressed","33.0%*","78.0% ","68.5% ","53.1% ","58.8% ","60.3% ","3.72% ","suppressed","12.25%*","6.81% ","4.56% ","6.90% ","7.81% ","4.24% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","52.8% ","0% ","0% ","29.7%*","78.6% ","62.9% ","12.1%*","63.8% ","6.24% ","0% ","0% ","9.19%*","7.27% ","11.47% ","5.43%*","7.11% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","11.8% ","suppressed","28.4%*","16.9%*","4.0%*","11.0%*","15.9%*","10.6% ","2.61% ","suppressed","15.10%*","6.27%*","1.65%*","3.99%*","6.42%*","2.81% "
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.4%*","0% ","1.3%*","0% ","suppressed","1.0%*","0.4%*","1.7%*","0.65%*","0% ","1.39%*","0% ","suppressed","0.75%*","0.42%*","0.83%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","24.4% ","suppressed","24.6%*","suppressed","22.4% ","32.4% ","20.8% ","25.4% ","3.24% ","suppressed","11.43%*","suppressed","5.08% ","6.51% ","5.77% ","3.86% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","2.4%*","0% ","12.7%*","1.1%*","1.0%*","2.5%*","4.0%*","2.0%*","0.87%*","0% ","7.21%*","0.73%*","0.99%*","1.44%*","2.23%*","0.92%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","31.7% ","0% ","0% ","23.1%*","53.9% ","33.4% ","7.1%*","38.5% ","4.08% ","0% ","0% ","7.41%*","6.30% ","6.93% ","3.14%*","4.73% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","28.3% ","suppressed","33.0%*","54.8% ","14.7%*","19.7%*","51.7% ","21.8% ","4.27% ","suppressed","12.25%*","8.68% ","5.02%*","6.96%*","8.14% ","4.76% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","63.9% ","suppressed","suppressed","85.7% ","57.5% ","65.5% ","57.2% ","64.7% ","8.83% ","suppressed","suppressed","5.35% ","15.00% ","11.43% ","10.30% ","9.70% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","78.6% ","suppressed","0% ","47.8% ","83.3% ","86.8% ","22.6%*","84.8% ","7.63% ","suppressed","0% ","12.07% ","9.16% ","6.62% ","11.35%*","6.17% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","7.6%*","suppressed","suppressed","suppressed","1.7%*","8.9%*","8.7%*","7.5%*","3.01%*","suppressed","suppressed","suppressed","0.93%*","4.25%*","4.13%*","3.34%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.9%*","suppressed","0% ","0% ","suppressed","0.4%*","8.7%*","1.0%*","1.15%*","suppressed","0% ","0% ","suppressed","0.39%*","7.64%*","0.60%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","25.5% ","suppressed","suppressed","8.0%*","35.8%*","24.3%*","22.9%*","25.8%*","7.37% ","suppressed","suppressed","4.01%*","15.91%*","9.26%*","11.07%*","8.23%*"
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","1.1%*","0% ","suppressed","1.6%*","1.1%*","0.8%*","suppressed","1.0%*","0.66%*","0% ","suppressed","1.24%*","1.12%*","0.75%*","suppressed","0.65%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","50.2% ","suppressed","0% ","41.0% ","47.9% ","56.9% ","12.9%*","54.9% ","11.20% ","suppressed","0% ","11.13% ","13.87% ","13.63% ","6.93%*","11.58% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","13.7% ","suppressed","suppressed","44.7% ","9.6%*","8.6%*","44.3% ","9.8%*","3.58% ","suppressed","suppressed","10.19% ","5.69%*","3.28%*","10.21% ","3.01%*"
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","47.7% ","49.5% ","72.5% ","58.7% ","37.4% ","45.3% ","64.9% ","43.8% ","4.22% ","14.27% ","10.87% ","7.67% ","4.91% ","6.64% ","6.76% ","4.72% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","46 ","suppressed","41 ","51 ","39 ","48 ","46 ","46 ","2.81 ","suppressed","4.10 ","4.49 ","2.41 ","4.69 ","3.37 ","3.56 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","22.8% ","20.9% ","suppressed","22.8% ","24.0% ","22.3% ","22.0% ","22.9% ","1.81% ","1.55% ","suppressed","2.52% ","2.43% ","2.88% ","2.02% ","2.03% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","43.6% ","34.3%*","24.7%*","29.5% ","58.8% ","45.1% ","26.5% ","47.3% ","4.22% ","14.23%*","11.26%*","6.98% ","4.63% ","6.83% ","6.38% ","4.91% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","1.6%*","0% ","6.8%*","6.2%*","0% ","0.5%*","suppressed","1.1%*","0.81%*","0% ","6.07%*","4.40%*","0% ","0.27%*","suppressed","0.79%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","12.6% ","19.9%*","16.9%*","9.1%*","15.4%*","11.6%*","14.1%*","12.3% ","3.01% ","13.60%*","13.88%*","5.23%*","6.52%*","4.32%*","6.68%*","3.36% "
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","490 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","455 ","104.73 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","127.98 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","19.7% ","20.5% ","22.9% ","22.8% ","21.5% ","17.9% ","22.5% ","19.1% ","0.62% ","1.61% ","1.22% ","0.97% ","0.91% ","0.86% ","0.75% ","0.69% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","86.0% ","80.1% ","68.5% ","78.5% ","95.8% ","87.2% ","75.3% ","88.4% ","3.02% ","13.60% ","13.46% ","7.45% ","2.87% ","4.45% ","7.39% ","3.29% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","5.6%*","9.8%*","16.2%*","2.5%*","1.3%*","6.4%*","9.5%*","4.7%*","2.14%*","5.65%*","9.23%*","2.18%*","1.34%*","3.62%*","3.80%*","2.49%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","437*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","188.25*","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","60.1% ","42.2%*","37.5%*","78.3% ","66.6% ","56.8% ","56.2% ","61.0% ","4.25% ","14.31%*","12.65%*","6.07% ","5.39% ","7.29% ","7.06% ","4.90% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","81.2% ","84.9% ","78.2% ","70.7% ","85.9% ","82.5% ","77.1% ","82.1% ","3.23% ","8.00% ","9.99% ","7.44% ","4.62% ","5.10% ","6.05% ","3.74% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","79.3% ","74.3% ","suppressed","80.1% ","91.4% ","76.4% ","69.8% ","81.3% ","6.10% ","14.77% ","suppressed","7.38% ","3.77% ","10.03% ","8.63% ","7.22% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","4,276 ","suppressed","suppressed","5,767 ","4,554 ","3,718 ","4,713 ","4,187 ","245.47 ","suppressed","suppressed","807.46 ","365.70 ","261.80 ","917.01 ","222.43 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","7,665 ","suppressed","suppressed","9,751 ","8,847 ","7,655 ","5,473 ","8,080 ","902.05 ","suppressed","suppressed","768.52 ","1362.23 ","1412.08 ","1033.90 ","1034.64 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","9,639 ","suppressed","suppressed","9,591 ","9,555 ","9,531 ","10,398 ","9,544 ","978.00 ","suppressed","suppressed","870.85 ","1647.40 ","1321.95 ","2453.75 ","1077.51 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","242 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","14.46 ","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","44.1% ","43.3% ","40.0% ","48.0% ","45.7% ","43.0% ","48.1% ","43.4% ","1.95% ","5.26% ","4.06% ","6.08% ","2.08% ","2.93% ","4.96% ","2.09% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","7,903 ","suppressed","9,607 ","8,748 ","8,983 ","7,194 ","7,935 ","7,897 ","461.11 ","suppressed","1222.71 ","598.13 ","675.95 ","716.89 ","669.27 ","536.01 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","15,798 ","suppressed","suppressed","suppressed","15,856 ","13,739 ","suppressed","14,480 ","1929.34 ","suppressed","suppressed","suppressed","1766.83 ","2220.30 ","suppressed","1820.74 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","18,187 ","suppressed","18,345 ","17,467 ","17,364 ","18,411 ","17,665 ","18,232 ","2225.63 ","suppressed","1229.40 ","1599.29 ","4439.86 ","2778.48 ","1476.31 ","2407.67 "

