"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","19,523 ","suppressed","suppressed","20,286 ","18,433 ","20,302 ","16,920 ","19,797 ","658.50 ","suppressed","suppressed","1568.02 ","1494.34 ","698.82 ","1825.65 ","703.17 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","18,639 ","suppressed","suppressed","20,940 ","18,300 ","19,212 ","16,582 ","19,114 ","1028.87 ","suppressed","suppressed","1757.29 ","1660.96 ","846.97 ","2332.08 ","1149.86 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","20,075 ","suppressed","suppressed","suppressed","18,683 ","20,477 ","17,975 ","20,157 ","817.40 ","suppressed","suppressed","suppressed","3017.12 ","797.60 ","1712.68 ","844.89 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","3,857 ","suppressed","suppressed","5,313 ","3,071 ","3,890 ","5,396 ","3,695 ","297.98 ","suppressed","suppressed","740.23 ","391.45 ","426.88 ","901.37 ","312.02 "
"II.E.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","3,779 ","suppressed","suppressed","5,245 ","3,356 ","3,014*","4,704 ","3,565 ","499.33 ","suppressed","suppressed","900.94 ","591.12 ","1142.85*","989.26 ","542.06 "
"II.E.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for employee-plus-one coverage at private-sector establishments that offer health insurance","3,906 ","suppressed","suppressed","suppressed","2,536 ","4,030 ","suppressed","3,764 ","393.36 ","suppressed","suppressed","suppressed","670.67 ","444.63 ","suppressed","397.77 "
"II.E.3","Percent of total premiums contributed (in dollars) by employees enrolled in employee-plus-one coverage at establishments that offer health insurance","19.8% ","suppressed","suppressed","26.2% ","16.7% ","19.2% ","31.9% ","18.7% ","1.40% ","suppressed","suppressed","4.69% ","2.26% ","1.80% ","6.21% ","1.42% "
"II.E.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","20.3% ","suppressed","suppressed","25.0% ","18.3% ","15.7%*","28.4% ","18.6% ","2.91% ","suppressed","suppressed","5.37% ","3.59% ","6.31%*","7.23% ","3.00% "
"II.E.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in employee-plus-one coverage at private-sector establishments that offer health insurance","19.5% ","suppressed","suppressed","suppressed","13.6%*","19.7% ","suppressed","18.7% ","1.72% ","suppressed","suppressed","suppressed","4.09%*","1.75% ","suppressed","1.72% "
"II.E.4","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage","18.6% ","11.4%*","8.5%*","13.7% ","19.5% ","20.8% ","11.1% ","20.1% ","0.91% ","3.75%*","3.56%*","2.14% ","1.96% ","1.19% ","1.84% ","1.01% "
"II.E.4.a","Percent of employees enrolled in a health insurance plan that have employee-plus-one coverage that required no employee contribution","7.8%*","suppressed","0% ","8.7%*","9.1%*","7.2%*","10.9%*","7.5%*","3.40%*","suppressed","0% ","8.18%*","7.17%*","4.45%*","7.54%*","3.67%*"
"II.E.4.b","Percent of private-sector employees enrolled in a health insurance plan that have employee-plus-one coverage that are enrolled in a self-insured plan","61.6% ","0% ","suppressed","20.1%*","34.8%*","86.2% ","24.3%*","65.5% ","5.95% ","0% ","suppressed","8.45%*","12.56%*","5.30% ","8.44%*","6.57% "
"II.E.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have employee-plus-one coverage","17.0% ","12.3%*","suppressed","13.1% ","20.3% ","23.3% ","10.3% ","20.0% ","1.56% ","4.11%*","suppressed","2.37% ","2.20% ","3.71% ","2.10% ","1.75% "
"II.E.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have employee-plus-one coverage","19.8% ","suppressed","suppressed","suppressed","18.2% ","20.5% ","suppressed","20.1% ","1.09% ","suppressed","suppressed","suppressed","2.33% ","1.25% ","suppressed","1.13% "
"II.F.1","Percent of private-sector employees enrolled in a health insurance plan that had a deductible","91.7% ","89.1% ","85.6% ","78.0% ","93.2% ","94.5% ","82.1% ","93.5% ","1.99% ","6.50% ","7.97% ","9.67% ","3.90% ","2.15% ","6.10% ","2.01% "
"II.F.2","Average individual deductible (in dollars) per employee enrolled with single coverage in a health insurance plan that had a deductible at private-sector establishments","2,454 ","3,004 ","2,939 ","2,912 ","2,683 ","2,128 ","2,935 ","2,357 ","119.87 ","346.87 ","255.30 ","205.88 ","215.87 ","188.49 ","169.01 ","138.98 "
"II.F.3","Average family deductible (in dollars) per employee enrolled with family coverage in a health insurance plan that had a deductible at private-sector establishments","4,308 ","suppressed","suppressed","4,922 ","4,273 ","3,969 ","5,416 ","4,147 ","361.88 ","suppressed","suppressed","741.48 ","658.23 ","521.09 ","779.88 ","393.57 "
"II.F.4","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a physician","50.5% ","56.4% ","50.2% ","63.6% ","34.5% ","56.5% ","57.8% ","49.1% ","4.83% ","12.01% ","13.50% ","9.71% ","8.20% ","7.86% ","7.20% ","5.58% "
"II.F.5","Average copayment (in dollars) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician copayment at private-sector establishments","27 ","36 ","27 ","27 ","27 ","26 ","30 ","26 ","1.19 ","3.77 ","4.88 ","1.94 ","1.74 ","1.90 ","2.23 ","1.37 "
"II.F.6","Average coinsurance (in percents) for an office visit to a physician per employee enrolled in a health insurance plan that had a physician coinsurance at private-sector establishments","20.3% ","suppressed","17.8% ","19.3% ","17.4% ","21.6% ","23.0% ","20.0% ","0.94% ","suppressed","1.43% ","1.73% ","1.23% ","1.34% ","2.25% ","1.04% "
"II.F.7","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a physician","35.5% ","27.4%*","25.6%*","18.0%*","38.5% ","39.2% ","24.5% ","37.6% ","4.72% ","10.62%*","12.59%*","7.41%*","9.47% ","7.10% ","6.37% ","5.45% "
"II.F.8","Percent of private-sector employees enrolled with single coverage health insurance in a plan that had an individual maximum out-of-pocket","95.1% ","80.7% ","95.1% ","86.8% ","96.1% ","97.9% ","89.7% ","96.2% ","1.32% ","10.22% ","3.75% ","6.68% ","2.04% ","1.33% ","3.85% ","1.37% "
"II.F.9","Percent of private-sector employees enrolled with family coverage in a health insurance plan that had a family maximum out-of-pocket","92.6% ","85.7% ","94.6% ","66.5% ","93.7% ","98.6% ","72.7% ","96.7% ","2.80% ","13.04% ","5.71% ","17.38% ","3.31% ","1.38% ","12.43% ","1.50% "
"II.F.10","Average individual out-of-pocket maximum (in dollars) per employee enrolled with single coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","5,020 ","6,099 ","6,269 ","5,995 ","4,545 ","4,831 ","6,177 ","4,787 ","202.98 ","433.85 ","448.95 ","394.32 ","324.68 ","331.46 ","279.10 ","232.02 "
"II.F.11","Average family maximum out-of-pocket (in dollars) per employee enrolled with family coverage in a health insurance plan that had a maximum out-of-pocket at private-sector establishments","9,234 ","11,586 ","suppressed","11,581 ","7,621 ","9,465 ","11,608 ","8,874 ","646.57 ","1564.32 ","suppressed","817.31 ","1188.08 ","881.73 ","1093.24 ","710.88 "
"II.F.12","Among private-sector enrollees with single coverage: Percent in a high deductible health insurance plan","70.2% ","81.8% ","76.5% ","74.5% ","80.4% ","61.8% ","74.9% ","69.2% ","3.68% ","9.42% ","11.09% ","8.24% ","7.12% ","5.57% ","6.34% ","4.25% "
"II.F.12.a","Among private-sector enrollees in a single coverage high deductible health insurance plan: Percent where the employer contributed to an HSA or an HRA","46.5% ","suppressed","suppressed","20.3%*","66.3% ","49.5% ","14.8%*","53.9% ","5.72% ","suppressed","suppressed","7.80%*","9.65% ","9.46% ","6.05%*","6.70% "
"II.F.12.b","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with exclusive providers","7.8%*","0% ","1.6%*","8.3%*","0% ","13.6%*","5.5%*","8.3%*","2.60%*","0% ","1.63%*","4.43%*","0% ","4.81%*","2.88%*","3.08%*"
"II.F.12.c","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.2%*","suppressed","0% ","5.5%*","1.3%*","0.1%*","4.5%*","0.5%*","0.52%*","suppressed","0% ","2.79%*","1.27%*","0.07%*","2.17%*","0.42%*"
"II.F.12.d","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","17.7% ","10.6%*","9.6%*","5.6%*","16.9%*","22.6% ","8.4%*","19.7% ","3.17% ","7.65%*","7.11%*","3.50%*","7.05%*","4.94% ","3.70%*","3.79% "
"II.F.12.e","Among private-sector enrollees with single coverage: Percent in a non-high deductible health insurance plan with any providers","3.0%*","suppressed","12.4%*","6.1%*","1.3%*","1.9%*","6.6%*","2.2%*","0.94%*","suppressed","9.12%*","4.47%*","0.94%*","0.79%*","3.74%*","0.80%*"
"II.F.13","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","32.6% ","suppressed","16.2%*","15.1%*","53.3% ","30.6% ","11.1%*","37.3% ","4.56% ","suppressed","9.44%*","6.02%*","10.24% ","6.36% ","4.57%*","5.41% "
"II.F.14","Among private-sector enrollees with single coverage: Percent enrolled in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","37.6% ","78.7% ","60.3% ","59.4% ","27.1% ","31.3% ","63.9% ","31.9% ","4.25% ","9.99% ","13.34% ","8.83% ","7.39% ","6.60% ","7.29% ","4.82% "
"II.F.15","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan","59.8% ","suppressed","suppressed","39.5%*","71.6% ","57.0% ","44.8% ","62.8% ","6.28% ","suppressed","suppressed","14.86%*","14.55% ","8.00% ","11.45% ","7.13% "
"II.F.15.a","Among private-sector enrollees in a family coverage high deductible health insurance plan:  Percent where the employer contributed to an HSA or an HRA","54.1% ","0% ","suppressed","32.3%*","74.0% ","50.9% ","9.2%*","60.6% ","8.47% ","0% ","suppressed","13.63%*","11.81% ","14.22% ","5.76%*","9.37% "
"II.F.15.b","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with exclusive providers","10.2%*","0% ","suppressed","26.8%*","0.4%*","15.2%*","17.5%*","8.8%*","3.88%*","0% ","suppressed","17.96%*","0.40%*","6.45%*","12.12%*","3.92%*"
"II.F.15.c","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is required","1.1%*","suppressed","0% ","5.4%*","0.1%*","0% ","5.4%*","0.2%*","0.47%*","suppressed","0% ","2.78%*","0.07%*","0% ","2.80%*","0.18%*"
"II.F.15.d","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with mixed providers where a gatekeeper is not required","24.8% ","suppressed","suppressed","19.3%*","27.2%*","24.9% ","18.8%*","26.0% ","6.11% ","suppressed","suppressed","11.47%*","14.69%*","7.02% ","8.77%*","7.11% "
"II.F.15.e","Among private-sector enrollees with family coverage: Percent in a non-high deductible health insurance plan with any providers","4.1%*","suppressed","0% ","9.0%*","0.8%*","2.8%*","13.5%*","2.2%*","1.94%*","suppressed","0% ","7.09%*","0.78%*","1.85%*","9.51%*","1.12%*"
"II.F.16","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer contributed to an HSA or an HRA","32.4% ","0% ","suppressed","12.7%*","53.0% ","29.0%*","suppressed","38.1% ","6.38% ","0% ","suppressed","7.95%*","14.27% ","9.10%*","suppressed","7.57% "
"II.F.17","Among private-sector enrollees with family coverage: Percent in a high deductible health insurance plan where the employer did not contribute to an HSA or an HRA","27.5% ","suppressed","suppressed","26.8%*","18.6%*","28.0%*","40.7% ","24.8% ","5.57% ","suppressed","suppressed","10.33%*","8.94%*","8.98%*","11.00% ","6.32% "
"II.F.18","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for an office visit to a specialist physician","53.5% ","74.1% ","57.0% ","52.9% ","40.7% ","58.4% ","58.5% ","52.6% ","4.86% ","8.58% ","12.04% ","10.64% ","8.42% ","7.91% ","7.12% ","5.62% "
"II.F.19","Average copayment (in dollars) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician copayment at private-sector establishments","47 ","64 ","53 ","64 ","41 ","44 ","62 ","44 ","2.26 ","5.55 ","7.44 ","5.74 ","2.68 ","3.48 ","3.76 ","2.50 "
"II.F.20","Average coinsurance (in percentages) for an office visit to a specialist physician per employee enrolled in a health insurance plan that had a specialist physician coinsurance at private-sector establishments","20.9% ","suppressed","18.5% ","17.6% ","18.4% ","22.1% ","22.6% ","20.7% ","1.04% ","suppressed","1.31% ","2.17% ","1.59% ","1.39% ","2.80% ","1.13% "
"II.F.21","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for an office visit to a specialist physician","33.7% ","18.6%*","18.7%*","23.3%*","36.6% ","37.2% ","23.3% ","35.7% ","5.06% ","7.88%*","9.42%*","8.32%*","9.43% ","8.04% ","5.89% ","5.89% "
"II.F.22","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per day","4.7% ","24.8%*","22.1%*","5.2%*","6.0%*","0% ","16.0%*","2.5%*","1.27% ","10.93%*","10.02%*","3.90%*","3.06%*","0% ","5.10%*","1.11%*"
"II.F.23","Percent of private-sector employees enrolled in a health insurance plan that had a copayment for hospital admission per stay","12.5% ","12.3%*","21.5%*","22.3%*","6.6%*","13.1%*","24.4% ","10.2%*","3.09% ","7.20%*","10.60%*","8.57%*","2.77%*","5.44%*","6.50% ","3.46%*"
"II.F.24","Average copayment (in dollars) for a hospital admission per day per employee enrolled in a health insurance plan that had a hospital admission copayment per day at private-sector establishments","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.25","Average copayment (in dollars) for a hospital admission per stay per employee enrolled in a health insurance plan that had a hospital admission copayment per stay at private-sector establishments","666 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","546 ","176.07 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","158.25 "
"II.F.26","Average coinsurance (in percentages) for a hospital admission per employee enrolled in a health insurance plan that had a hospital coinsurance at private-sector establishments","19.7% ","22.3% ","16.3% ","20.0% ","18.0% ","20.5% ","20.6% ","19.6% ","0.60% ","1.18% ","1.74% ","2.32% ","1.03% ","0.80% ","1.79% ","0.64% "
"II.F.27","Percent of private-sector employees enrolled in a health insurance plan that had a coinsurance payment for hospital admission","78.1% ","46.7% ","57.9% ","72.4% ","71.4% ","88.5% ","56.1% ","82.3% ","4.06% ","11.77% ","13.15% ","9.30% ","11.09% ","3.78% ","7.31% ","4.52% "
"II.F.28","Percent of private-sector employees enrolled in a health insurance plan that had a separate deductible for prescription drugs","8.2%*","0% ","12.2%*","1.9%*","13.6%*","7.0%*","suppressed","9.0%*","2.58%*","0% ","7.82%*","1.18%*","4.73%*","4.25%*","suppressed","3.03%*"
"II.F.29","Average prescription drug deductible (in dollars) per employee enrolled in a health insurance plan that had a separate prescription drug deductible at private sector establishments","315 ","suppressed","suppressed","suppressed","159 ","suppressed","suppressed","suppressed","61.89 ","suppressed","suppressed","suppressed","20.87 ","suppressed","suppressed","suppressed"
"II.F.34","Among private-sector employees enrolled in a health insurance plan: Overall average (in percents) in a high deductible health insurance plan","66.6% ","71.0% ","74.9% ","61.4% ","78.2% ","59.8% ","65.6% ","66.8% ","4.31% ","10.97% ","10.08% ","10.54% ","9.00% ","6.17% ","7.08% ","4.94% "
"II.F.35","Percent of private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care","71.9% ","94.7% ","70.9% ","81.1% ","74.1% ","66.3% ","79.0% ","70.5% ","4.93% ","4.24% ","12.34% ","8.34% ","11.02% ","6.97% ","6.56% ","5.74% "
"II.F.36","Among private-sector employees enrolled in a plan that covers any of the costs of non-emergency out-of-network care, percent with an annual out-of-network deductible","94.2% ","91.7% ","97.4% ","99.2% ","92.8% ","93.8% ","95.9% ","93.8% ","1.86% ","5.75% ","2.53% ","0.50% ","4.37% ","2.72% ","2.52% ","2.20% "
"II.F.37","Average out-of-network individual deductible (in dollars) per employee enrolled with single coverage","5,035 ","suppressed","6,408 ","6,858 ","4,687 ","4,413 ","6,155 ","4,764 ","383.92 ","suppressed","1046.93 ","608.94 ","417.31 ","726.66 ","685.28 ","449.31 "
"II.F.38","Average out-of-network employee-plus-one deductible (in dollars) per employee enrolled with employee-plus-one coverage","8,877 ","suppressed","suppressed","11,427 ","8,227 ","7,771 ","13,555 ","8,219 ","870.16 ","suppressed","suppressed","1658.71 ","722.20 ","1429.81 ","2692.35 ","887.63 "
"II.F.39","Average out-of-network family deductible (in dollars) per employee enrolled with family coverage","9,332 ","suppressed","suppressed","13,193 ","7,766 ","8,650 ","12,691 ","8,592 ","1234.53 ","suppressed","suppressed","2334.72 ","1367.87 ","2371.12 ","2001.20 ","1426.70 "
"II.F.40","Average copayment (in dollars) per day for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.F.41","Average copayment (in dollars) per stay for an out-of-network hospital admission per employee enrolled in a health insurance plan","suppressed","suppressed","suppressed","suppressed","184 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","14.70 ","suppressed","suppressed","suppressed"
"II.F.42","Average coinsurance (in percentages) for an out-of-network hospital admission per employee enrolled in a health insurance plan","39.6% ","35.5% ","39.0% ","37.5% ","34.9% ","44.3% ","36.8% ","40.2% ","2.17% ","5.16% ","3.49% ","2.96% ","3.10% ","3.65% ","2.67% ","2.56% "
"II.F.43","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with single coverage","10,130 ","12,734 ","15,596 ","11,843 ","9,678 ","9,081 ","13,419 ","9,454 ","652.46 ","2255.90 ","2648.85 ","999.59 ","1160.90 ","981.54 ","1268.35 ","718.64 "
"II.F.44","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with employee-plus-one coverage","20,660 ","suppressed","suppressed","19,894 ","17,253 ","18,965 ","39,581 ","18,415 ","1683.46 ","suppressed","suppressed","2541.74 ","2600.81 ","1837.36 ","7774.75 ","1430.45 "
"II.F.45","Average annual maximum out-of-pocket expense (in dollars) for out-of-network care per employee enrolled with family coverage","18,769 ","suppressed","suppressed","18,651 ","14,552 ","19,923 ","24,970 ","17,866 ","1916.73 ","suppressed","suppressed","2190.81 ","3607.97 ","2509.47 ","3559.32 ","2078.36 "

